player,position,season,team,possible_weeks,weeks_predicted,games_actually_played,availability_rate,weeks_real_stats,weeks_inferred_snap_verified,weeks_inferred_pbp_confirmed,weeks_synthetic,predicted_season_total,actual_season_total
00-0007091,QB,2015,IND,16,16,8,0.6654411764705883,0,0,0,16,53.83377730630783,91.2
00-0010346,QB,2015,DEN,16,16,10,1.0,0,0,0,16,286.7895701882141,91.3
00-0019596,QB,2015,NE,16,16,16,0.8958333333333334,0,0,0,16,274.448632904304,344.7
00-0020245,QB,2015,PIT,17,17,5,0.7148109243697479,0,0,0,17,98.05132357011296,30.700000000000003
00-0020531,QB,2015,NO,16,16,15,1.0,0,0,0,16,319.0578455616306,304.29999999999995
00-0020679,QB,2015,MIN,17,17,3,0.3193933823529412,0,0,0,17,66.29461107671563,0.09999999999999998
00-0021206,QB,2015,CLE,16,16,8,0.3125,0,0,0,16,38.79879001943908,128.10000000000002
00-0021429,QB,2015,ARI,16,16,16,0.7961601307189542,0,0,0,16,179.32119315996988,309.2
00-0021678,QB,2015,DAL,16,16,4,0.8831699346405228,0,0,0,16,223.84659414645552,40.60000000000001
00-0022787,QB,2015,BAL,16,16,2,0.676470588235294,0,0,0,16,93.16136065651018,26.6
00-0022803,QB,2015,NYG,16,16,16,1.0,0,0,0,16,251.55335202893372,287.5
00-0022864,QB,2015,NO,16,16,2,0.16491596638655465,0,0,0,16,3.4173857103588134,11.4
00-0022924,QB,2015,PIT,17,17,13,0.9452614379084968,0,0,0,17,269.3513533461885,225.8
00-0022942,QB,2015,LAC,16,16,16,1.0,0,0,0,16,226.4652500852545,280.2
00-0023436,QB,2015,KC,17,17,17,0.7895220588235294,0,0,0,17,212.56617710328982,279.3
00-0023459,QB,2015,GB,17,17,17,0.7598039215686274,0,0,0,17,153.74344592418726,309.6
00-0023578,QB,2015,DET,16,16,2,0.328125,0,0,0,16,24.45286656836044,10.0
00-0023645,QB,2015,CAR,16,16,3,0.44199346405228757,0,0,0,16,29.436511328122055,1.2
00-0023662,QB,2015,DAL,16,16,9,0.5955882352941176,0,0,0,16,92.95355778915022,64.9
00-0023682,QB,2015,NYJ,16,16,16,0.7109375,0,0,0,16,167.50540210871057,285.1
00-0024226,QB,2015,CHI,16,16,15,0.8333333333333334,0,0,0,16,205.12491614704908,224.3
00-0024264,QB,2015,LAC,16,16,2,0.26021241830065356,0,0,0,16,18.87339604445288,6.4
00-0024279,QB,2015,SEA,17,17,4,0.4260110294117647,0,0,0,17,7.6802107653386855,0.7
00-0024296,QB,2015,IND,16,16,4,0.2323529411764706,0,0,0,16,37.39703324893681,4.0
00-0025430,QB,2015,ARI,16,16,7,0.31985294117647056,0,0,0,16,45.563610168889824,-1.1
00-0025708,QB,2015,MIA,16,16,1,0.3482142857142857,0,0,0,16,4.021148646043626,0.4
00-0026143,QB,2015,ATL,16,16,16,0.9821428571428571,0,0,0,16,285.64476169485823,231.9
