player,position,season,team,possible_weeks,weeks_predicted,games_actually_played,availability_rate,weeks_real_stats,weeks_inferred_snap_verified,weeks_inferred_pbp_confirmed,weeks_synthetic,predicted_season_total,actual_season_total
00-0019596,QB,2020,TB,17,17,17,0.9285714285714286,0,0,0,17,192.0210169040112,361.0
00-0020531,QB,2020,NO,17,17,13,0.9745273109243697,0,0,0,17,301.32277647645265,228.20000000000002
00-0022787,QB,2020,ATL,16,16,1,0.5308257918552036,0,0,0,16,42.73110992948158,-0.4
00-0022924,QB,2020,PIT,17,17,16,0.8897058823529412,0,0,0,17,243.52863581966176,291.20000000000005
00-0022942,QB,2020,IND,17,17,17,1.0,0,0,0,17,222.1912954786801,258.3
00-0023436,QB,2020,WAS,17,17,8,0.823529411764706,0,0,0,17,197.38702851136455,71.6
00-0023459,QB,2020,GB,16,16,16,0.8054096638655462,0,0,0,16,208.72072160594746,383.1
00-0023682,QB,2020,MIA,16,16,9,0.7211538461538461,0,0,0,16,170.43533071286117,147.70000000000002
00-0026143,QB,2020,ATL,16,16,16,0.984375,0,0,0,16,276.1971045301023,280.3
00-0026158,QB,2020,NYJ,16,16,5,0.8878676470588235,0,0,0,16,171.61055301940647,54.699999999999996
00-0026197,QB,2020,KC,16,16,3,0.41139705882352934,0,0,0,16,0.7706329002457544,23.7
00-0026498,QB,2020,DET,16,16,16,0.8465909090909091,0,0,0,16,250.5761690932683,256.5
00-0026544,QB,2020,DET,16,16,4,0.16176470588235298,0,0,0,16,24.275489061782014,12.200000000000001
00-0026625,QB,2020,NE,16,16,1,0.38669786096256686,0,0,0,16,21.359841806240542,2.0
00-0027688,QB,2020,NYG,16,16,4,0.26838235294117646,0,0,0,16,24.64338657581827,16.1
00-0027939,QB,2020,NE,16,16,15,0.8754084967320261,0,0,0,16,216.56399546646847,259.3
00-0027948,QB,2020,TB,17,17,4,0.4375,0,0,0,17,26.856632018593842,15.299999999999999
00-0027973,QB,2020,DAL,16,16,11,0.9183006535947713,0,0,0,16,206.578201718059,136.9
00-0028118,QB,2020,LAC,16,16,2,0.44934640522875824,0,0,0,16,12.320564061063367,9.0
00-0028986,QB,2020,CLE,17,17,1,0.5982142857142857,0,0,0,17,77.49302779079228,1.8
00-0029263,QB,2020,SEA,17,17,17,1.0,0,0,0,17,298.75789242371854,375.6
00-0029567,QB,2020,CHI,17,17,9,0.4903492647058823,0,0,0,17,77.29675796685122,104.1
00-0029604,QB,2020,MIN,16,16,16,0.7403492647058824,0,0,0,16,171.29378668001257,296.2
00-0029665,QB,2020,BAL,17,17,4,0.5404411764705882,0,0,0,17,33.64577682503611,2.5999999999999996
00-0029701,QB,2020,TEN,17,17,17,0.9049369747899159,0,0,0,17,245.47835750057106,351.5
00-0030520,QB,2020,JAX,16,16,5,0.3020833333333333,0,0,0,16,20.17811830342875,58.5
00-0030533,QB,2020,BUF,17,17,5,0.1713235294117647,0,0,0,17,15.508584472616365,9.3
00-0030565,QB,2020,SEA,17,17,1,0.41360294117647056,0,0,0,17,-0.4341367373891268,1.1
00-0031237,QB,2020,CAR,16,16,15,0.5433823529411764,0,0,0,16,15.536168935854668,239.10000000000002
00-0031280,QB,2020,LV,16,16,16,0.9699754901960785,0,0,0,16,231.0835742400144,270.0
00-0031288,QB,2020,HOU,16,16,2,0.19264705882352942,0,0,0,16,10.29983734703664,0.8
