player,position,season,team,possible_weeks,weeks_predicted,games_actually_played,availability_rate,weeks_real_stats,weeks_inferred_snap_verified,weeks_inferred_pbp_confirmed,weeks_synthetic,predicted_season_total,actual_season_total
00-0019596,QB,2016,NE,16,16,12,0.90625,0,0,0,16,272.95081156101025,256.4
00-0020531,QB,2016,NO,16,16,16,0.99375,0,0,0,16,294.5140025228323,332.29999999999995
00-0020679,QB,2016,MIN,16,16,3,0.3035130718954248,0,0,0,16,14.010706815062687,10.099999999999998
00-0021206,QB,2016,CLE,16,16,5,0.3359375,0,0,0,16,66.18545996530482,50.099999999999994
00-0021429,QB,2016,ARI,16,16,15,0.8165441176470587,0,0,0,16,167.68045967711848,241.1
00-0021678,QB,2016,DAL,16,16,1,0.8198529411764707,0,0,0,16,195.87468868587624,5.2
00-0022787,QB,2016,ATL,16,16,3,0.6213235294117647,0,0,0,16,55.44317481222368,0.39999999999999997
00-0022803,QB,2016,NYG,17,17,17,1.0,0,0,0,17,324.29106266757174,237.2
00-0022924,QB,2016,PIT,17,17,15,0.9330882352941178,0,0,0,17,220.45756555501842,259.2
00-0022942,QB,2016,LAC,16,16,16,1.0,0,0,0,16,225.11010851159674,258.79999999999995
00-0023436,QB,2016,KC,16,16,15,0.8129084967320261,0,0,0,16,212.25898257190343,220.89999999999998
00-0023459,QB,2016,GB,17,17,17,0.7838235294117647,0,0,0,17,211.3139417693421,406.5
00-0023645,QB,2016,CAR,16,16,5,0.4227941176470589,0,0,0,16,8.2210088361961,14.5
00-0023662,QB,2016,TEN,16,16,4,0.5922794117647059,0,0,0,16,61.21297704495134,15.7
00-0023682,QB,2016,NYJ,16,16,14,0.7430555555555556,0,0,0,16,154.37741518221975,133.40000000000003
00-0024226,QB,2016,CHI,16,16,5,0.84375,0,0,0,16,203.9456451052699,46.800000000000004
00-0024264,QB,2016,LAC,16,16,1,0.24669117647058822,0,0,0,16,6.965733206155199,-0.1
00-0024296,QB,2016,CLE,16,16,1,0.23529411764705885,0,0,0,16,10.486661447765226,9.4
00-0025430,QB,2016,ARI,16,16,5,0.34338235294117647,0,0,0,16,0.07803822530408498,9.400000000000002
