player,position,season,team,possible_weeks,weeks_predicted,games_actually_played,availability_rate,weeks_real_stats,weeks_inferred_snap_verified,weeks_inferred_pbp_confirmed,weeks_synthetic,predicted_season_total,actual_season_total
00-0019596,QB,2017,NE,16,16,16,0.9090909090909091,0,0,0,16,324.69408706220463,291.9
00-0020531,QB,2017,NO,16,16,16,0.9943181818181818,0,0,0,16,314.90241484185333,262.4
00-0021206,QB,2017,NYJ,16,16,13,0.3333333333333333,0,0,0,16,53.68330264002793,205.6
00-0021429,QB,2017,ARI,16,16,7,0.8295454545454546,0,0,0,16,211.74798910654746,102.30000000000001
00-0022803,QB,2017,NYG,16,16,15,1.0,0,0,0,16,209.27641727443714,187.3
00-0022924,QB,2017,PIT,16,16,15,0.9545454545454546,0,0,0,16,233.80850240911326,256.9
00-0022942,QB,2017,LAC,16,16,16,1.0,0,0,0,16,273.15345728460795,270.5
00-0023436,QB,2017,KC,16,16,15,0.8375,0,0,0,16,197.48711924862795,295.1
00-0023459,QB,2017,GB,16,16,7,0.8068181818181818,0,0,0,16,286.01704129378504,129.5
00-0023645,QB,2017,CAR,16,16,3,0.4147727272727273,0,0,0,16,8.594568437137125,0.49999999999999994
00-0023662,QB,2017,TEN,16,16,2,0.5681818181818182,0,0,0,16,66.36638401189045,2.3999999999999995
00-0023682,QB,2017,TB,16,16,6,0.75625,0,0,0,16,105.54215746641884,73.9
00-0024226,QB,2017,MIA,16,16,14,0.7954545454545454,0,0,0,16,164.69172774633444,157.70000000000002
00-0024264,QB,2017,LAC,16,16,3,0.23295454545454544,0,0,0,16,6.041811517453488,-1.0999999999999999
00-0025430,QB,2017,ARI,16,16,5,0.34375,0,0,0,16,0.6000701491169872,50.400000000000006
00-0025708,QB,2017,MIA,16,16,4,0.3125,0,0,0,16,52.76894436886767,41.3
00-0026143,QB,2017,ATL,16,16,16,0.9861111111111112,0,0,0,16,305.12550086901695,228.1
00-0026158,QB,2017,BAL,16,16,16,0.9583333333333334,0,0,0,16,222.60867781034307,182.89999999999998
00-0026197,QB,2017,JAX,16,16,2,0.4921875,0,0,0,16,46.202966022965974,-0.5
00-0026498,QB,2017,DET,16,16,16,0.8515625,0,0,0,16,204.3793232193996,269.8
00-0026544,QB,2017,NO,16,16,1,0.16071428571428573,0,0,0,16,6.82669966849827,-0.2
00-0026625,QB,2017,NE,16,16,11,0.375,0,0,0,16,43.488749300724514,63.99999999999999
00-0027688,QB,2017,WAS,16,16,1,0.3541666666666667,0,0,0,16,32.0644771537313,0.0
