player,position,season,team,possible_weeks,weeks_predicted,games_actually_played,availability_rate,donor_pool_size,p25,p50,p75,p90,sim_mean,sim_std,actual_season_total
00-0033077,QB,2023,DAL,17,17,17,0.8765756302521008,237,339.00000000000006,339.00000000000006,339.00000000000006,339.00000000000006,339.00000000000006,0.0,339.0
00-0033106,QB,2023,DET,17,17,17,0.8860294117647058,237,284.9,284.9,284.9,284.9,284.90000000000003,5.684341886080802e-14,284.90000000000003
00-0033119,QB,2023,WAS,17,17,3,0.6649159663865546,237,59.91097962260692,77.3062475244639,97.16744066399153,115.69736837000582,79.51530243563936,27.376564782807943,22.9
00-0033275,QB,2023,CLE,17,17,6,0.2990196078431373,237,22.46022376911011,30.886675422278657,41.61845769330832,53.038251322936304,33.05568154207814,14.868492192315959,19.9
00-0033319,QB,2023,MIN,17,17,5,0.2963235294117647,237,68.51230905951088,78.01244408707427,89.5391337298458,101.48438671259007,80.23025279010427,16.165370738093785,66.60000000000001
00-0033357,QB,2023,NO,17,17,16,0.9294117647058824,237,140.3634091792048,143.5,149.3748810231946,154.1825249442462,144.83526121286857,7.095274631092931,143.5
00-0033537,QB,2023,CLE,17,17,6,0.7580882352941176,237,190.48337686225398,211.25232336635185,234.23022934509697,256.8845956325617,213.28159873015838,32.917387588471655,80.9
00-0033662,QB,2023,DAL,17,17,7,0.22647058823529412,237,0.15773578927790588,4.765553891409752,13.480063254515105,22.23242836696351,7.146524899460139,11.355708540555925,3.2
00-0033869,QB,2023,PIT,17,17,5,0.673406862745098,237,112.9101811256909,129.67846250691625,149.76601224039368,169.43803494074436,132.17710719555652,28.33757428259706,46.699999999999996
00-0033873,QB,2023,KC,17,17,16,0.8431372549019608,237,285.81219836972605,291.9625211693245,297.2942878310769,303.40425784984404,292.03165791743896,8.585193655981282,280.1
00-0033936,QB,2023,JAX,17,17,7,0.29558823529411765,237,19.94613316888671,26.780905963574508,36.943092378511814,47.00323183535646,29.02317766016013,13.725436033533613,21.5
00-0033949,QB,2023,ARI,17,17,13,0.16299019607843138,237,191.9,200.44681851387676,210.7634195652126,221.5672435616523,203.2222600811628,13.173502048775877,196.5
00-0033958,QB,2023,CHI,17,17,2,0.16838235294117648,237,-0.4,4.667935434273861,14.75256041052937,25.006255255142314,7.414865241786172,12.789374601397563,-0.4
00-0034177,QB,2023,NYJ,17,17,3,0.2601102941176471,237,12.063583965909256,20.744222858001127,32.64715754693099,44.054593828614294,23.31660203543586,15.765160595817322,10.9
00-0034401,QB,2023,MIA,17,17,6,0.23529411764705882,237,4.027245613804232,12.53806985909976,22.60709091739607,34.3824568738903,14.991477521540427,14.51328839421424,2.0999999999999988
00-0034438,QB,2023,ATL,17,17,1,0.23529411764705885,237,-2.91561982111089,5.06675190271894,15.871283375427518,26.759578578079626,6.959862048346112,14.63987974325365,-0.3
00-0034577,QB,2023,BUF,17,17,7,0.28161764705882353,237,-3.5265845379575365,2.9184678743653807,12.104730733657973,21.73372113292803,4.746428215001288,12.854917617898867,-1.2999999999999998
00-0034771,QB,2023,PIT,17,17,4,0.3455882352941177,237,55.48180631764333,67.31432190356789,80.33853761467947,94.01035337386797,68.93445499304633,18.696770050183822,39.6
00-0034796,QB,2023,BAL,17,17,16,0.8823529411764707,237,342.6370403686503,347.42745817714945,353.4146604739369,359.3380039182717,347.21753717758577,9.539779522155797,329.2
00-0034855,QB,2023,TB,17,17,17,0.8808823529411764,237,270.0,270.0,270.0,270.0,270.0,0.0,270.0
00-0034857,QB,2023,BUF,17,17,17,0.95,237,388.9,388.9,388.9,388.9,388.8999999999999,5.684341886080802e-14,388.90000000000003
00-0034869,QB,2023,SF,17,17,10,0.6867647058823529,237,29.524272017193894,41.38021011092067,55.35535546871134,68.27724275878658,42.93407888687544,19.067846775528377,23.299999999999997
00-0034955,QB,2023,LA,17,17,2,0.16053921568627452,237,6.8,13.54236776653897,23.21838462497694,33.77207389990091,16.15301342341091,12.838030015232489,6.8
00-0035100,QB,2023,CIN,17,17,9,0.88,237,168.27246607160208,183.52063984648743,199.76043308464375,216.41034878803362,184.93189778169028,23.735434936807046,142.5
00-0035228,QB,2023,ARI,17,17,8,0.8823529411764706,237,237.9464379713841,255.9664166007904,277.19318452929645,296.25378475091054,258.08550024089055,29.25733344929654,144.4
00-0035264,QB,2023,DEN,17,17,3,0.2610294117647059,237,41.26574314417082,53.05771553950504,67.83002961811965,81.79099051857423,55.55491793499421,19.603960194178274,26.7
00-0035282,QB,2023,LAC,17,17,5,0.0625,237,67.6,67.6,74.51148108313457,82.35850910268289,71.64514450636685,7.890236434262994,67.6
00-0035289,QB,2023,IND,17,17,16,0.5064338235294118,237,192.2,192.2,194.42740655720542,201.417943236693,193.73697493468742,5.564423343291132,192.2
00-0035704,QB,2023,SEA,17,17,4,0.49264705882352944,237,63.045444381523154,79.29524959023041,95.71709057070156,114.252008280062,81.13704114672079,25.12886290948949,29.1
00-0035710,QB,2023,NYG,17,17,6,0.8336397058823529,237,147.5047123870883,167.21290435875113,186.98355167533427,207.04220056862636,168.47706426726637,30.299809590103315,57.00000000000001
00-0035993,QB,2023,BAL,17,17,5,0.3333333333333333,237,38.830213803321016,51.41413273986653,64.8762576741158,79.08066833812383,53.257686225441475,19.804865167221887,25.6
00-0036212,QB,2023,MIA,17,17,17,0.7181372549019608,237,272.40000000000003,272.40000000000003,272.40000000000003,272.40000000000003,272.40000000000003,0.0,272.40000000000003
00-0036264,QB,2023,GB,17,17,17,0.29411764705882354,237,315.0999999999999,315.0999999999999,315.0999999999999,315.0999999999999,315.1,1.1368683772161603e-13,315.1
00-0036355,QB,2023,LAC,17,17,13,0.9791666666666666,237,283.8155255049446,293.7959374606304,307.6525429350345,316.5601349138003,295.17205349502177,17.057703566447348,232.20000000000002
00-0036389,QB,2023,PHI,17,17,17,0.9595588235294118,237,356.8999999999999,356.8999999999999,356.8999999999999,356.8999999999999,356.8999999999999,0.0,356.90000000000003
00-0036442,QB,2023,CIN,17,17,10,0.875,237,235.9766835139427,252.1477118454399,270.2877689889968,288.3274750947493,253.8181166142519,26.418706849504375,147.2
00-0036879,QB,2023,IND,17,17,1,0.20588235294117646,237,12.113020226398199,23.295601628607987,37.2972504441988,50.271806908459034,26.013055151623412,18.29897639507451,0.0
