player,position,season,team,possible_weeks,weeks_predicted,games_actually_played,availability_rate,weeks_real_stats,weeks_inferred_snap_verified,weeks_inferred_pbp_confirmed,weeks_synthetic,predicted_season_total,actual_season_total
00-0023459,QB,2023,NYJ,17,17,1,0.8419117647058824,0,0,0,17,237.16559552171756,0.0
00-0026158,QB,2023,CLE,17,17,5,0.7607843137254903,0,0,0,17,82.82723431361224,98.9
00-0026498,QB,2023,LA,17,17,15,0.8458508403361344,0,0,0,17,202.51805495064357,239.29999999999998
00-0026625,QB,2023,LV,17,17,3,0.3377100840336134,0,0,0,17,29.512964621809477,5.0
00-0027948,QB,2023,KC,17,17,2,0.37834224598930477,0,0,0,17,17.43191105314286,5.9
00-0027973,QB,2023,CAR,17,17,3,0.857843137254902,0,0,0,17,198.60250730433984,23.6
00-0028118,QB,2023,NYG,17,17,11,0.39828431372549017,0,0,0,17,24.31816558749954,87.30000000000001
00-0028986,QB,2023,HOU,17,17,2,0.4786764705882353,0,0,0,17,19.526566485653092,9.8
00-0029263,QB,2023,DEN,17,17,15,0.9732620320855616,0,0,0,17,304.9505294559984,252.9
00-0029604,QB,2023,MIN,17,17,8,0.8071524064171123,0,0,0,17,244.1308745496163,149.9
00-0029701,QB,2023,TEN,17,17,9,0.9143382352941176,0,0,0,17,238.6968904560665,80.0
00-0030533,QB,2023,JAX,17,17,1,0.19791666666666666,0,0,0,17,8.148440002117871,-0.3
00-0030565,QB,2023,SEA,17,17,15,0.42197712418300654,0,0,0,17,94.83865374441301,223.40000000000003
00-0031237,QB,2023,DET,17,17,1,0.6006433823529411,0,0,0,17,81.01193033927113,-0.2
00-0031280,QB,2023,NO,17,17,17,0.9730392156862746,0,0,0,17,202.30564089466472,237.1
00-0031288,QB,2023,CIN,17,17,2,0.1875,0,0,0,17,7.601973118398652,0.8
00-0031345,QB,2023,LV,17,17,7,0.5163398692810458,0,0,0,17,116.28247152814738,62.1
00-0031503,QB,2023,NO,17,17,7,0.6750919117647058,0,0,0,17,166.01125201396803,11.9
00-0031800,QB,2023,ATL,17,17,5,0.40661764705882353,0,0,0,17,88.26833465624611,66.0
00-0032156,QB,2023,NYJ,17,17,5,0.3596813725490196,0,0,0,17,42.79241289018456,26.9
