season,week,model_actual,model_projected,oracle_actual,hindsight_actual,replacement_actual,vs_oracle_margin,vs_hindsight_margin,vs_replacement_margin,won_vs_oracle,won_vs_hindsight,won_vs_replacement,cumulative_win_rate_vs_oracle,cumulative_win_rate_vs_hindsight,cumulative_win_rate_vs_replacement
2025,1,65.9,109.21,147.4,65.9,50.6,-81.5,0.0,15.3,False,False,True,0.0,0.0,1.0
2025,2,104.3,103.33,184.7,60.8,36.3,-80.4,43.5,68.0,False,True,True,0.0,0.5,1.0
2025,3,70.8,95.92,184.4,96.5,65.0,-113.6,-25.7,5.8,False,False,True,0.0,0.3333,1.0
2025,4,132.1,94.43,183.3,62.6,37.7,-51.2,69.5,94.4,False,True,True,0.0,0.5,1.0
2025,5,107.1,94.75,170.5,99.4,39.5,-63.4,7.7,67.6,False,True,True,0.0,0.6,1.0
2025,6,91.1,100.27,181.7,105.1,30.2,-90.6,-14.0,60.9,False,False,True,0.0,0.5,1.0
2025,7,117.5,96.56,193.4,79.6,32.6,-75.9,37.9,84.9,False,True,True,0.0,0.5714,1.0
2025,8,112.9,104.6,179.5,63.3,47.7,-66.6,49.6,65.2,False,True,True,0.0,0.625,1.0
2025,9,111.7,102.68,191.9,51.0,63.5,-80.2,60.7,48.2,False,True,True,0.0,0.6667,1.0
2025,10,78.7,98.67,192.3,76.2,19.7,-113.6,2.5,59.0,False,True,True,0.0,0.7,1.0
2025,11,99.7,101.0,190.2,113.4,41.9,-90.5,-13.7,57.8,False,False,True,0.0,0.6364,1.0
2025,12,85.0,97.84,197.7,78.4,49.3,-112.7,6.6,35.7,False,True,True,0.0,0.6667,1.0
2025,13,86.2,98.59,163.1,51.3,31.8,-76.9,34.9,54.4,False,True,True,0.0,0.6923,1.0
2025,14,96.0,95.99,183.2,59.3,40.6,-87.2,36.7,55.4,False,True,True,0.0,0.7143,1.0
2025,15,124.4,93.65,208.8,75.5,38.9,-84.4,48.9,85.5,False,True,True,0.0,0.7333,1.0
2025,16,129.1,94.23,203.6,104.7,40.7,-74.5,24.4,88.4,False,True,True,0.0,0.75,1.0
2025,17,82.9,98.11,183.3,118.4,22.6,-100.4,-35.5,60.3,False,False,True,0.0,0.7059,1.0
2025,18,92.7,102.97,170.7,56.4,23.7,-78.0,36.3,69.0,False,True,True,0.0,0.7222,1.0
2025,19,78.7,97.06,163.2,64.9,40.8,-84.5,13.8,37.9,False,True,True,0.0,0.7368,1.0
2025,20,48.7,94.42,134.8,50.8,36.1,-86.1,-2.1,12.6,False,False,True,0.0,0.7,1.0
2025,21,65.9,93.01,132.2,65.8,40.8,-66.3,0.1,25.1,False,True,True,0.0,0.7143,1.0
