season,week,model_actual,model_projected,oracle_actual,hindsight_actual,replacement_actual,vs_oracle_margin,vs_hindsight_margin,vs_replacement_margin,won_vs_oracle,won_vs_hindsight,won_vs_replacement,cumulative_win_rate_vs_oracle,cumulative_win_rate_vs_hindsight,cumulative_win_rate_vs_replacement
2024,1,128.7,109.11,170.6,128.7,54.1,-41.9,0.0,74.6,False,False,True,0.0,0.0,1.0
2024,2,84.1,89.87,180.5,68.3,55.7,-96.4,15.8,28.4,False,True,True,0.0,0.5,1.0
2024,3,124.3,98.66,197.4,80.0,64.0,-73.1,44.3,60.3,False,True,True,0.0,0.6667,1.0
2024,4,91.5,100.76,177.6,83.8,52.0,-86.1,7.7,39.5,False,True,True,0.0,0.75,1.0
2024,5,105.2,97.51,175.4,92.6,70.8,-70.2,12.6,34.4,False,True,True,0.0,0.8,1.0
2024,6,95.6,101.95,173.0,91.2,59.8,-77.4,4.4,35.8,False,True,True,0.0,0.8333,1.0
2024,7,104.0,106.63,166.4,96.0,51.5,-62.4,8.0,52.5,False,True,True,0.0,0.8571,1.0
2024,8,107.3,104.34,183.8,88.4,70.2,-76.5,18.9,37.1,False,True,True,0.0,0.875,1.0
2024,9,125.5,103.19,188.9,131.8,42.2,-63.4,-6.3,83.3,False,False,True,0.0,0.7778,1.0
2024,10,103.2,107.71,189.7,72.2,31.6,-86.5,31.0,71.6,False,True,True,0.0,0.8,1.0
2024,11,114.8,105.91,215.2,109.7,66.2,-100.4,5.1,48.6,False,True,True,0.0,0.8182,1.0
2024,12,84.3,99.01,187.2,110.2,79.8,-102.9,-25.9,4.5,False,False,True,0.0,0.75,1.0
2024,13,108.8,102.72,178.9,80.0,69.4,-70.1,28.8,39.4,False,True,True,0.0,0.7692,1.0
2024,14,128.0,105.6,225.0,79.0,87.9,-97.0,49.0,40.1,False,True,True,0.0,0.7857,1.0
2024,15,117.2,104.08,198.4,112.7,50.8,-81.2,4.5,66.4,False,True,True,0.0,0.8,1.0
2024,16,90.6,104.77,190.8,114.2,33.0,-100.2,-23.6,57.6,False,False,True,0.0,0.75,1.0
2024,17,109.6,103.87,192.3,109.1,45.9,-82.7,0.5,63.7,False,True,True,0.0,0.7647,1.0
2024,18,111.9,104.23,204.6,126.1,39.5,-92.7,-14.2,72.4,False,False,True,0.0,0.7222,1.0
2024,19,85.3,97.85,152.5,66.5,38.4,-67.2,18.8,46.9,False,True,True,0.0,0.7368,1.0
2024,20,154.9,100.53,165.9,108.9,75.5,-11.0,46.0,79.4,False,True,True,0.0,0.75,1.0
2024,21,122.7,88.47,158.1,82.0,80.3,-35.4,40.7,42.4,False,True,True,0.0,0.7619,1.0
2024,22,93.8,80.67,106.6,99.8,53.3,-12.8,-6.0,40.5,False,False,True,0.0,0.7273,1.0
