season,week,model_actual,model_projected,oracle_actual,hindsight_actual,replacement_actual,vs_oracle_margin,vs_hindsight_margin,vs_replacement_margin,won_vs_oracle,won_vs_hindsight,won_vs_replacement,cumulative_win_rate_vs_oracle,cumulative_win_rate_vs_hindsight,cumulative_win_rate_vs_replacement
2024,1,92.7,109.34,170.6,92.7,62.7,-77.9,0.0,30.0,False,False,True,0.0,0.0,1.0
2024,2,88.5,88.93,180.5,68.3,56.3,-92.0,20.2,32.2,False,True,True,0.0,0.5,1.0
2024,3,103.1,96.81,197.4,80.0,41.5,-94.3,23.1,61.6,False,True,True,0.0,0.6667,1.0
2024,4,111.3,99.77,177.6,83.8,86.8,-66.3,27.5,24.5,False,True,True,0.0,0.75,1.0
2024,5,106.3,97.73,175.4,92.6,72.3,-69.1,13.7,34.0,False,True,True,0.0,0.8,1.0
2024,6,99.6,100.47,173.0,91.2,55.7,-73.4,8.4,43.9,False,True,True,0.0,0.8333,1.0
2024,7,96.8,104.53,166.4,96.0,37.2,-69.6,0.8,59.6,False,True,True,0.0,0.8571,1.0
2024,8,125.2,102.92,183.8,88.4,47.5,-58.6,36.8,77.7,False,True,True,0.0,0.875,1.0
2024,9,125.3,102.17,188.9,131.8,39.3,-63.6,-6.5,86.0,False,False,True,0.0,0.7778,1.0
2024,10,148.8,107.6,189.7,72.2,38.6,-40.9,76.6,110.2,False,True,True,0.0,0.8,1.0
2024,11,114.8,105.97,215.2,109.7,62.1,-100.4,5.1,52.7,False,True,True,0.0,0.8182,1.0
2024,12,122.7,99.27,187.2,110.2,62.6,-64.5,12.5,60.1,False,True,True,0.0,0.8333,1.0
2024,13,108.8,101.77,178.9,80.0,56.5,-70.1,28.8,52.3,False,True,True,0.0,0.8462,1.0
2024,14,128.3,106.34,225.0,79.0,85.0,-96.7,49.3,43.3,False,True,True,0.0,0.8571,1.0
2024,15,117.2,104.54,198.4,112.7,49.4,-81.2,4.5,67.8,False,True,True,0.0,0.8667,1.0
2024,16,104.4,103.79,190.8,114.2,53.7,-86.4,-9.8,50.7,False,False,True,0.0,0.8125,1.0
2024,17,127.5,103.0,192.3,109.1,51.4,-64.8,18.4,76.1,False,True,True,0.0,0.8235,1.0
2024,18,87.3,105.25,204.6,126.1,60.4,-117.3,-38.8,26.9,False,False,True,0.0,0.7778,1.0
2024,19,94.1,96.23,152.5,66.5,36.5,-58.4,27.6,57.6,False,True,True,0.0,0.7895,1.0
2024,20,154.9,99.37,165.9,108.9,60.3,-11.0,46.0,94.6,False,True,True,0.0,0.8,1.0
2024,21,122.7,88.49,158.1,82.0,80.6,-35.4,40.7,42.1,False,True,True,0.0,0.8095,1.0
2024,22,93.8,78.93,106.6,99.8,53.3,-12.8,-6.0,40.5,False,False,True,0.0,0.7727,1.0
