season,week,model_actual,model_projected,oracle_actual,hindsight_actual,replacement_actual,vs_oracle_margin,vs_hindsight_margin,vs_replacement_margin,won_vs_oracle,won_vs_hindsight,won_vs_replacement,cumulative_win_rate_vs_oracle,cumulative_win_rate_vs_hindsight,cumulative_win_rate_vs_replacement
2025,1,65.9,77.71,147.4,65.9,33.3,-81.5,0.0,32.6,False,False,True,0.0,0.0,1.0
2025,2,80.6,75.25,184.7,60.8,37.9,-104.1,19.8,42.7,False,True,True,0.0,0.5,1.0
2025,3,70.8,72.17,184.4,96.5,63.5,-113.6,-25.7,7.3,False,False,True,0.0,0.3333,1.0
2025,4,132.1,70.47,183.3,54.3,36.5,-51.2,77.8,95.6,False,True,True,0.0,0.5,1.0
2025,5,105.0,72.34,170.5,94.8,59.0,-65.5,10.2,46.0,False,True,True,0.0,0.6,1.0
2025,6,81.8,74.4,181.7,95.7,56.9,-99.9,-13.9,24.9,False,False,True,0.0,0.5,1.0
2025,7,105.7,71.87,193.4,68.2,46.8,-87.7,37.5,58.9,False,True,True,0.0,0.5714,1.0
2025,8,115.1,76.43,179.5,104.0,49.8,-64.4,11.1,65.3,False,True,True,0.0,0.625,1.0
2025,9,96.3,76.39,191.9,71.8,37.6,-95.6,24.5,58.7,False,True,True,0.0,0.6667,1.0
2025,10,138.4,72.74,192.3,92.3,67.5,-53.9,46.1,70.9,False,True,True,0.0,0.7,1.0
2025,11,96.9,74.55,190.2,118.6,63.1,-93.3,-21.7,33.8,False,False,True,0.0,0.6364,1.0
2025,12,92.5,72.54,197.7,81.4,53.4,-105.2,11.1,39.1,False,True,True,0.0,0.6667,1.0
2025,13,66.8,73.83,163.1,67.4,41.9,-96.3,-0.6,24.9,False,False,True,0.0,0.6154,1.0
2025,14,98.1,72.6,183.2,59.3,45.2,-85.1,38.8,52.9,False,True,True,0.0,0.6429,1.0
2025,15,111.9,71.37,208.8,75.5,34.3,-96.9,36.4,77.6,False,True,True,0.0,0.6667,1.0
2025,16,112.7,72.0,203.6,104.7,64.9,-90.9,8.0,47.8,False,True,True,0.0,0.6875,1.0
2025,17,90.2,74.37,183.3,125.5,73.6,-93.1,-35.3,16.6,False,False,True,0.0,0.6471,1.0
2025,18,81.8,75.06,170.7,70.5,55.9,-88.9,11.3,25.9,False,True,True,0.0,0.6667,1.0
2025,19,127.4,71.26,163.2,100.6,34.9,-35.8,26.8,92.5,False,True,True,0.0,0.6842,1.0
2025,20,47.0,70.63,134.7,47.4,73.5,-87.7,-0.4,-26.5,False,False,False,0.0,0.65,0.95
2025,21,128.6,66.06,129.3,52.6,58.6,-0.7,76.0,70.0,False,True,True,0.0,0.6667,0.9524
