season,week,model_actual,model_projected,oracle_actual,hindsight_actual,replacement_actual,vs_oracle_margin,vs_hindsight_margin,vs_replacement_margin,won_vs_oracle,won_vs_hindsight,won_vs_replacement,cumulative_win_rate_vs_oracle,cumulative_win_rate_vs_hindsight,cumulative_win_rate_vs_replacement
2024,1,128.7,109.14,170.6,128.7,59.1,-41.9,0.0,69.6,False,False,True,0.0,0.0,1.0
2024,2,84.1,90.81,180.5,54.5,46.2,-96.4,29.6,37.9,False,True,True,0.0,0.5,1.0
2024,3,113.8,99.73,197.4,83.9,39.4,-83.6,29.9,74.4,False,True,True,0.0,0.6667,1.0
2024,4,89.0,101.37,177.6,83.8,22.9,-88.6,5.2,66.1,False,True,True,0.0,0.75,1.0
2024,5,73.2,102.79,175.4,92.6,64.3,-102.2,-19.4,8.9,False,False,True,0.0,0.6,1.0
2024,6,80.1,108.32,173.0,91.2,23.0,-92.9,-11.1,57.1,False,False,True,0.0,0.5,1.0
2024,7,92.5,108.5,166.4,77.8,25.5,-73.9,14.7,67.0,False,True,True,0.0,0.5714,1.0
2024,8,107.3,103.99,183.8,97.4,26.5,-76.5,9.9,80.8,False,True,True,0.0,0.625,1.0
2024,9,125.5,103.28,188.9,131.8,24.6,-63.4,-6.3,100.9,False,False,True,0.0,0.5556,1.0
2024,10,100.2,108.57,189.7,71.6,32.9,-89.5,28.6,67.3,False,True,True,0.0,0.6,1.0
2024,11,114.8,106.09,215.2,92.1,35.7,-100.4,22.7,79.1,False,True,True,0.0,0.6364,1.0
2024,12,54.3,103.57,187.2,93.3,40.2,-132.9,-39.0,14.1,False,False,True,0.0,0.5833,1.0
2024,13,98.3,103.5,178.9,104.9,39.0,-80.6,-6.6,59.3,False,False,True,0.0,0.5385,1.0
2024,14,110.5,107.18,225.0,79.0,32.5,-114.5,31.5,78.0,False,True,True,0.0,0.5714,1.0
2024,15,104.2,104.94,198.4,112.7,38.6,-94.2,-8.5,65.6,False,False,True,0.0,0.5333,1.0
2024,16,90.6,104.8,190.8,114.2,17.2,-100.2,-23.6,73.4,False,False,True,0.0,0.5,1.0
2024,17,97.2,106.15,192.3,110.1,43.9,-95.1,-12.9,53.3,False,False,True,0.0,0.4706,1.0
2024,18,114.0,106.24,204.6,126.1,41.9,-90.6,-12.1,72.1,False,False,True,0.0,0.4444,1.0
2024,19,57.1,106.62,152.5,34.0,40.8,-95.4,23.1,16.3,False,True,True,0.0,0.4737,1.0
2024,20,80.8,107.58,165.9,67.0,40.8,-85.1,13.8,40.0,False,True,True,0.0,0.5,1.0
2024,21,65.2,108.2,158.1,75.3,40.8,-92.9,-10.1,24.4,False,False,True,0.0,0.4762,1.0
2024,22,40.8,107.81,111.0,106.3,40.8,-70.2,-65.5,0.0,False,False,False,0.0,0.4545,0.9545
