season,week,model_actual,model_projected,oracle_actual,hindsight_actual,replacement_actual,vs_oracle_margin,vs_hindsight_margin,vs_replacement_margin,won_vs_oracle,won_vs_hindsight,won_vs_replacement,cumulative_win_rate_vs_oracle,cumulative_win_rate_vs_hindsight,cumulative_win_rate_vs_replacement
2025,1,80.6,112.22,163.8,80.6,62.0,-83.2,0.0,18.6,False,False,True,0.0,0.0,1.0
2025,2,85.5,87.8,191.3,70.4,37.0,-105.8,15.1,48.5,False,True,True,0.0,0.5,1.0
2025,3,97.6,109.14,187.6,96.3,35.7,-90.0,1.3,61.9,False,True,True,0.0,0.6667,1.0
2025,4,145.4,111.78,187.3,71.5,70.3,-41.9,73.9,75.1,False,True,True,0.0,0.75,1.0
2025,5,132.9,114.11,176.9,95.6,48.9,-44.0,37.3,84.0,False,True,True,0.0,0.8,1.0
2025,6,86.9,116.53,191.1,90.6,49.2,-104.2,-3.7,37.7,False,False,True,0.0,0.6667,1.0
2025,7,143.6,112.57,212.7,83.2,49.9,-69.1,60.4,93.7,False,True,True,0.0,0.7143,1.0
2025,8,93.8,114.62,183.3,125.3,31.2,-89.5,-31.5,62.6,False,False,True,0.0,0.625,1.0
2025,9,133.3,117.71,214.3,74.0,73.6,-81.0,59.3,59.7,False,True,True,0.0,0.6667,1.0
2025,10,108.0,115.33,193.5,85.4,38.9,-85.5,22.6,69.1,False,True,True,0.0,0.7,1.0
2025,11,114.0,115.65,205.8,113.6,51.6,-91.8,0.4,62.4,False,True,True,0.0,0.7273,1.0
2025,12,132.0,112.5,207.1,94.2,39.9,-75.1,37.8,92.1,False,True,True,0.0,0.75,1.0
2025,13,85.5,115.99,167.8,72.0,89.6,-82.3,13.5,-4.1,False,True,False,0.0,0.7692,0.9231
2025,14,96.5,112.84,199.5,77.7,53.2,-103.0,18.8,43.3,False,True,True,0.0,0.7857,0.9286
2025,15,149.5,107.45,222.2,109.1,40.4,-72.7,40.4,109.1,False,True,True,0.0,0.8,0.9333
2025,16,104.7,112.07,204.5,152.2,55.8,-99.8,-47.5,48.9,False,False,True,0.0,0.75,0.9375
2025,17,127.7,114.61,199.7,132.9,62.3,-72.0,-5.2,65.4,False,False,True,0.0,0.7059,0.9412
2025,18,106.7,120.2,176.6,64.1,24.3,-69.9,42.6,82.4,False,True,True,0.0,0.7222,0.9444
2025,19,116.9,102.24,167.0,115.6,106.4,-50.1,1.3,10.5,False,True,True,0.0,0.7368,0.9474
2025,20,97.7,105.66,149.7,72.0,51.8,-52.0,25.7,45.9,False,True,True,0.0,0.75,0.95
2025,21,136.2,89.28,136.2,72.4,46.8,0.0,63.8,89.4,False,True,True,0.0,0.7619,0.9524
2025,22,74.5,80.57,100.3,82.2,73.7,-25.8,-7.7,0.8,False,False,True,0.0,0.7273,0.9545
