season,week,model_actual,model_projected,oracle_actual,hindsight_actual,replacement_actual,vs_oracle_margin,vs_hindsight_margin,vs_replacement_margin,won_vs_oracle,won_vs_hindsight,won_vs_replacement,cumulative_win_rate_vs_oracle,cumulative_win_rate_vs_hindsight,cumulative_win_rate_vs_replacement
2025,1,65.9,117.71,147.4,65.9,40.0,-81.5,0.0,25.9,False,False,True,0.0,0.0,1.0
2025,2,114.0,110.41,184.7,60.8,17.6,-70.7,53.2,96.4,False,True,True,0.0,0.5,1.0
2025,3,70.8,105.42,184.4,96.5,70.8,-113.6,-25.7,0.0,False,False,False,0.0,0.3333,0.6667
2025,4,104.1,102.41,183.3,62.6,41.5,-79.2,41.5,62.6,False,True,True,0.0,0.5,0.75
2025,5,132.2,102.16,170.5,94.8,58.0,-38.3,37.4,74.2,False,True,True,0.0,0.6,0.8
2025,6,98.2,109.04,181.7,95.7,37.7,-83.5,2.5,60.5,False,True,True,0.0,0.6667,0.8333
2025,7,117.5,104.46,193.4,68.2,45.8,-75.9,49.3,71.7,False,True,True,0.0,0.7143,0.8571
2025,8,131.6,111.35,179.5,104.0,33.8,-47.9,27.6,97.8,False,True,True,0.0,0.75,0.875
2025,9,115.5,108.18,191.9,71.8,26.3,-76.4,43.7,89.2,False,True,True,0.0,0.7778,0.8889
2025,10,125.1,100.12,192.3,92.3,50.9,-67.2,32.8,74.2,False,True,True,0.0,0.8,0.9
2025,11,114.4,108.8,190.2,118.6,39.3,-75.8,-4.2,75.1,False,False,True,0.0,0.7273,0.9091
2025,12,89.6,102.85,197.7,81.4,26.6,-108.1,8.2,63.0,False,True,True,0.0,0.75,0.9167
2025,13,86.2,105.76,163.1,67.4,32.3,-76.9,18.8,53.9,False,True,True,0.0,0.7692,0.9231
2025,14,96.0,102.71,183.2,59.3,37.3,-87.2,36.7,58.7,False,True,True,0.0,0.7857,0.9286
2025,15,124.4,99.46,208.8,75.5,33.3,-84.4,48.9,91.1,False,True,True,0.0,0.8,0.9333
2025,16,128.1,101.02,203.6,104.7,59.8,-75.5,23.4,68.3,False,True,True,0.0,0.8125,0.9375
2025,17,108.8,103.98,183.3,125.5,56.8,-74.5,-16.7,52.0,False,False,True,0.0,0.7647,0.9412
2025,18,102.9,112.01,170.7,70.5,22.3,-67.8,32.4,80.6,False,True,True,0.0,0.7778,0.9444
2025,19,127.7,97.58,163.2,100.6,37.2,-35.5,27.1,90.5,False,True,True,0.0,0.7895,0.9474
2025,20,47.0,94.64,134.7,47.4,56.1,-87.7,-0.4,-9.1,False,False,False,0.0,0.75,0.9
2025,21,128.6,82.46,129.3,52.6,58.6,-0.7,76.0,70.0,False,True,True,0.0,0.7619,0.9048
