season,week,model_actual,model_projected,oracle_actual,hindsight_actual,replacement_actual,vs_oracle_margin,vs_hindsight_margin,vs_replacement_margin,won_vs_oracle,won_vs_hindsight,won_vs_replacement,cumulative_win_rate_vs_oracle,cumulative_win_rate_vs_hindsight,cumulative_win_rate_vs_replacement
2023,1,74.8,92.51,174.2,74.8,42.4,-99.4,0.0,32.4,False,False,True,0.0,0.0,1.0
2023,2,122.4,91.96,172.7,65.6,32.2,-50.3,56.8,90.2,False,True,True,0.0,0.5,1.0
2023,3,109.0,110.2,233.4,90.9,64.2,-124.4,18.1,44.8,False,True,True,0.0,0.6667,1.0
2023,4,127.4,106.79,218.8,95.6,29.9,-91.4,31.8,97.5,False,True,True,0.0,0.75,1.0
2023,5,77.6,107.48,229.8,117.8,38.6,-152.2,-40.2,39.0,False,False,True,0.0,0.6,1.0
2023,6,103.9,109.58,162.7,71.3,42.8,-58.8,32.6,61.1,False,True,True,0.0,0.6667,1.0
2023,7,133.8,108.98,191.4,101.7,72.4,-57.6,32.1,61.4,False,True,True,0.0,0.7143,1.0
2023,8,114.3,109.62,190.4,106.3,25.7,-76.1,8.0,88.6,False,True,True,0.0,0.75,1.0
2023,9,76.2,110.58,174.3,76.7,28.6,-98.1,-0.5,47.6,False,False,True,0.0,0.6667,1.0
2023,10,102.3,104.99,197.6,119.5,67.4,-95.3,-17.2,34.9,False,False,True,0.0,0.6,1.0
2023,11,103.8,111.17,170.3,111.1,41.6,-66.5,-7.3,62.2,False,False,True,0.0,0.5455,1.0
2023,12,126.3,107.91,179.3,86.2,28.8,-53.0,40.1,97.5,False,True,True,0.0,0.5833,1.0
2023,13,102.5,106.44,185.0,116.3,41.2,-82.5,-13.8,61.3,False,False,True,0.0,0.5385,1.0
2023,14,71.9,107.3,176.9,121.5,39.1,-105.0,-49.6,32.8,False,False,True,0.0,0.5,1.0
2023,15,117.6,102.12,193.0,64.0,35.7,-75.4,53.6,81.9,False,True,True,0.0,0.5333,1.0
2023,16,120.8,102.52,197.8,66.8,52.7,-77.0,54.0,68.1,False,True,True,0.0,0.5625,1.0
2023,17,143.0,103.17,193.1,94.7,44.6,-50.1,48.3,98.4,False,True,True,0.0,0.5882,1.0
2023,18,90.1,102.02,180.6,78.3,32.2,-90.5,11.8,57.9,False,True,True,0.0,0.6111,1.0
2023,19,64.9,111.28,173.6,54.5,28.3,-108.7,10.4,36.6,False,True,True,0.0,0.6316,1.0
2023,20,95.1,111.12,164.2,72.4,39.7,-69.1,22.7,55.4,False,True,True,0.0,0.65,1.0
2023,21,63.2,113.1,137.8,112.2,40.8,-74.6,-49.0,22.4,False,False,True,0.0,0.619,1.0
2023,22,62.0,111.72,119.1,73.5,38.2,-57.1,-11.5,23.8,False,False,True,0.0,0.5909,1.0
