season,week,model_actual,model_projected,oracle_actual,hindsight_actual,replacement_actual,vs_oracle_margin,vs_hindsight_margin,vs_replacement_margin,won_vs_oracle,won_vs_hindsight,won_vs_replacement,cumulative_win_rate_vs_oracle,cumulative_win_rate_vs_hindsight,cumulative_win_rate_vs_replacement
2025,1,80.6,112.18,163.8,80.6,62.0,-83.2,0.0,18.6,False,False,True,0.0,0.0,1.0
2025,2,85.5,87.83,191.3,70.4,37.0,-105.8,15.1,48.5,False,True,True,0.0,0.5,1.0
2025,3,97.6,109.16,187.6,96.3,35.7,-90.0,1.3,61.9,False,True,True,0.0,0.6667,1.0
2025,4,145.4,111.73,187.3,71.5,72.2,-41.9,73.9,73.2,False,True,True,0.0,0.75,1.0
2025,5,132.9,114.14,176.9,95.6,48.9,-44.0,37.3,84.0,False,True,True,0.0,0.8,1.0
2025,6,86.9,116.6,191.1,90.6,41.0,-104.2,-3.7,45.9,False,False,True,0.0,0.6667,1.0
2025,7,143.6,112.76,212.7,83.2,49.9,-69.1,60.4,93.7,False,True,True,0.0,0.7143,1.0
2025,8,109.3,114.72,183.3,125.3,31.2,-74.0,-16.0,78.1,False,False,True,0.0,0.625,1.0
2025,9,133.3,117.84,214.3,74.0,73.6,-81.0,59.3,59.7,False,True,True,0.0,0.6667,1.0
2025,10,137.7,115.34,193.5,85.4,38.9,-55.8,52.3,98.8,False,True,True,0.0,0.7,1.0
2025,11,114.0,115.77,205.8,113.6,60.8,-91.8,0.4,53.2,False,True,True,0.0,0.7273,1.0
2025,12,132.0,112.58,207.1,94.2,45.7,-75.1,37.8,86.3,False,True,True,0.0,0.75,1.0
2025,13,85.5,116.14,167.8,72.0,83.5,-82.3,13.5,2.0,False,True,True,0.0,0.7692,1.0
2025,14,129.9,112.84,199.5,77.7,56.3,-69.6,52.2,73.6,False,True,True,0.0,0.7857,1.0
2025,15,149.5,107.48,222.2,109.1,47.5,-72.7,40.4,102.0,False,True,True,0.0,0.8,1.0
2025,16,104.7,112.13,204.5,152.2,38.3,-99.8,-47.5,66.4,False,False,True,0.0,0.75,1.0
2025,17,127.7,114.73,199.7,132.9,75.8,-72.0,-5.2,51.9,False,False,True,0.0,0.7059,1.0
2025,18,106.7,120.15,176.6,64.1,24.3,-69.9,42.6,82.4,False,True,True,0.0,0.7222,1.0
2025,19,116.9,102.1,167.0,115.6,106.4,-50.1,1.3,10.5,False,True,True,0.0,0.7368,1.0
2025,20,97.7,105.96,149.7,72.0,59.8,-52.0,25.7,37.9,False,True,True,0.0,0.75,1.0
2025,21,136.2,89.45,136.2,72.4,46.8,0.0,63.8,89.4,False,True,True,0.0,0.7619,1.0
2025,22,74.5,80.59,100.3,82.2,73.7,-25.8,-7.7,0.8,False,False,True,0.0,0.7273,1.0
