season,week,model_actual,model_projected,oracle_actual,hindsight_actual,replacement_actual,vs_oracle_margin,vs_hindsight_margin,vs_replacement_margin,won_vs_oracle,won_vs_hindsight,won_vs_replacement,cumulative_win_rate_vs_oracle,cumulative_win_rate_vs_hindsight,cumulative_win_rate_vs_replacement
2022,1,140.8,106.52,191.1,140.8,58.0,-50.3,0.0,82.8,False,False,True,0.0,0.0,1.0
2022,2,99.4,95.51,219.4,89.1,61.2,-120.0,10.3,38.2,False,True,True,0.0,0.5,1.0
2022,3,92.8,117.73,185.4,111.0,77.8,-92.6,-18.2,15.0,False,False,True,0.0,0.3333,1.0
2022,4,88.6,112.83,200.3,62.4,28.5,-111.7,26.2,60.1,False,True,True,0.0,0.5,1.0
2022,5,132.8,109.29,201.5,132.2,25.7,-68.7,0.6,107.1,False,True,True,0.0,0.6,1.0
2022,6,125.6,104.55,173.6,110.4,70.5,-48.0,15.2,55.1,False,True,True,0.0,0.6667,1.0
2022,7,103.1,105.87,196.7,128.9,33.9,-93.6,-25.8,69.2,False,False,True,0.0,0.5714,1.0
2022,8,105.8,109.78,211.7,81.6,47.2,-105.9,24.2,58.6,False,True,True,0.0,0.625,1.0
2022,9,122.8,111.37,211.6,88.6,28.0,-88.8,34.2,94.8,False,True,True,0.0,0.6667,1.0
2022,10,105.9,109.63,180.7,131.2,64.4,-74.8,-25.3,41.5,False,False,True,0.0,0.6,1.0
2022,11,106.4,105.42,194.5,90.4,38.5,-88.1,16.0,67.9,False,True,True,0.0,0.6364,1.0
2022,12,97.4,110.58,186.6,84.0,44.0,-89.2,13.4,53.4,False,True,True,0.0,0.6667,1.0
2022,13,121.0,109.04,174.1,90.3,26.8,-53.1,30.7,94.2,False,True,True,0.0,0.6923,1.0
2022,14,90.3,105.68,200.9,105.4,29.7,-110.6,-15.1,60.6,False,False,True,0.0,0.6429,1.0
2022,15,130.5,105.56,185.0,143.9,30.4,-54.5,-13.4,100.1,False,False,True,0.0,0.6,1.0
2022,16,103.7,106.99,191.2,81.3,56.3,-87.5,22.4,47.4,False,True,True,0.0,0.625,1.0
2022,17,114.5,103.94,207.2,90.4,42.6,-92.7,24.1,71.9,False,True,True,0.0,0.6471,1.0
2022,18,79.4,107.71,146.5,54.6,31.4,-67.1,24.8,48.0,False,True,True,0.0,0.6667,1.0
2022,19,134.7,100.07,178.7,75.4,67.4,-44.0,59.3,67.3,False,True,True,0.0,0.6842,1.0
2022,20,122.8,97.93,139.7,62.9,52.0,-16.9,59.9,70.8,False,True,True,0.0,0.7,1.0
2022,21,81.6,94.2,122.6,75.6,48.3,-41.0,6.0,33.3,False,True,True,0.0,0.7143,1.0
2022,22,113.1,77.69,119.4,67.1,65.3,-6.3,46.0,47.8,False,True,True,0.0,0.7273,1.0
