season,week,model_actual,model_projected,oracle_actual,hindsight_actual,replacement_actual,vs_oracle_margin,vs_hindsight_margin,vs_replacement_margin,won_vs_oracle,won_vs_hindsight,won_vs_replacement,cumulative_win_rate_vs_oracle,cumulative_win_rate_vs_hindsight,cumulative_win_rate_vs_replacement
2024,1,90.4,122.06,170.6,90.4,60.2,-80.2,0.0,30.2,False,False,True,0.0,0.0,1.0
2024,2,106.8,109.73,180.5,68.3,46.0,-73.7,38.5,60.8,False,True,True,0.0,0.5,1.0
2024,3,101.8,101.37,197.4,80.0,56.6,-95.6,21.8,45.2,False,True,True,0.0,0.6667,1.0
2024,4,98.1,99.99,177.6,83.8,59.8,-79.5,14.3,38.3,False,True,True,0.0,0.75,1.0
2024,5,68.0,100.32,175.4,92.6,66.4,-107.4,-24.6,1.6,False,False,True,0.0,0.6,1.0
2024,6,128.4,104.81,173.0,91.2,30.0,-44.6,37.2,98.4,False,True,True,0.0,0.6667,1.0
2024,7,90.1,111.02,166.4,96.0,57.5,-76.3,-5.9,32.6,False,False,True,0.0,0.5714,1.0
2024,8,104.9,106.82,183.8,88.4,21.8,-78.9,16.5,83.1,False,True,True,0.0,0.625,1.0
2024,9,119.3,109.38,188.9,131.8,56.5,-69.6,-12.5,62.8,False,False,True,0.0,0.5556,1.0
2024,10,100.8,116.8,189.7,72.2,36.2,-88.9,28.6,64.6,False,True,True,0.0,0.6,1.0
2024,11,94.1,117.12,215.2,109.7,30.7,-121.1,-15.6,63.4,False,False,True,0.0,0.5455,1.0
2024,12,76.8,103.76,187.2,110.2,56.2,-110.4,-33.4,20.6,False,False,True,0.0,0.5,1.0
2024,13,105.9,111.98,178.9,80.0,87.3,-73.0,25.9,18.6,False,True,True,0.0,0.5385,1.0
2024,14,128.0,116.11,225.0,79.0,58.2,-97.0,49.0,69.8,False,True,True,0.0,0.5714,1.0
2024,15,117.2,110.94,198.4,112.7,53.0,-81.2,4.5,64.2,False,True,True,0.0,0.6,1.0
2024,16,98.2,112.17,190.8,114.2,77.7,-92.6,-16.0,20.5,False,False,True,0.0,0.5625,1.0
2024,17,136.6,110.19,192.3,109.1,60.1,-55.7,27.5,76.5,False,True,True,0.0,0.5882,1.0
2024,18,96.2,114.04,204.6,126.1,64.3,-108.4,-29.9,31.9,False,False,True,0.0,0.5556,1.0
2024,19,104.1,99.87,152.5,66.5,47.1,-48.4,37.6,57.0,False,True,True,0.0,0.5789,1.0
2024,20,148.9,104.08,165.9,108.9,86.7,-17.0,40.0,62.2,False,True,True,0.0,0.6,1.0
2024,21,122.7,93.26,158.1,82.0,72.4,-35.4,40.7,50.3,False,True,True,0.0,0.619,1.0
2024,22,93.8,79.21,106.6,99.8,40.8,-12.8,-6.0,53.0,False,False,True,0.0,0.5909,1.0
