season,week,model_actual,model_projected,oracle_actual,hindsight_actual,replacement_actual,vs_oracle_margin,vs_hindsight_margin,vs_replacement_margin,won_vs_oracle,won_vs_hindsight,won_vs_replacement,cumulative_win_rate_vs_oracle,cumulative_win_rate_vs_hindsight,cumulative_win_rate_vs_replacement
2025,1,41.5,61.09,163.8,41.5,36.9,-122.3,0.0,4.6,False,False,True,0.0,0.0,1.0
2025,2,55.7,60.53,191.3,70.4,62.4,-135.6,-14.7,-6.7,False,False,False,0.0,0.0,0.5
2025,3,53.7,61.9,187.6,96.3,43.3,-133.9,-42.6,10.4,False,False,True,0.0,0.0,0.6667
2025,4,52.4,58.98,187.3,63.2,74.0,-134.9,-10.8,-21.6,False,False,False,0.0,0.0,0.5
2025,5,58.3,57.66,176.9,95.6,84.0,-118.6,-37.3,-25.7,False,False,False,0.0,0.0,0.4
2025,6,43.0,57.72,191.1,90.6,56.5,-148.1,-47.6,-13.5,False,False,False,0.0,0.0,0.3333
2025,7,25.1,57.69,212.7,83.2,57.1,-187.6,-58.1,-32.0,False,False,False,0.0,0.0,0.2857
2025,8,65.5,57.68,183.3,125.3,38.5,-117.8,-59.8,27.0,False,False,True,0.0,0.0,0.375
2025,9,65.9,57.71,214.3,74.0,60.2,-148.4,-8.1,5.7,False,False,True,0.0,0.0,0.4444
2025,10,67.0,59.17,193.5,85.4,44.9,-126.5,-18.4,22.1,False,False,True,0.0,0.0,0.5
2025,11,22.3,57.58,205.8,113.6,56.7,-183.5,-91.3,-34.4,False,False,False,0.0,0.0,0.4545
2025,12,42.5,59.18,207.1,94.2,57.0,-164.6,-51.7,-14.5,False,False,False,0.0,0.0,0.4167
2025,13,47.1,59.26,167.8,72.0,77.4,-120.7,-24.9,-30.3,False,False,False,0.0,0.0,0.3846
2025,14,60.4,57.61,199.5,77.7,66.1,-139.1,-17.3,-5.7,False,False,False,0.0,0.0,0.3571
2025,15,52.6,57.47,222.2,109.1,54.7,-169.6,-56.5,-2.1,False,False,False,0.0,0.0,0.3333
2025,16,53.3,57.6,204.5,152.2,60.8,-151.2,-98.9,-7.5,False,False,False,0.0,0.0,0.3125
2025,17,47.7,58.99,199.7,132.9,30.7,-152.0,-85.2,17.0,False,False,True,0.0,0.0,0.3529
2025,18,54.6,59.12,176.6,64.1,46.8,-122.0,-9.5,7.8,False,False,True,0.0,0.0,0.3889
2025,19,56.1,57.58,167.0,115.6,78.4,-110.9,-59.5,-22.3,False,False,False,0.0,0.0,0.3684
2025,20,53.2,58.96,149.7,72.0,42.0,-96.5,-18.8,11.2,False,False,True,0.0,0.0,0.4
2025,21,62.6,56.15,136.2,72.4,69.8,-73.6,-9.8,-7.2,False,False,False,0.0,0.0,0.381
2025,22,63.6,54.45,100.3,82.2,68.0,-36.7,-18.6,-4.4,False,False,False,0.0,0.0,0.3636
