season,week,model_actual,model_projected,oracle_actual,hindsight_actual,replacement_actual,vs_oracle_margin,vs_hindsight_margin,vs_replacement_margin,won_vs_oracle,won_vs_hindsight,won_vs_replacement,cumulative_win_rate_vs_oracle,cumulative_win_rate_vs_hindsight,cumulative_win_rate_vs_replacement
2025,1,65.9,119.73,147.4,65.9,41.3,-81.5,0.0,24.6,False,False,True,0.0,0.0,1.0
2025,2,94.6,110.62,184.7,60.8,38.6,-90.1,33.8,56.0,False,True,True,0.0,0.5,1.0
2025,3,70.8,104.57,184.4,96.5,60.1,-113.6,-25.7,10.7,False,False,True,0.0,0.3333,1.0
2025,4,123.1,101.4,183.3,54.3,39.8,-60.2,68.8,83.3,False,True,True,0.0,0.5,1.0
2025,5,119.2,101.9,170.5,94.8,46.7,-51.3,24.4,72.5,False,True,True,0.0,0.6,1.0
2025,6,89.9,107.0,181.7,95.7,52.0,-91.8,-5.8,37.9,False,False,True,0.0,0.5,1.0
2025,7,116.7,102.42,193.4,68.2,50.0,-76.7,48.5,66.7,False,True,True,0.0,0.5714,1.0
2025,8,72.1,108.21,179.5,104.0,41.5,-107.4,-31.9,30.6,False,False,True,0.0,0.5,1.0
2025,9,116.3,107.14,191.9,71.8,43.0,-75.6,44.5,73.3,False,True,True,0.0,0.5556,1.0
2025,10,131.9,101.31,192.3,92.3,71.6,-60.4,39.6,60.3,False,True,True,0.0,0.6,1.0
2025,11,114.4,108.02,190.2,118.6,38.2,-75.8,-4.2,76.2,False,False,True,0.0,0.5455,1.0
2025,12,91.0,102.33,197.7,81.4,15.1,-106.7,9.6,75.9,False,True,True,0.0,0.5833,1.0
2025,13,88.5,105.45,163.1,67.4,77.5,-74.6,21.1,11.0,False,True,True,0.0,0.6154,1.0
2025,14,95.8,101.94,183.2,59.3,42.7,-87.4,36.5,53.1,False,True,True,0.0,0.6429,1.0
2025,15,112.2,96.89,208.8,75.5,61.7,-96.6,36.7,50.5,False,True,True,0.0,0.6667,1.0
2025,16,103.2,99.41,203.6,104.7,46.5,-100.4,-1.5,56.7,False,False,True,0.0,0.625,1.0
2025,17,90.2,104.25,183.3,125.5,67.1,-93.1,-35.3,23.1,False,False,True,0.0,0.5882,1.0
2025,18,80.9,108.93,170.7,70.5,25.5,-89.8,10.4,55.4,False,True,True,0.0,0.6111,1.0
2025,19,127.1,97.68,163.2,100.6,55.3,-36.1,26.5,71.8,False,True,True,0.0,0.6316,1.0
2025,20,47.0,94.08,134.7,47.4,54.5,-87.7,-0.4,-7.5,False,False,False,0.0,0.6,0.95
2025,21,128.6,83.29,129.3,52.6,58.6,-0.7,76.0,70.0,False,True,True,0.0,0.619,0.9524
