player,position_x,season,team_off,possible_weeks_off,weeks_predicted_off,games_actually_played_off,availability_rate_off,weeks_real_stats_off,weeks_inferred_snap_verified_off,weeks_inferred_pbp_confirmed_off,weeks_synthetic_off,predicted_season_total_off,actual_season_total_off,team_on,possible_weeks_on,weeks_predicted_on,games_actually_played_on,availability_rate_on,weeks_real_stats_on,weeks_inferred_snap_verified_on,weeks_inferred_pbp_confirmed_on,weeks_synthetic_on,predicted_season_total_on,actual_season_total_on,player_id,position_y,weeks,weeks_changed,cells_changed,dose,first_season,is_rookie,stratum,e_off,e_on,b_off,b_on
00-0027139,TE,2015,LAC,16,16,15,0.6625,0,0,0,16,0.1573585804092069,22.9,LAC,16,16,15,0.6625,0,0,0,16,0.3837931535253236,22.9,00-0027139,TE,15,15,40,1.0,2009,0,high,22.742641419590793,22.516206846474674,-22.742641419590793,-22.516206846474674
00-0027321,TE,2015,NYJ,16,16,14,0.6125,0,0,0,16,30.54271422300129,12.7,NYJ,16,16,14,0.6125,0,0,0,16,32.38153844199768,12.7,00-0027321,TE,14,14,38,1.0,2010,0,high,17.84271422300129,19.681538441997677,17.84271422300129,19.681538441997677
00-0027583,TE,2015,CAR,16,16,2,0.359375,0,0,0,16,1.5020921020460656,0.0,CAR,16,16,2,0.359375,0,0,0,16,1.346608804919359,0.0,00-0027583,TE,2,2,12,1.0,2011,0,high,1.5020921020460656,1.346608804919359,1.5020921020460656,1.346608804919359
00-0027656,TE,2015,NE,16,16,15,0.8375,0,0,0,16,214.2177910206988,255.6,NE,16,16,15,0.8375,0,0,0,16,204.6677467365429,255.6,00-0027656,TE,17,17,44,1.0,2010,0,high,41.3822089793012,50.932253263457085,-41.3822089793012,-50.932253263457085
00-0027675,TE,2015,CAR,16,16,16,0.95,0,0,0,16,40.61138982942501,41.10000000000001,CAR,16,16,16,0.95,0,0,0,16,39.20303214922368,41.10000000000001,00-0027675,TE,18,18,46,1.0,2010,0,high,0.4886101705750008,1.8969678507763277,-0.4886101705750008,-1.8969678507763277
00-0027695,TE,2015,ATL,16,16,9,0.75,0,0,0,16,35.21235219173461,14.8,ATL,16,16,9,0.75,0,0,0,16,37.47162056102711,14.8,00-0027695,TE,9,9,26,1.0,2010,0,high,20.41235219173461,22.671620561027108,20.41235219173461,22.671620561027108
00-0027696,TE,2015,SEA,16,16,11,0.9375,0,0,0,16,177.50926619918943,120.5,SEA,16,16,11,0.9375,0,0,0,16,173.08643557721115,120.5,00-0027696,TE,11,11,32,1.0,2010,0,high,57.009266199189426,52.58643557721115,57.009266199189426,52.58643557721115
00-0027718,TE,2015,HOU,16,16,8,0.65625,0,0,0,16,37.33255323955995,13.0,HOU,16,16,8,0.65625,0,0,0,16,39.16298492205989,13.0,00-0027718,TE,8,8,26,1.0,2011,0,high,24.33255323955995,26.16298492205989,24.33255323955995,26.16298492205989
00-0027725,TE,2015,JAX,16,16,15,0.725,0,0,0,16,8.869371022678715,34.9,JAX,16,16,15,0.725,0,0,0,16,10.774443628178782,34.9,00-0027725,TE,15,15,40,1.0,2010,0,high,26.030628977321285,24.12555637182122,-26.030628977321285,-24.12555637182122
00-0027732,TE,2015,NO,16,16,14,0.625,0,0,0,16,14.6696528722982,34.599999999999994,NO,16,16,14,0.625,0,0,0,16,13.156515315590896,34.599999999999994,00-0027732,TE,14,14,38,1.0,2010,0,high,19.930347127701793,21.4434846844091,-19.930347127701793,-21.4434846844091
00-0027753,TE,2015,GB,16,16,5,0.8125,0,0,0,16,38.820232718915854,7.1,GB,16,16,5,0.8125,0,0,0,16,36.937237133861885,7.1,00-0027753,TE,5,5,20,1.0,2010,0,high,31.720232718915852,29.837237133861883,31.720232718915852,29.837237133861883
00-0027783,TE,2015,SEA,16,16,6,0.84375,0,0,0,16,32.618685631637604,0.0,SEA,16,16,6,0.84375,0,0,0,16,35.42242398570904,0.0,00-0027783,TE,6,6,20,1.0,2011,0,high,32.618685631637604,35.42242398570904,32.618685631637604,35.42242398570904
00-0027809,TE,2015,ATL,16,16,1,0.15625,0,0,0,16,2.590208141462295,0.0,ATL,16,16,1,0.15625,0,0,0,16,2.8098761398442886,0.0,00-0027809,TE,1,1,10,1.0,2010,0,high,2.590208141462295,2.8098761398442886,2.590208141462295,2.8098761398442886
00-0027825,TE,2015,CLE,16,16,16,0.5375,0,0,0,16,14.159901102691684,12.1,CLE,16,16,16,0.5375,0,0,0,16,15.619502539233627,12.1,00-0027825,TE,16,16,42,1.0,2010,0,high,2.0599011026916845,3.5195025392336277,2.0599011026916845,3.5195025392336277
00-0027873,TE,2015,ARI,16,16,15,0.95,0,0,0,16,148.94746565198562,46.3,ARI,16,16,15,0.95,0,0,0,16,160.12247796280693,46.3,00-0027873,TE,15,15,40,1.0,2010,0,high,102.64746565198563,113.82247796280693,102.64746565198563,113.82247796280693
00-0027981,TE,2015,MIN,16,16,16,0.734375,0,0,0,16,67.1989399412929,128.5,MIN,16,16,16,0.734375,0,0,0,16,74.27160017537528,128.5,00-0027981,TE,17,17,44,1.0,2011,0,high,61.301060058707094,54.22839982462472,-61.301060058707094,-54.22839982462472
00-0027985,TE,2015,LA,16,16,14,0.953125,0,0,0,16,54.501999998987536,61.500000000000014,LA,16,16,14,0.953125,0,0,0,16,49.28931352828448,61.500000000000014,00-0027985,TE,14,14,38,1.0,2011,0,high,6.998000001012478,12.210686471715533,-6.998000001012478,-12.210686471715533
00-0028007,TE,2015,CHI,16,16,9,0.78125,0,0,0,16,15.915951510410794,7.3,CHI,16,16,9,0.78125,0,0,0,16,15.356575775506204,7.3,00-0028007,TE,9,9,28,1.0,2011,0,high,8.615951510410795,8.056575775506204,8.615951510410795,8.056575775506204
00-0028040,TE,2015,MIA,16,16,16,0.671875,0,0,0,16,76.01419037556249,91.6,MIA,16,16,16,0.671875,0,0,0,16,71.6273700230784,91.6,00-0028040,TE,16,16,42,1.0,2011,0,high,15.585809624437502,19.972629976921596,-15.585809624437502,-19.972629976921596
00-0028042,TE,2015,TB,16,16,14,0.5625,0,0,0,16,12.413948908531136,21.1,TB,16,16,14,0.5625,0,0,0,16,13.007974549437018,21.1,00-0028042,TE,14,14,38,1.0,2011,0,high,8.686051091468865,8.092025450562984,-8.686051091468865,-8.092025450562984
00-0028067,TE,2015,JAX,16,16,12,0.7083333333333334,0,0,0,16,82.18587780010795,121.50000000000004,JAX,16,16,12,0.7083333333333334,0,0,0,16,94.30842447379544,121.50000000000004,00-0028067,TE,12,12,32,1.0,2011,0,high,39.3141221998921,27.191575526204602,-39.3141221998921,-27.191575526204602
00-0028097,TE,2015,LV,16,16,15,0.5625,0,0,0,16,6.4507636199753495,25.0,LV,16,16,15,0.5625,0,0,0,16,6.827402214758356,25.0,00-0028097,TE,15,15,40,1.0,2011,0,high,18.549236380024652,18.172597785241642,-18.549236380024652,-18.172597785241642
00-0028112,TE,2015,BUF,16,16,13,0.875,0,0,0,16,113.45741378540224,121.8,BUF,16,16,13,0.875,0,0,0,16,114.95738452154517,121.8,00-0028112,TE,13,13,36,1.0,2011,0,high,8.342586214597759,6.842615478454832,-8.342586214597759,-6.842615478454832
00-0028119,TE,2015,DEN,16,16,1,0.15625,0,0,0,16,-0.0123646908766433,0.0,DEN,16,16,1,0.15625,0,0,0,16,0.0018315506385127,0.0,00-0028119,TE,1,1,10,1.0,2011,0,high,0.0123646908766433,0.0018315506385127,-0.0123646908766433,0.0018315506385127
00-0028142,TE,2015,DEN,16,16,16,0.578125,0,0,0,16,14.765123755270984,35.300000000000004,DEN,16,16,16,0.578125,0,0,0,16,15.190580225579634,35.300000000000004,00-0028142,TE,18,18,46,1.0,2011,0,high,20.53487624472902,20.10941977442037,-20.53487624472902,-20.10941977442037
00-0028238,TE,2015,BAL,16,16,4,0.5,0,0,0,16,-0.4171634755486174,0.0,BAL,16,16,4,0.5,0,0,0,16,-0.078957567214097,0.0,00-0028238,TE,4,4,16,1.0,2012,0,high,0.4171634755486174,0.078957567214097,-0.4171634755486174,-0.078957567214097
00-0028838,TE,2015,NYG,16,16,8,0.96875,0,0,0,16,103.93401265942688,63.3,NYG,16,16,8,0.96875,0,0,0,16,99.81378499054502,63.3,00-0028838,TE,8,8,26,1.0,2013,0,high,40.63401265942689,36.51378499054502,40.63401265942689,36.51378499054502
00-0028903,TE,2015,SF,16,16,11,0.3958333333333333,0,0,0,16,1.465144469730763,55.6,SF,16,16,11,0.3958333333333333,0,0,0,16,1.857385598380072,55.6,00-0028903,TE,11,11,32,1.0,2012,0,high,54.13485553026924,53.74261440161993,-54.13485553026924,-53.74261440161993
00-0028958,TE,2015,LA,16,16,6,0.4375,0,0,0,16,3.2714070623795948,7.6,LA,16,16,6,0.4375,0,0,0,16,4.156381540425898,7.6,00-0028958,TE,6,6,20,1.0,2012,0,high,4.328592937620405,3.4436184595741013,-4.328592937620405,-3.4436184595741013
00-0028987,TE,2015,TEN,16,16,13,0.15625,0,0,0,16,0.9039894308867572,4.2,TEN,16,16,13,0.15625,0,0,0,16,0.981099442028228,4.2,00-0028987,TE,13,13,36,1.0,2013,0,high,3.296010569113243,3.2189005579717724,-3.296010569113243,-3.2189005579717724
00-0029119,TE,2015,WAS,16,16,12,0.4375,0,0,0,16,-0.4754232105609933,37.10000000000001,WAS,16,16,12,0.4375,0,0,0,16,-0.4213424042416357,37.10000000000001,00-0029119,TE,12,12,34,1.0,2013,0,high,37.575423210561,37.52134240424164,-37.575423210561,-37.52134240424164
00-0029275,TE,2015,LAC,16,16,13,0.6666666666666666,0,0,0,16,6.520303448463914,103.9,LAC,16,16,13,0.6666666666666666,0,0,0,16,5.689235369614606,103.9,00-0029275,TE,13,13,36,1.0,2012,0,high,97.37969655153609,98.2107646303854,-97.37969655153609,-98.2107646303854
00-0029534,TE,2015,SEA,16,16,13,0.625,0,0,0,16,19.705841260655117,26.0,SEA,16,16,13,0.625,0,0,0,16,23.517832723452223,26.0,00-0029534,TE,13,13,36,1.0,2014,0,high,6.2941587393448835,2.482167276547777,-6.2941587393448835,-2.482167276547777
00-0029587,TE,2015,MIN,16,16,15,0.7291666666666666,0,0,0,16,25.33263684753777,29.4,MIN,16,16,15,0.7291666666666666,0,0,0,16,22.7518984243922,29.4,00-0029587,TE,15,15,40,1.0,2012,0,high,4.067363152462228,6.6481015756078,-4.067363152462228,-6.6481015756078
00-0029634,TE,2015,DAL,16,16,14,0.7916666666666666,0,0,0,16,2.2824768171878183,16.900000000000002,DAL,16,16,14,0.7916666666666666,0,0,0,16,1.8592732294406225,16.900000000000002,00-0029634,TE,14,14,38,1.0,2012,0,high,14.617523182812183,15.04072677055938,-14.617523182812183,-15.04072677055938
00-0029689,TE,2015,IND,16,16,13,0.6875,0,0,0,16,74.75246436271367,33.0,IND,16,16,13,0.6875,0,0,0,16,72.5143839855605,33.0,00-0029689,TE,13,13,36,1.0,2012,0,high,41.75246436271367,39.5143839855605,41.75246436271367,39.5143839855605
00-0029697,TE,2015,IND,16,16,16,0.9375,0,0,0,16,127.81349539248,121.1,IND,16,16,16,0.9375,0,0,0,16,124.39650370245026,121.1,00-0029697,TE,16,16,42,1.0,2012,0,high,6.713495392479999,3.2965037024502664,6.713495392479999,3.2965037024502664
00-0029738,TE,2015,ARI,16,16,14,0.6875,0,0,0,16,32.75079181859347,70.10000000000001,ARI,16,16,14,0.6875,0,0,0,16,43.81684683383635,70.10000000000001,00-0029738,TE,16,16,42,1.0,2014,0,high,37.34920818140654,26.283153166163657,-37.34920818140654,-26.283153166163657
00-0029755,TE,2015,SF,16,16,4,0.75,0,0,0,16,10.960137827221928,1.4,SF,16,16,4,0.75,0,0,0,16,10.864451069096145,1.4,00-0029755,TE,4,4,16,1.0,2014,0,high,9.560137827221928,9.464451069096144,9.560137827221928,9.464451069096144
00-0029793,TE,2015,MIA,16,16,3,0.625,0,0,0,16,4.700014384277679,0.0,MIA,16,16,3,0.625,0,0,0,16,0.6460403702279219,0.0,00-0029793,TE,3,3,16,1.0,2013,0,high,4.700014384277679,0.6460403702279219,4.700014384277679,0.6460403702279219
00-0029878,TE,2015,BUF,16,16,4,0.6875,0,0,0,16,14.606473665776347,1.2,BUF,16,16,4,0.6875,0,0,0,16,16.402947061469618,1.2,00-0029878,TE,4,4,18,1.0,2013,0,high,13.406473665776348,15.202947061469619,13.406473665776348,15.202947061469619
00-0029910,TE,2015,DET,16,16,9,1.0,0,0,0,16,37.383264599020535,28.700000000000003,DET,16,16,9,1.0,0,0,0,16,34.45296067520422,28.700000000000003,00-0029910,TE,9,9,26,1.0,2013,0,high,8.683264599020532,5.752960675204214,8.683264599020532,5.752960675204214
00-0030049,TE,2015,BUF,16,16,13,0.53125,0,0,0,16,6.066141047355927,27.0,BUF,16,16,13,0.53125,0,0,0,16,6.462742078771455,27.0,00-0030049,TE,13,13,34,1.0,2013,0,high,20.933858952644073,20.537257921228544,-20.933858952644073,-20.537257921228544
00-0030061,TE,2015,PHI,16,16,15,1.0,0,0,0,16,144.29491340464148,170.29999999999998,PHI,16,16,15,1.0,0,0,0,16,143.64678876062925,170.29999999999998,00-0030061,TE,15,15,40,1.0,2013,0,high,26.005086595358506,26.653211239370734,-26.005086595358506,-26.653211239370734
00-0030089,TE,2015,SEA,16,16,14,1.0,0,0,0,16,65.61278375430743,44.3,SEA,16,16,14,1.0,0,0,0,16,66.63885680189296,44.3,00-0030089,TE,15,15,40,1.0,2013,0,high,21.312783754307432,22.33885680189296,21.312783754307432,22.33885680189296
00-0030108,TE,2015,HOU,16,16,9,0.90625,0,0,0,16,39.3918851901102,57.1,HOU,16,16,9,0.90625,0,0,0,16,50.903364730817096,57.1,00-0030108,TE,10,10,32,1.0,2013,0,high,17.7081148098898,6.196635269182906,-17.7081148098898,-6.196635269182906
00-0030110,TE,2015,NE,16,16,15,0.88,0,0,0,16,9.076706592839646,5.6,NE,16,16,15,0.88,0,0,0,16,18.544753620991283,5.6,00-0030110,TE,15,15,57,1.0,2015,1,high,3.476706592839646,12.944753620991284,3.476706592839646,12.944753620991284
00-0030155,TE,2015,KC,16,16,16,0.4375,0,0,0,16,8.447860109172135,20.4,KC,16,16,16,0.4375,0,0,0,16,8.738979258655759,20.4,00-0030155,TE,17,17,44,1.0,2014,0,high,11.952139890827864,11.66102074134424,-11.952139890827864,-11.66102074134424
00-0030181,TE,2015,IND,16,16,16,0.9375,0,0,0,16,43.9597936013482,25.2,IND,16,16,16,0.9375,0,0,0,16,40.01114442095352,25.2,00-0030181,TE,16,16,42,1.0,2013,0,high,18.759793601348203,14.811144420953521,18.759793601348203,14.811144420953521
00-0030216,TE,2015,NO,16,16,16,0.90625,0,0,0,16,12.655093431675429,40.0,NO,16,16,16,0.90625,0,0,0,16,13.143512506083392,40.0,00-0030216,TE,16,16,42,1.0,2013,0,high,27.34490656832457,26.85648749391661,-27.34490656832457,-26.85648749391661
00-0030272,TE,2015,MIA,16,16,11,0.375,0,0,0,16,0.1000170220573338,21.700000000000003,MIA,16,16,11,0.375,0,0,0,16,0.1459016000612599,21.700000000000003,00-0030272,TE,11,11,30,1.0,2013,0,high,21.59998297794267,21.55409839993874,-21.59998297794267,-21.55409839993874
00-0030422,TE,2015,MIA,16,16,13,0.90625,0,0,0,16,46.18316696059021,34.7,MIA,16,16,13,0.90625,0,0,0,16,48.40872740950168,34.7,00-0030422,TE,13,13,38,1.0,2013,0,high,11.48316696059021,13.708727409501677,11.48316696059021,13.708727409501677
00-0030443,TE,2015,ATL,16,16,16,1.0,0,0,0,16,69.67381881872444,11.4,ATL,16,16,16,1.0,0,0,0,16,63.38395844467617,11.4,00-0030443,TE,16,16,42,1.0,2013,0,high,58.27381881872444,51.98395844467617,58.27381881872444,51.98395844467617
00-0030470,TE,2015,SF,16,16,14,0.75,0,0,0,16,7.434642190227552,80.60000000000001,SF,16,16,14,0.75,0,0,0,16,0.0485863917401006,80.60000000000001,00-0030470,TE,14,14,38,1.0,2013,0,high,73.16535780977246,80.5514136082599,-73.16535780977246,-80.5514136082599
00-0030472,TE,2015,WAS,16,16,14,0.625,0,0,0,16,72.19057662687896,244.2,WAS,16,16,14,0.625,0,0,0,16,72.64730497998559,244.2,00-0030472,TE,15,15,40,1.0,2013,0,high,172.00942337312102,171.5526950200144,-172.00942337312102,-171.5526950200144
00-0030506,TE,2015,KC,16,16,16,1.0,0,0,0,16,152.31048451283274,185.5,KC,16,16,16,1.0,0,0,0,16,142.65057900027014,185.5,00-0030506,TE,18,18,46,1.0,2014,0,high,33.189515487167256,42.84942099972986,-33.189515487167256,-42.84942099972986
00-0030514,TE,2015,LV,16,16,16,1.0,0,0,0,16,108.83167262149787,66.0,LV,16,16,16,1.0,0,0,0,16,111.03522780778832,66.0,00-0030514,TE,16,16,42,1.0,2013,0,high,42.83167262149787,45.03522780778832,42.83167262149787,45.03522780778832
00-0030544,TE,2015,DAL,16,16,14,1.0,0,0,0,16,1.0147090310064422,18.4,DAL,16,16,14,1.0,0,0,0,16,0.5148429241657956,18.4,00-0030544,TE,14,14,38,1.0,2013,0,high,17.385290968993555,17.885157075834204,-17.385290968993555,-17.885157075834204
00-0030549,TE,2015,CIN,16,16,13,0.53125,0,0,0,16,33.544418800782964,191.5,CIN,16,16,13,0.53125,0,0,0,16,29.4531874164839,191.5,00-0030549,TE,14,14,38,1.0,2013,0,high,157.95558119921702,162.0468125835161,-157.95558119921702,-162.0468125835161
00-0030710,TE,2015,PHI,16,16,7,0.125,0,0,0,16,0.1491917722672519,8.4,PHI,16,16,7,0.125,0,0,0,16,-0.0687941029586752,8.4,00-0030710,TE,7,7,22,1.0,2014,0,high,8.25080822773275,8.468794102958675,-8.25080822773275,-8.468794102958675
00-0030758,TE,2015,GB,16,16,9,0.125,0,0,0,16,-0.0412668507183988,27.2,GB,16,16,9,0.125,0,0,0,16,-0.0474932723350091,27.2,00-0030758,TE,9,9,26,1.0,2014,0,high,27.241266850718397,27.24749327233501,-27.241266850718397,-27.24749327233501
00-0030780,TE,2015,CIN,16,16,15,1.0,0,0,0,16,48.30285728543433,17.9,CIN,16,16,15,1.0,0,0,0,16,59.36721531824552,17.9,00-0030780,TE,15,15,40,1.0,2014,0,high,30.40285728543433,41.46721531824552,30.40285728543433,41.46721531824552
00-0030806,TE,2015,JAX,16,16,11,0.75,0,0,0,16,-0.5257268869754528,1.6,JAX,16,16,11,0.75,0,0,0,16,-0.5746559615853912,1.6,00-0030806,TE,11,11,32,1.0,2014,0,high,2.125726886975453,2.1746559615853913,-2.125726886975453,-2.1746559615853913
00-0030832,TE,2015,NE,16,16,3,0.1875,0,0,0,16,0.1579970845701173,1.1,NE,16,16,3,0.1875,0,0,0,16,0.6800190835574367,1.1,00-0030832,TE,3,3,14,1.0,2014,0,high,0.9420029154298828,0.4199809164425634,-0.9420029154298828,-0.4199809164425634
00-0030854,TE,2015,IND,16,16,1,0.88,0,0,0,16,8.915488313295445,0.0,IND,16,16,1,0.88,0,0,0,16,19.044366848852658,0.0,00-0030854,TE,1,1,27,1.0,2015,1,high,8.915488313295445,19.044366848852658,8.915488313295445,19.044366848852658
00-0030992,TE,2015,BAL,16,16,10,1.0,0,0,0,16,20.51069454768323,98.2,BAL,16,16,10,1.0,0,0,0,16,22.670592108974574,98.2,00-0030992,TE,10,10,30,1.0,2014,0,high,77.68930545231677,75.52940789102543,-77.68930545231677,-75.52940789102543
00-0031044,TE,2015,ARI,16,16,16,0.4375,0,0,0,16,3.737208203830333,19.3,ARI,16,16,16,0.4375,0,0,0,16,1.6690282186901486,19.3,00-0031044,TE,16,16,42,1.0,2014,0,high,15.562791796169668,17.630971781309853,-15.562791796169668,-17.630971781309853
00-0031167,TE,2015,CAR,16,16,6,0.25,0,0,0,16,-0.0013132437600972,2.0,CAR,16,16,6,0.25,0,0,0,16,0.0005328005202964,2.0,00-0031167,TE,6,6,20,1.0,2014,0,high,2.001313243760097,1.9994671994797035,-2.001313243760097,-1.9994671994797035
00-0031273,TE,2015,TB,16,16,14,0.25,0,0,0,16,3.49220296784436,69.8,TB,16,16,14,0.25,0,0,0,16,2.879625663060093,69.8,00-0031273,TE,14,14,36,1.0,2014,0,high,66.30779703215563,66.9203743369399,-66.30779703215563,-66.9203743369399
00-0031299,TE,2015,PHI,16,16,16,1.0,0,0,0,16,114.4212341007934,230.7,PHI,16,16,16,1.0,0,0,0,16,118.3042305112688,230.7,00-0031299,TE,16,16,42,1.0,2014,0,high,116.27876589920659,112.39576948873119,-116.27876589920659,-112.39576948873119
00-0031302,TE,2015,HOU,16,16,16,0.9375,0,0,0,16,20.57734227429223,37.7,HOU,16,16,16,0.9375,0,0,0,16,16.961296815533164,37.7,00-0031302,TE,17,17,44,1.0,2014,0,high,17.12265772570777,20.73870318446684,-17.12265772570777,-20.73870318446684
00-0031384,TE,2015,GB,16,16,16,1.0,0,0,0,16,87.37908133148682,159.7,GB,16,16,16,1.0,0,0,0,16,76.59219149194134,159.7,00-0031384,TE,18,18,46,1.0,2014,0,high,72.32091866851317,83.10780850805865,-72.32091866851317,-83.10780850805865
00-0031387,TE,2015,DET,16,16,14,0.875,0,0,0,16,64.73239667927552,130.70000000000002,DET,16,16,14,0.875,0,0,0,16,72.92162552990644,130.70000000000002,00-0031387,TE,14,14,38,1.0,2014,0,high,65.96760332072449,57.77837447009358,-65.96760332072449,-57.77837447009358
00-0031418,TE,2015,TB,16,16,7,0.5625,0,0,0,16,33.80924525024649,78.8,TB,16,16,7,0.5625,0,0,0,16,36.1269402552368,78.8,00-0031418,TE,7,7,24,1.0,2014,0,high,44.990754749753506,42.673059744763194,-44.990754749753506,-42.673059744763194
00-0031462,TE,2015,NYG,16,16,9,0.88,0,0,0,16,9.11518508897409,13.9,NYG,16,16,9,0.88,0,0,0,16,17.93639640708627,13.9,00-0031462,TE,9,9,43,1.0,2015,1,high,4.78481491102591,4.03639640708627,-4.78481491102591,4.03639640708627
00-0031558,TE,2015,BAL,16,16,14,0.88,0,0,0,16,10.225074784283382,64.8,BAL,16,16,14,0.88,0,0,0,16,33.3491995449765,64.8,00-0031558,TE,14,14,55,1.0,2015,1,high,54.57492521571662,31.450800455023497,-54.57492521571662,-31.450800455023497
00-0031585,TE,2015,MIN,16,16,16,0.88,0,0,0,16,8.031670861497867,18.9,MIN,16,16,16,0.88,0,0,0,16,19.802447823580952,18.9,00-0031585,TE,17,17,61,1.0,2015,1,high,10.868329138502132,0.9024478235809532,-10.868329138502132,0.9024478235809532
00-0031598,TE,2015,BAL,16,16,11,0.88,0,0,0,16,7.829607415845753,33.3,BAL,16,16,11,0.88,0,0,0,16,19.564374824010077,33.3,00-0031598,TE,11,11,49,1.0,2015,1,high,25.470392584154244,13.73562517598992,-25.470392584154244,-13.73562517598992
00-0031610,TE,2015,BAL,16,16,3,0.88,0,0,0,16,10.2806426390755,3.8,BAL,16,16,3,0.88,0,0,0,16,17.57617475779978,3.8,00-0031610,TE,3,3,31,1.0,2015,1,high,6.4806426390755005,13.77617475779978,6.4806426390755005,13.77617475779978
00-0031617,TE,2015,GB,16,16,5,0.88,0,0,0,16,9.098642642412177,0.0,GB,16,16,5,0.88,0,0,0,16,16.608166308468718,0.0,00-0031617,TE,5,5,35,1.0,2015,1,high,9.098642642412177,16.608166308468718,9.098642642412177,16.608166308468718
00-0031744,TE,2015,NYG,16,16,2,0.88,0,0,0,16,9.081328467687737,5.2,NYG,16,16,2,0.88,0,0,0,16,16.936726034103668,5.2,00-0031744,TE,2,2,29,1.0,2015,1,high,3.8813284676877364,11.736726034103668,3.8813284676877364,11.736726034103668
00-0031922,TE,2015,CHI,16,16,16,0.88,0,0,0,16,8.658701953108283,1.7,CHI,16,16,16,0.88,0,0,0,16,19.313497961263497,1.7,00-0031922,TE,16,16,59,1.0,2015,1,high,6.9587019531082825,17.613497961263498,6.9587019531082825,17.613497961263498
00-0031951,TE,2015,KC,16,16,7,0.88,0,0,0,16,8.557406798610282,14.7,KC,16,16,7,0.88,0,0,0,16,20.50029152332453,14.7,00-0031951,TE,7,7,41,1.0,2015,1,high,6.142593201389717,5.800291523324532,-6.142593201389717,5.800291523324532
00-0031968,TE,2015,CLE,16,16,7,0.88,0,0,0,16,8.106185540867394,1.7,CLE,16,16,7,0.88,0,0,0,16,22.40803130936903,1.7,00-0031968,TE,7,7,39,1.0,2015,1,high,6.406185540867393,20.70803130936903,6.406185540867393,20.70803130936903
00-0032004,TE,2015,NYG,16,16,13,0.88,0,0,0,16,9.11518508897409,104.4,NYG,16,16,13,0.88,0,0,0,16,17.48105308025325,104.4,00-0032004,TE,13,13,51,1.0,2015,1,high,95.28481491102592,86.91894691974676,-95.28481491102592,-86.91894691974676
00-0032055,TE,2015,CAR,16,16,16,0.88,0,0,0,16,10.623907089136791,106.3,CAR,16,16,16,0.88,0,0,0,16,51.71709693572172,106.3,00-0032055,TE,19,19,65,1.0,2015,1,high,95.6760929108632,54.58290306427828,-95.6760929108632,-54.58290306427828
00-0032062,TE,2015,SF,16,16,14,0.88,0,0,0,16,10.276830416195931,33.599999999999994,SF,16,16,14,0.88,0,0,0,16,22.91925620389297,33.599999999999994,00-0032062,TE,14,14,55,1.0,2015,1,high,23.323169583804063,10.680743796107024,-23.323169583804063,-10.680743796107024
00-0032089,TE,2015,KC,16,16,9,0.88,0,0,0,16,8.636121562755196,1.6,KC,16,16,9,0.88,0,0,0,16,18.708688393356425,1.6,00-0032089,TE,9,9,43,1.0,2015,1,high,7.036121562755197,17.108688393356424,7.036121562755197,17.108688393356424
00-0032098,TE,2015,BAL,16,16,4,0.88,0,0,0,16,9.250396229992704,12.4,BAL,16,16,4,0.88,0,0,0,16,16.023819008086406,12.4,00-0032098,TE,4,4,33,1.0,2015,1,high,3.149603770007296,3.6238190080864054,-3.149603770007296,3.6238190080864054
00-0032117,TE,2015,BUF,16,16,4,0.88,0,0,0,16,7.923321729546441,4.7,BUF,16,16,4,0.88,0,0,0,16,22.02370263720577,4.7,00-0032117,TE,4,4,33,1.0,2015,1,high,3.2233217295464405,17.32370263720577,3.2233217295464405,17.32370263720577
00-0032134,TE,2015,CIN,16,16,5,0.88,0,0,0,16,9.240805253983522,1.4,CIN,16,16,5,0.88,0,0,0,16,18.01200867132334,1.4,00-0032134,TE,5,5,35,1.0,2015,1,high,7.840805253983522,16.61200867132334,7.840805253983522,16.61200867132334
00-0032135,TE,2015,PIT,16,16,8,0.88,0,0,0,16,8.930251597037698,19.6,PIT,16,16,8,0.88,0,0,0,16,17.713964447913003,19.6,00-0032135,TE,9,9,43,1.0,2015,1,high,10.669748402962304,1.886035552086998,-10.669748402962304,-1.886035552086998
00-0032141,TE,2015,DAL,16,16,4,0.88,0,0,0,16,8.93567045713261,1.0,DAL,16,16,4,0.88,0,0,0,16,20.31912181503349,1.0,00-0032141,TE,4,4,33,1.0,2015,1,high,7.935670457132611,19.31912181503349,7.935670457132611,19.31912181503349
00-0032214,TE,2015,CIN,16,16,16,0.88,0,0,0,16,10.941318895630218,29.9,CIN,16,16,16,0.88,0,0,0,16,33.79683504946702,29.9,00-0032214,TE,17,17,61,1.0,2015,1,high,18.95868110436978,3.896835049467022,-18.95868110436978,3.896835049467022
00-0032256,TE,2015,LV,16,16,16,0.88,0,0,0,16,10.316720657681232,78.9,LV,16,16,16,0.88,0,0,0,16,37.82803889972746,78.9,00-0032256,TE,16,16,59,1.0,2015,1,high,68.58327934231878,41.071961100272546,-68.58327934231878,-41.071961100272546
00-0019596,QB,2016,NE,16,16,12,0.90625,0,0,0,16,269.66757882038,256.4,NE,16,16,12,0.90625,0,0,0,16,263.60105668472005,256.4,00-0019596,QB,15,1,1,0.0666666666666666,2006,0,low,13.267578820380038,7.201056684720072,13.267578820380038,7.201056684720072
