player_id,season,week,team,position
00-0021570,2014,2,SF,WR
00-0021570,2014,15,SF,WR
00-0021999,2013,5,DET,WR
00-0021999,2013,8,DET,WR
00-0022054,2013,14,TEN,TE
00-0022127,2020,1,LV,TE
00-0022127,2020,2,LV,TE
00-0022127,2020,3,LV,TE
00-0022127,2020,4,LV,TE
00-0022127,2020,5,LV,TE
00-0022127,2020,7,LV,TE
00-0022127,2020,8,LV,TE
00-0022127,2020,9,LV,TE
00-0022127,2020,10,LV,TE
00-0022127,2020,11,LV,TE
00-0022127,2020,12,LV,TE
00-0022127,2020,13,LV,TE
00-0022127,2020,14,LV,TE
00-0022127,2020,15,LV,TE
00-0022127,2020,16,LV,TE
00-0022127,2020,17,LV,TE
00-0022943,2019,8,NE,TE
00-0022943,2019,9,NE,TE
00-0022943,2019,11,NE,TE
00-0022943,2019,12,NE,TE
00-0022999,2017,2,NO,RB
00-0023437,2014,2,HOU,RB
00-0023437,2014,3,HOU,RB
00-0023437,2014,4,HOU,RB
00-0023437,2014,6,LAC,RB
00-0023500,2022,3,SF,RB
00-0023500,2022,4,SF,RB
00-0023500,2022,5,SF,RB
00-0023500,2022,6,SF,RB
00-0023500,2022,7,SF,RB
00-0023500,2022,8,SF,RB
00-0023500,2022,10,SF,RB
00-0023500,2022,11,SF,RB
00-0023500,2022,12,SF,RB
00-0023500,2022,13,SF,RB
00-0023500,2022,14,SF,RB
00-0023500,2022,15,SF,RB
00-0023500,2022,16,SF,RB
00-0023500,2022,17,SF,RB
00-0023500,2022,18,SF,RB
00-0023506,2013,1,CIN,TE
00-0023506,2013,2,CIN,TE
00-0023506,2013,3,CIN,TE
00-0023506,2013,4,CIN,TE
00-0023506,2013,5,CIN,TE
00-0023506,2013,6,CIN,TE
00-0023545,2013,2,NYG,RB
00-0023545,2013,3,NYG,RB
00-0023564,2019,9,PHI,RB
00-0024103,2013,10,DET,RB
00-0024103,2013,11,DET,RB
00-0024103,2014,3,DET,RB
00-0024103,2014,4,DET,RB
00-0024204,2015,17,SEA,RB
00-0024204,2016,1,SEA,RB
00-0024204,2016,2,SEA,RB
00-0024217,2014,6,DET,RB
00-0024221,2019,9,WAS,TE
00-0024243,2024,4,CHI,TE
00-0024243,2024,5,CHI,TE
00-0024243,2025,9,DEN,TE
00-0024243,2025,10,DEN,TE
00-0024243,2025,11,DEN,TE
00-0024243,2025,13,DEN,TE
00-0024243,2025,14,DEN,TE
00-0024243,2025,15,DEN,TE
00-0024243,2025,16,DEN,TE
00-0024243,2025,17,DEN,TE
00-0024243,2025,18,DEN,TE
00-0024315,2013,8,SEA,RB
00-0024315,2013,9,SEA,RB
00-0024332,2013,1,NE,RB
00-0024332,2013,2,NE,RB
00-0024334,2018,11,NO,WR
00-0024334,2018,12,NO,WR
00-0024334,2018,13,NO,WR
00-0024334,2018,14,NO,WR
00-0024334,2018,15,NO,WR
00-0024334,2018,16,NO,WR
00-0024334,2018,17,NO,WR
00-0024813,2014,1,NO,RB
00-0024813,2014,2,NO,RB
00-0024813,2014,3,NO,RB
00-0024813,2014,4,NO,RB
00-0024813,2014,5,NO,RB
00-0024813,2014,7,NO,RB
00-0024813,2014,8,NO,RB
00-0024813,2014,9,NO,RB
00-0024813,2014,10,NO,RB
00-0024813,2014,11,NO,RB
00-0024813,2014,12,NO,RB
00-0024813,2015,14,WAS,RB
00-0024813,2015,15,WAS,RB
00-0024813,2015,17,WAS,RB
00-0025394,2020,2,DET,RB
00-0025399,2015,13,SEA,RB
00-0025399,2015,14,SEA,RB
00-0025399,2015,15,SEA,RB
00-0025399,2015,16,SEA,RB
00-0025399,2015,17,SEA,RB
00-0025410,2015,14,CLE,WR
00-0025410,2015,17,CLE,WR
00-0025410,2016,1,CLE,WR
00-0025410,2016,2,CLE,WR
00-0025418,2020,17,SEA,TE
00-0025439,2013,8,TB,RB
00-0025439,2013,9,TB,RB
00-0025439,2014,11,NO,RB
00-0025464,2013,14,PIT,TE
00-0025464,2013,15,PIT,TE
00-0025631,2013,1,ATL,RB
00-0025631,2013,2,ATL,RB
00-0025631,2013,4,ATL,RB
00-0025631,2013,5,ATL,RB
00-0025631,2013,7,ATL,RB
00-0025631,2013,8,ATL,RB
00-0025631,2013,9,ATL,RB
00-0025631,2013,10,ATL,RB
00-0025631,2013,11,ATL,RB
00-0025631,2013,12,ATL,RB
00-0025631,2013,13,ATL,RB
00-0025631,2013,14,ATL,RB
00-0025631,2013,15,ATL,RB
00-0025631,2013,16,ATL,RB
00-0025631,2013,17,ATL,RB
00-0025701,2013,1,TEN,RB
00-0025701,2013,2,TEN,RB
00-0025701,2013,3,TEN,RB
00-0025701,2013,4,TEN,RB
00-0025701,2013,5,TEN,RB
00-0025701,2013,6,TEN,RB
00-0025701,2013,7,TEN,RB
00-0025701,2013,13,TEN,RB
00-0025701,2013,15,TEN,RB
00-0025701,2013,16,TEN,RB
00-0025701,2013,17,TEN,RB
00-0025701,2014,2,TEN,TE
00-0025701,2014,3,TEN,TE
00-0025701,2014,4,TEN,TE
00-0025701,2014,5,TEN,TE
00-0025701,2014,6,TEN,TE
00-0025701,2014,7,TEN,TE
00-0025701,2014,8,TEN,TE
00-0025701,2014,10,TEN,TE
00-0025701,2014,11,TEN,TE
00-0025701,2014,12,TEN,TE
00-0025701,2014,13,TEN,TE
00-0026008,2013,2,NE,TE
00-0026008,2013,3,NE,TE
00-0026008,2013,4,NE,TE
00-0026008,2013,13,NE,TE
00-0026008,2014,16,TEN,TE
00-0026008,2014,17,TEN,TE
00-0026008,2016,1,DET,TE
00-0026008,2016,9,DET,TE
00-0026008,2016,11,DET,TE
00-0026008,2016,12,DET,TE
00-0026008,2016,13,DET,TE
00-0026008,2016,14,DET,TE
00-0026008,2016,15,DET,TE
00-0026008,2016,16,DET,TE
00-0026008,2016,17,DET,TE
00-0026019,2013,1,LAC,RB
00-0026019,2013,2,LAC,RB
00-0026019,2013,3,LAC,RB
00-0026035,2020,12,DET,WR
00-0026069,2017,10,BUF,RB
00-0026069,2017,11,BUF,RB
00-0026069,2017,12,BUF,RB
00-0026069,2017,13,BUF,RB
00-0026069,2017,14,BUF,RB
00-0026069,2017,15,BUF,RB
00-0026069,2017,16,BUF,RB
00-0026069,2017,17,BUF,RB
00-0026144,2016,16,DAL,RB
00-0026144,2016,17,DAL,RB
00-0026144,2017,7,DAL,RB
00-0026144,2017,8,DAL,RB
00-0026144,2017,9,DAL,RB
00-0026144,2017,10,DAL,RB
00-0026144,2017,11,DAL,RB
00-0026144,2017,12,DAL,RB
00-0026144,2017,13,DAL,RB
00-0026144,2017,14,DAL,RB
00-0026144,2017,15,DAL,RB
00-0026144,2017,16,DAL,RB
00-0026144,2017,17,DAL,RB
00-0026164,2017,3,ARI,RB
00-0026188,2013,12,WAS,TE
00-0026188,2013,13,WAS,TE
00-0026188,2013,14,WAS,TE
00-0026188,2013,15,WAS,TE
00-0026189,2022,16,BAL,WR
00-0026189,2022,18,BAL,WR
00-0026201,2017,11,NE,TE
00-0026201,2017,12,NE,TE
00-0026201,2017,13,NE,TE
00-0026201,2017,14,NE,TE
00-0026201,2017,15,NE,TE
00-0026201,2017,16,NE,TE
00-0026201,2017,17,NE,TE
00-0026213,2016,9,KC,RB
00-0026213,2016,10,KC,RB
00-0026213,2016,11,KC,RB
00-0026213,2017,12,DEN,RB
00-0026213,2017,13,DEN,RB
00-0026213,2017,14,DEN,RB
00-0026213,2017,15,DEN,RB
00-0026213,2017,16,DEN,RB
00-0026213,2017,17,DEN,RB
00-0026213,2018,6,JAX,RB
00-0026213,2018,7,JAX,RB
00-0026213,2018,8,JAX,RB
00-0026213,2018,10,JAX,RB
00-0026213,2018,11,JAX,RB
00-0026213,2018,12,JAX,RB
00-0026213,2018,13,JAX,RB
00-0026213,2018,14,JAX,RB
00-0026213,2018,15,JAX,RB
00-0026213,2018,16,JAX,RB
00-0026213,2018,17,JAX,RB
00-0026224,2016,1,TEN,WR
00-0026224,2017,2,TEN,WR
00-0026224,2017,3,TEN,WR
00-0026224,2017,4,TEN,WR
00-0026224,2017,5,TEN,WR
00-0026224,2017,6,TEN,WR
00-0026224,2017,7,TEN,WR
00-0026224,2017,9,TEN,WR
00-0026224,2017,10,TEN,WR
00-0026224,2017,11,TEN,WR
00-0026224,2017,12,TEN,WR
00-0026224,2017,14,TEN,WR
00-0026224,2017,15,TEN,WR
00-0026224,2017,16,TEN,WR
00-0026224,2017,17,TEN,WR
00-0026231,2013,9,GB,TE
00-0026262,2013,11,BUF,RB
00-0026262,2013,13,BUF,RB
00-0026267,2013,1,DEN,TE
00-0026267,2013,2,DEN,TE
00-0026267,2013,3,DEN,TE
00-0026267,2013,4,DEN,TE
00-0026267,2013,5,DEN,TE
00-0026267,2013,6,DEN,TE
00-0026267,2013,7,DEN,TE
00-0026267,2013,8,DEN,TE
00-0026267,2013,10,DEN,TE
00-0026267,2013,11,DEN,TE
00-0026267,2013,12,DEN,TE
00-0026267,2013,13,DEN,TE
00-0026267,2013,14,DEN,TE
00-0026267,2013,15,DEN,TE
00-0026267,2013,16,DEN,TE
00-0026267,2013,17,DEN,TE
00-0026289,2016,1,NO,RB
00-0026289,2016,2,NO,RB
00-0026289,2016,3,NO,RB
00-0026289,2016,4,NO,RB
00-0026289,2016,6,NO,RB
00-0026289,2016,7,NO,RB
00-0026289,2016,8,NO,RB
00-0026289,2016,9,NO,RB
00-0026289,2016,11,NO,RB
00-0026289,2017,2,SF,RB
00-0026289,2017,3,SF,RB
00-0026289,2017,4,SF,RB
00-0026289,2017,5,SF,RB
00-0026289,2017,6,SF,RB
00-0026289,2017,7,SF,RB
00-0026289,2017,8,SF,RB
00-0026289,2017,9,SF,RB
00-0026289,2017,10,SF,RB
00-0026289,2017,12,SF,RB
00-0026289,2017,13,SF,RB
00-0026289,2017,14,SF,RB
00-0026289,2017,15,SF,RB
00-0026289,2017,16,SF,RB
00-0026289,2017,17,SF,RB
00-0026293,2013,7,NE,WR
00-0026293,2013,8,NE,WR
00-0026293,2013,9,NE,WR
00-0026293,2013,14,NE,WR
00-0026293,2013,15,NE,WR
00-0026293,2017,12,NE,WR
00-0026293,2017,13,NE,WR
00-0026293,2017,15,NE,WR
00-0026293,2017,16,NE,WR
00-0026293,2017,17,NE,WR
00-0026293,2019,5,NE,WR
00-0026293,2019,6,NE,WR
00-0026293,2019,7,NE,WR
00-0026293,2019,8,NE,WR
00-0026293,2019,9,NE,WR
00-0026293,2019,11,NE,WR
00-0026293,2019,12,NE,WR
00-0026293,2019,13,NE,WR
00-0026293,2019,14,NE,WR
00-0026293,2019,15,NE,WR
00-0026293,2019,16,NE,WR
00-0026293,2019,17,NE,WR
00-0026293,2020,3,NE,WR
00-0026293,2020,4,NE,WR
00-0026293,2020,6,NE,WR
00-0026293,2020,7,NE,WR
00-0026293,2020,8,NE,WR
00-0026293,2020,9,NE,WR
00-0026293,2020,10,NE,WR
00-0026293,2020,11,NE,WR
00-0026293,2020,12,NE,WR
00-0026293,2020,13,NE,WR
00-0026293,2020,14,NE,WR
00-0026293,2020,15,NE,WR
00-0026293,2020,16,NE,WR
00-0026293,2020,17,NE,WR
00-0026293,2021,10,NE,WR
00-0026293,2021,11,NE,WR
00-0026293,2021,12,NE,WR
00-0026293,2021,13,NE,WR
00-0026293,2021,15,NE,WR
00-0026293,2021,16,NE,WR
00-0026293,2021,17,NE,WR
00-0026293,2021,18,NE,WR
00-0026293,2022,1,NE,WR
00-0026293,2022,2,NE,WR
00-0026293,2022,3,NE,WR
00-0026293,2022,4,NE,WR
00-0026293,2022,5,NE,WR
00-0026293,2022,6,NE,WR
00-0026293,2022,7,NE,WR
00-0026293,2022,8,NE,WR
00-0026293,2022,9,NE,WR
00-0026293,2022,11,NE,WR
00-0026293,2022,12,NE,WR
00-0026293,2022,13,NE,WR
00-0026293,2022,14,NE,WR
00-0026293,2022,15,NE,WR
00-0026293,2022,16,NE,WR
00-0026293,2022,17,NE,WR
00-0026293,2022,18,NE,WR
00-0026293,2023,1,NE,WR
00-0026293,2023,2,NE,WR
00-0026293,2023,3,NE,WR
00-0026293,2023,4,NE,WR
00-0026293,2023,5,NE,WR
00-0026293,2023,6,NE,WR
00-0026293,2023,7,NE,WR
00-0026293,2023,8,NE,WR
00-0026293,2023,9,NE,WR
00-0026293,2023,12,NE,WR
00-0026293,2023,13,NE,WR
00-0026293,2023,14,NE,WR
00-0026293,2023,15,NE,WR
00-0026293,2023,16,NE,WR
00-0026293,2023,17,NE,WR
00-0026293,2023,18,NE,WR
00-0026298,2014,8,DET,TE
00-0026323,2013,4,TB,RB
00-0026323,2013,6,TB,RB
00-0026323,2013,7,TB,RB
00-0026323,2013,8,TB,RB
00-0026323,2013,9,TB,RB
00-0026367,2013,7,NYG,RB
00-0026367,2013,12,NYG,RB
00-0026367,2013,13,NYG,RB
00-0026367,2013,14,NYG,RB
00-0026367,2014,9,NYG,RB
00-0026367,2014,10,NYG,RB
00-0026373,2016,7,DET,RB
00-0026373,2016,8,DET,RB
00-0026373,2016,9,DET,RB
00-0026373,2016,11,DET,RB
00-0026373,2016,12,DET,RB
00-0026373,2016,14,DEN,RB
00-0026373,2016,15,DEN,RB
00-0026373,2016,16,DEN,RB
00-0026373,2016,17,DEN,RB
00-0026577,2014,13,BUF,WR
00-0026644,2013,1,ATL,RB
00-0026644,2013,2,ATL,RB
00-0026644,2013,3,ATL,RB
00-0026644,2013,4,ATL,RB
00-0026644,2013,7,ATL,RB
00-0026644,2013,8,ATL,RB
00-0026644,2013,9,ATL,RB
00-0026644,2013,10,ATL,RB
00-0026644,2013,11,ATL,RB
00-0026644,2013,12,ATL,RB
00-0026644,2013,13,ATL,RB
00-0026644,2013,14,ATL,RB
00-0026644,2013,15,ATL,RB
00-0026644,2013,17,ATL,RB
00-0026691,2013,17,CHI,WR
00-0026699,2013,3,KC,TE
00-0026699,2013,4,KC,TE
00-0026699,2013,5,KC,TE
00-0026757,2013,11,ARI,TE
00-0026757,2013,12,ARI,TE
00-0026757,2013,13,ARI,TE
00-0026757,2013,14,ARI,TE
00-0026757,2013,15,ARI,TE
00-0026757,2013,16,ARI,TE
00-0026757,2013,17,ARI,TE
00-0026764,2016,1,BAL,WR
00-0026780,2013,6,DET,WR
00-0026780,2013,7,DET,WR
00-0026852,2017,5,CAR,RB
00-0026852,2017,6,CAR,RB
00-0026852,2017,7,CAR,RB
00-0026852,2017,8,CAR,RB
00-0026852,2017,9,CAR,RB
00-0026852,2017,10,CAR,RB
00-0026852,2017,12,CAR,RB
00-0026852,2017,13,CAR,RB
00-0026852,2017,14,CAR,RB
00-0026852,2017,15,CAR,RB
00-0026852,2017,16,CAR,RB
00-0026852,2017,17,CAR,RB
00-0026855,2013,5,ATL,RB
00-0026855,2013,16,ATL,RB
00-0026855,2014,1,ATL,RB
00-0026855,2014,4,ATL,RB
00-0026855,2014,5,ATL,RB
00-0026855,2014,6,ATL,RB
00-0026855,2014,7,ATL,RB
00-0026855,2014,8,ATL,RB
00-0026855,2014,10,ATL,RB
00-0026855,2014,11,ATL,RB
00-0026855,2016,1,NYJ,RB
00-0026855,2016,7,TB,RB
00-0026855,2016,8,TB,RB
00-0026855,2016,9,TB,RB
00-0026855,2016,10,TB,RB
00-0026855,2016,11,TB,RB
00-0026855,2016,12,TB,RB
00-0026855,2016,13,TB,RB
00-0026855,2016,14,TB,RB
00-0026855,2016,15,TB,RB
00-0026855,2016,16,TB,RB
00-0026855,2016,17,TB,RB
00-0026931,2016,1,NE,TE
00-0026932,2017,15,CIN,RB
00-0026932,2017,16,CIN,RB
00-0026932,2017,17,CIN,RB
00-0026937,2016,1,NE,WR
00-0026941,2013,9,BAL,RB
00-0026941,2013,10,BAL,RB
00-0026941,2013,11,BAL,RB
00-0026941,2013,12,BAL,RB
00-0026941,2013,13,BAL,RB
00-0026941,2013,15,BAL,RB
00-0026941,2013,16,BAL,RB
00-0026941,2013,17,BAL,RB
00-0026957,2015,6,LAC,TE
00-0026957,2015,7,LAC,TE
00-0026957,2015,9,LAC,TE
00-0026957,2015,11,LAC,TE
00-0026957,2015,12,LAC,TE
00-0026957,2015,13,LAC,TE
00-0026957,2015,14,LAC,TE
00-0026957,2015,15,LAC,TE
00-0026957,2015,16,LAC,TE
00-0026983,2018,2,PIT,WR
00-0026983,2018,3,PIT,WR
00-0026983,2018,4,PIT,WR
00-0026983,2018,5,PIT,WR
00-0026983,2018,6,PIT,WR
00-0026983,2018,8,PIT,WR
00-0026983,2018,9,PIT,WR
00-0026983,2018,10,PIT,WR
00-0026983,2018,11,PIT,WR
00-0026983,2018,12,PIT,WR
00-0026983,2018,13,PIT,WR
00-0026983,2018,14,PIT,WR
00-0026983,2018,15,PIT,WR
00-0026983,2018,16,PIT,WR
00-0026983,2018,17,PIT,WR
00-0026998,2014,8,NYJ,WR
00-0026998,2016,11,BUF,WR
00-0026998,2016,12,BUF,WR
00-0026998,2016,13,BUF,WR
00-0027006,2017,17,NE,WR
00-0027006,2018,1,NE,WR
00-0027006,2018,2,NE,WR
00-0027006,2018,3,NE,WR
00-0027006,2018,4,NE,WR
00-0027006,2018,5,NE,WR
00-0027006,2018,6,NE,WR
00-0027006,2018,7,NE,WR
00-0027006,2018,8,NE,WR
00-0027006,2018,9,NE,WR
00-0027006,2018,10,NE,WR
00-0027006,2018,12,NE,WR
00-0027006,2018,13,NE,WR
00-0027006,2018,14,NE,WR
00-0027006,2018,15,NE,WR
00-0027006,2018,16,NE,WR
00-0027006,2018,17,NE,WR
00-0027029,2015,5,BUF,RB
00-0027029,2018,4,BUF,RB
00-0027029,2018,16,BUF,RB
00-0027029,2019,14,KC,RB
00-0027029,2020,12,TB,RB
00-0027029,2020,14,TB,RB
00-0027029,2020,15,TB,RB
00-0027029,2020,16,TB,RB
00-0027029,2020,17,TB,RB
00-0027057,2016,1,BUF,WR
00-0027057,2016,2,BUF,WR
00-0027057,2016,3,BUF,WR
00-0027069,2014,4,TEN,TE
00-0027069,2014,5,TEN,TE
00-0027069,2014,6,TEN,TE
00-0027069,2015,1,TEN,TE
00-0027069,2015,2,TEN,TE
00-0027069,2015,3,TEN,TE
00-0027069,2015,5,TEN,TE
00-0027069,2015,6,TEN,TE
00-0027069,2016,7,IND,TE
00-0027069,2016,8,IND,TE
00-0027080,2013,5,NYJ,RB
00-0027089,2017,1,SF,WR
00-0027089,2017,2,SF,WR
00-0027089,2017,3,SF,WR
00-0027089,2017,4,SF,WR
00-0027089,2017,5,SF,WR
00-0027089,2017,6,SF,WR
00-0027089,2017,7,SF,WR
00-0027089,2017,8,SF,WR
00-0027089,2017,9,SF,WR
00-0027089,2017,10,SF,WR
00-0027089,2017,12,SF,WR
00-0027089,2017,13,SF,WR
00-0027089,2017,14,SF,WR
00-0027092,2013,5,NE,WR
00-0027092,2013,6,NE,WR
00-0027092,2013,16,NE,WR
00-0027094,2013,10,NYG,RB
00-0027094,2013,11,NYG,RB
00-0027106,2013,14,TEN,RB
00-0027125,2018,12,CHI,TE
00-0027125,2018,13,CHI,TE
00-0027125,2018,14,CHI,TE
00-0027125,2018,15,CHI,TE
00-0027125,2018,16,CHI,TE
00-0027125,2018,17,CHI,TE
00-0027135,2015,11,TB,TE
00-0027135,2015,15,TB,TE
00-0027135,2016,2,TB,TE
00-0027139,2014,1,LAC,TE
00-0027139,2014,2,LAC,TE
00-0027139,2014,3,LAC,TE
00-0027139,2014,4,LAC,TE
00-0027139,2014,5,LAC,TE
00-0027139,2014,6,LAC,TE
00-0027139,2014,7,LAC,TE
00-0027139,2014,8,LAC,TE
00-0027139,2014,9,LAC,TE
00-0027139,2014,11,LAC,TE
00-0027139,2014,12,LAC,TE
00-0027139,2014,13,LAC,TE
00-0027139,2014,14,LAC,TE
00-0027139,2014,15,LAC,TE
00-0027139,2014,16,LAC,TE
00-0027139,2014,17,LAC,TE
00-0027139,2015,3,LAC,TE
00-0027139,2015,5,LAC,TE
00-0027139,2015,8,LAC,TE
00-0027139,2016,1,DEN,TE
00-0027139,2016,2,DEN,TE
00-0027139,2017,13,NO,TE
00-0027139,2017,14,NO,TE
00-0027139,2017,15,NO,TE
00-0027139,2017,16,NO,TE
00-0027139,2017,17,NO,TE
00-0027139,2018,1,NO,TE
00-0027139,2018,2,NO,TE
00-0027139,2018,3,NO,TE
00-0027139,2018,4,NO,TE
00-0027139,2018,5,NO,TE
00-0027139,2018,7,NO,TE
00-0027139,2018,8,NO,TE
00-0027139,2018,10,ARI,TE
00-0027139,2018,11,ARI,TE
00-0027139,2018,15,ARI,TE
00-0027139,2018,16,ARI,TE
00-0027139,2018,17,ARI,TE
00-0027140,2014,7,CAR,RB
00-0027140,2014,8,CAR,RB
00-0027150,2018,1,NE,WR
00-0027150,2018,2,NE,WR
00-0027150,2018,3,NE,WR
00-0027150,2018,4,NE,WR
00-0027150,2018,5,NE,WR
00-0027155,2016,5,NYG,RB
00-0027202,2013,2,PIT,TE
00-0027202,2013,3,PIT,TE
00-0027202,2013,4,PIT,TE
00-0027202,2013,6,PIT,TE
00-0027202,2013,16,PIT,TE
00-0027202,2013,17,PIT,TE
00-0027215,2016,1,CHI,TE
00-0027215,2017,7,SF,TE
00-0027215,2017,8,SF,TE
00-0027215,2017,9,SF,TE
00-0027215,2017,10,SF,TE
00-0027215,2017,12,SF,TE
00-0027215,2017,13,SF,TE
00-0027215,2017,14,SF,TE
00-0027215,2017,15,SF,TE
00-0027215,2017,16,SF,TE
00-0027215,2017,17,SF,TE
00-0027215,2019,1,HOU,TE
00-0027215,2019,2,HOU,TE
00-0027215,2019,3,HOU,TE
00-0027215,2019,4,HOU,TE
00-0027215,2019,5,HOU,TE
00-0027215,2019,6,HOU,TE
00-0027215,2019,7,HOU,TE
00-0027215,2019,8,HOU,TE
00-0027215,2019,9,HOU,TE
00-0027215,2019,11,HOU,TE
00-0027215,2019,12,HOU,TE
00-0027215,2019,13,HOU,TE
00-0027215,2019,14,HOU,TE
00-0027215,2019,15,HOU,TE
00-0027215,2019,16,HOU,TE
00-0027215,2019,17,HOU,TE
00-0027218,2016,6,CHI,RB
00-0027218,2016,7,CHI,RB
00-0027218,2016,14,DET,RB
00-0027218,2016,15,DET,RB
00-0027218,2016,16,DET,RB
00-0027218,2016,17,DET,RB
00-0027259,2013,10,ARI,TE
00-0027321,2017,1,LAC,TE
00-0027321,2017,2,LAC,TE
00-0027321,2017,3,LAC,TE
00-0027321,2017,4,LAC,TE
00-0027321,2017,5,LAC,TE
00-0027321,2017,6,LAC,TE
00-0027321,2017,7,LAC,TE
00-0027321,2017,8,LAC,TE
00-0027321,2017,10,LAC,TE
00-0027321,2017,11,LAC,TE
00-0027321,2017,12,LAC,TE
00-0027321,2017,14,LAC,TE
00-0027321,2017,15,LAC,TE
00-0027321,2017,17,LAC,TE
00-0027325,2014,12,NE,RB
00-0027349,2013,7,JAX,WR
00-0027349,2013,8,JAX,WR
00-0027531,2018,16,BUF,RB
00-0027531,2018,17,BUF,RB
00-0027581,2016,1,PHI,WR
00-0027583,2013,1,CAR,TE
00-0027583,2013,2,CAR,TE
00-0027608,2016,1,NYJ,WR
00-0027651,2016,4,LAC,WR
00-0027651,2016,5,LAC,WR
00-0027651,2016,6,LAC,WR
00-0027651,2016,7,LAC,WR
00-0027651,2016,8,LAC,WR
00-0027651,2016,10,LAC,RB
00-0027651,2016,12,LAC,RB
00-0027651,2016,13,LAC,RB
00-0027651,2016,14,LAC,RB
00-0027651,2016,15,LAC,RB
00-0027651,2016,16,LAC,RB
00-0027651,2016,17,LAC,RB
00-0027654,2017,3,JAX,WR
00-0027654,2017,4,JAX,WR
00-0027654,2017,13,JAX,WR
00-0027654,2017,14,JAX,WR
00-0027654,2017,15,JAX,WR
00-0027654,2017,16,JAX,WR
00-0027654,2017,17,JAX,WR
00-0027656,2018,8,NE,TE
00-0027675,2018,8,SEA,TE
00-0027675,2018,9,SEA,TE
00-0027675,2018,10,SEA,TE
00-0027675,2018,11,SEA,TE
00-0027675,2018,12,SEA,TE
00-0027675,2019,8,SEA,TE
00-0027675,2019,9,SEA,TE
00-0027675,2019,10,SEA,TE
00-0027675,2019,13,SEA,TE
00-0027675,2019,14,SEA,TE
00-0027675,2019,15,SEA,TE
00-0027675,2019,16,SEA,TE
00-0027675,2019,17,SEA,TE
00-0027681,2018,12,LV,WR
00-0027681,2018,13,LV,WR
00-0027681,2018,14,LV,WR
00-0027681,2018,15,LV,WR
00-0027681,2018,16,LV,WR
00-0027685,2021,16,BUF,WR
00-0027690,2018,2,NE,WR
00-0027690,2018,12,NE,WR
00-0027690,2018,13,NE,WR
00-0027690,2018,14,NE,WR
00-0027690,2018,15,NE,WR
00-0027690,2018,16,NE,WR
00-0027690,2018,17,NE,WR
00-0027695,2013,14,BUF,TE
00-0027695,2013,15,BUF,TE
00-0027695,2013,16,BUF,TE
00-0027695,2013,17,BUF,TE
00-0027695,2014,10,SEA,TE
00-0027695,2014,11,SEA,TE
00-0027695,2014,16,SEA,TE
00-0027695,2016,1,CHI,TE
00-0027696,2023,6,NO,TE
00-0027696,2023,7,NO,TE
00-0027696,2023,8,NO,TE
00-0027702,2016,1,KC,WR
00-0027708,2014,14,BUF,WR
00-0027708,2015,5,BUF,WR
00-0027708,2015,6,BUF,WR
00-0027708,2016,14,BUF,WR
00-0027708,2016,15,BUF,WR
00-0027708,2016,16,BUF,WR
00-0027708,2016,17,BUF,WR
00-0027712,2014,1,KC,RB
00-0027712,2014,2,KC,RB
00-0027712,2014,3,KC,RB
00-0027712,2014,4,KC,RB
00-0027718,2016,1,DEN,TE
00-0027725,2013,4,JAX,TE
00-0027725,2013,5,JAX,TE
00-0027725,2016,1,NE,TE
00-0027725,2016,2,NE,TE
00-0027725,2016,3,NE,TE
00-0027725,2016,4,NE,TE
00-0027725,2016,5,DET,TE
00-0027725,2016,6,DET,TE
00-0027725,2016,7,DET,TE
00-0027725,2016,8,DET,TE
00-0027725,2016,9,DET,TE
00-0027725,2016,11,DET,TE
00-0027725,2016,12,DET,TE
00-0027725,2016,13,DET,TE
00-0027725,2017,2,NO,TE
00-0027725,2017,3,NO,TE
00-0027725,2017,4,NO,TE
00-0027725,2017,6,NO,TE
00-0027725,2017,7,NO,TE
00-0027725,2017,8,NO,TE
00-0027725,2017,9,NO,TE
00-0027725,2017,10,NO,TE
00-0027725,2017,11,NO,TE
00-0027725,2017,12,NO,TE
00-0027725,2017,13,NO,TE
00-0027725,2017,14,NO,TE
00-0027725,2017,15,NO,TE
00-0027725,2017,16,NO,TE
00-0027725,2017,17,NO,TE
00-0027732,2015,1,NE,TE
00-0027732,2015,2,NE,TE
00-0027732,2015,3,NE,TE
00-0027732,2016,3,NO,TE
00-0027732,2016,4,NO,TE
00-0027732,2016,6,NO,TE
00-0027732,2016,10,NO,TE
00-0027732,2016,11,NO,TE
00-0027732,2016,12,NO,TE
00-0027732,2016,13,NO,TE
00-0027732,2016,14,NO,TE
00-0027732,2016,15,NO,TE
00-0027732,2016,16,NO,TE
00-0027732,2016,17,NO,TE
00-0027732,2017,1,NO,TE
00-0027732,2017,2,NO,TE
00-0027732,2017,3,NO,TE
00-0027732,2017,4,NO,TE
00-0027732,2017,6,NO,TE
00-0027732,2017,7,NO,TE
00-0027732,2017,8,NO,TE
00-0027732,2017,9,NO,TE
00-0027732,2017,10,NO,TE
00-0027732,2017,11,NO,TE
00-0027732,2017,12,NO,TE
00-0027732,2017,13,NO,TE
00-0027732,2017,14,NO,TE
00-0027732,2017,15,NO,TE
00-0027732,2017,16,NO,TE
00-0027732,2017,17,NO,TE
00-0027739,2013,4,NYG,RB
00-0027753,2014,2,GB,TE
00-0027753,2014,3,GB,TE
00-0027753,2014,4,GB,TE
00-0027753,2014,5,GB,TE
00-0027753,2016,1,DET,TE
