position,season,window,actual_years,n_train_rows,weighting,model,mae,rmse,medae,r2,spearman,bias,n
QB,2023,7y,7,4554,linear,F_yeojohnson_huber,5.849530701224492,7.324609579344721,4.988816849229423,0.3201861250167772,0.5558616858809222,-0.5827590633529037,718
QB,2023,7y,7,4554,exponential,B_gbm_huber,6.233622010742334,7.595725585608913,5.689858249399902,0.2689289342236114,0.5394446864154062,0.2524021097052363,718
QB,2023,7y,7,4554,exponential,F_yeojohnson_huber,5.908116051778543,7.4096595430260335,4.90371726855806,0.3043071014403402,0.5471598190340332,-1.0810595910889356,718
QB,2024,3y,3,2107,,existing_methodology,6.264971893863791,7.801214043157126,5.511503535257808,0.3081805254593988,0.54367642920851,0.7822497310899378,720
QB,2024,3y,3,2107,none,B_gbm_huber,6.639496753353058,8.136903741352112,6.209028660059143,0.2473609420613008,0.5338279025194518,-0.0336940222482338,720
QB,2024,3y,3,2107,none,F_yeojohnson_huber,6.256023555869996,7.780138786500879,5.320126274480321,0.3119134260932411,0.5579196110134595,0.5214287776982686,720
QB,2024,3y,3,2107,linear,B_gbm_huber,6.667383691894765,8.137482030642985,6.211890065171052,0.2472539582288047,0.5399595774887654,0.1965330016909678,720
QB,2024,3y,3,2107,linear,F_yeojohnson_huber,6.367351917250891,7.896137749454834,5.55815854815036,0.2912422389893281,0.5502582026396101,1.2023817890278587,720
QB,2024,3y,3,2107,exponential,B_gbm_huber,6.6253036224086905,8.099748404110532,6.1196644212441695,0.254218762180516,0.5409465910111088,0.1549350494390058,720
QB,2024,3y,3,2107,exponential,F_yeojohnson_huber,6.295493014862089,7.829787822161331,5.357992926084249,0.303103341587872,0.5545397835861439,0.7777505183587144,720
QB,2024,5y,5,3409,,existing_methodology,6.210173401043093,7.770966887156056,5.413297684934947,0.3135348215356094,0.5488749716116015,0.4933439333358991,720
QB,2024,5y,5,3409,none,B_gbm_huber,6.541437992996635,8.027269091086513,5.977507898529336,0.2675060554563743,0.55815540451021,0.1326063261508136,720
QB,2024,5y,5,3409,none,F_yeojohnson_huber,6.086408559558911,7.599758548350389,5.162366678910365,0.3434497296851768,0.569655621271216,0.4726709782485155,720
QB,2024,5y,5,3409,linear,B_gbm_huber,6.562456858268975,8.048046245973547,6.101101014714416,0.2637092882165767,0.5522456506889456,0.0229351156892434,720
QB,2024,5y,5,3409,linear,F_yeojohnson_huber,6.097147731416307,7.626094433760429,5.2009505647463445,0.3388914816727065,0.5741622829055821,0.690809841951958,720
QB,2024,5y,5,3409,exponential,B_gbm_huber,6.582786348908625,8.077047775555728,6.134248493074381,0.258393207642468,0.5428914350763075,0.0472336872163114,720
QB,2024,5y,5,3409,exponential,F_yeojohnson_huber,6.238174828577298,7.791421585501816,5.498870093687743,0.3099162453006289,0.5473434551565117,0.7178961083132118,720
QB,2024,7y,7,4661,,existing_methodology,6.25732665086794,7.800029660740167,5.48649945575374,0.3083905739512531,0.5457941264450031,0.6658940169306943,720
QB,2024,7y,7,4661,none,B_gbm_huber,6.603020939943104,8.081960422499186,6.049553019249848,0.2574908085486188,0.5600914973948995,0.27055144985792,720
QB,2024,7y,7,4661,none,F_yeojohnson_huber,6.0484183727644725,7.587096518444524,5.163784130462565,0.345635676437185,0.5658140255646852,0.2499152509090909,720
QB,2024,7y,7,4661,linear,B_gbm_huber,6.573488001986681,8.059784145053358,5.868796348850764,0.2615599942744614,0.5561907888909884,0.1184416293279059,720
QB,2024,7y,7,4661,linear,F_yeojohnson_huber,6.074043140110728,7.677167616762842,4.996240666799644,0.3300067291490098,0.5595623736909479,0.0571148694513619,720
QB,2024,7y,7,4661,exponential,B_gbm_huber,6.56486301350004,8.047578565599803,6.029856732406189,0.263794858974874,0.5560553776544763,0.1014062476179478,720
QB,2024,7y,7,4661,exponential,F_yeojohnson_huber,6.249099379441507,7.7918390034008596,5.493731030255056,0.3098423021763919,0.5491602088549561,0.8154729965260146,720
QB,2025,3y,3,2126,,existing_methodology,6.795058161920843,8.631051387773425,5.57950327692167,0.1457175759330733,0.4522100613568517,-2.1163318982665285,708
QB,2025,3y,3,2126,none,B_gbm_huber,6.975822359405903,8.396058759834817,6.502834551020256,0.1916024189439271,0.4460078594074104,-0.3994499036599092,708
QB,2025,3y,3,2126,none,F_yeojohnson_huber,6.797051911006657,8.609029096173309,5.487224289939387,0.1500714500132067,0.4356772620534335,-1.3067726312168069,708
QB,2025,3y,3,2126,linear,B_gbm_huber,6.971519769914404,8.437430171677983,6.389349011698805,0.1836160651338475,0.4487887730626911,-0.582204453116826,708
QB,2025,3y,3,2126,linear,F_yeojohnson_huber,6.838686215780083,8.609316845406788,5.883036212189127,0.1500146328336514,0.414701477479001,-0.8506428742946657,708
QB,2025,3y,3,2126,exponential,B_gbm_huber,6.942568092467167,8.374034225301529,6.372182563004692,0.195838031978264,0.4603651032040748,-0.4579827318820486,708
QB,2025,3y,3,2126,exponential,F_yeojohnson_huber,6.798270716874674,8.591099561508,5.72013912116496,0.1536079591166371,0.4187024242494786,-1.0265361551926222,708
QB,2025,5y,5,3497,,existing_methodology,6.687839029015657,8.471569739877374,5.516601352120825,0.1769961867286484,0.4679177479674895,-1.871604945539995,708
QB,2025,5y,5,3497,none,B_gbm_huber,6.943278561280729,8.337029901547755,6.38087741599988,0.2029294101204181,0.4664148321690555,-0.2655085926431322,708
QB,2025,5y,5,3497,none,F_yeojohnson_huber,6.945200577991336,8.937795093496291,5.435088832405282,0.0839169356640527,0.4265852403832554,-2.119075664061429,708
QB,2025,5y,5,3497,linear,B_gbm_huber,6.883544381338655,8.28817080513673,6.391343546480842,0.2122444859498444,0.4774094610366579,-0.3203420016742255,708
QB,2025,5y,5,3497,linear,F_yeojohnson_huber,6.958356465484986,8.942792039841324,5.568911603616613,0.0828923210917824,0.4287256238035688,-1.7524574846985823,708
