position,season,model,mae,rmse,medae,r2,spearman,bias,n,p25_pinball,p25_coverage,p50_pinball,p50_coverage,p75_pinball,p75_coverage,p90_pinball,p90_coverage
QB,2023,baseline_recent_game,7.3728285077951,9.700940188173576,5.700000000000002,-0.2027231710941832,0.4024784162066525,-0.0906458797327393,898,,,,,,,,
QB,2023,baseline_rolling3,6.388567186340015,8.231139908422872,5.216666666666667,0.1341194358632458,0.4517532502269954,-0.1020415738678544,898,,,,,,,,
QB,2023,baseline_rolling5,6.175237564959168,7.943136445927025,4.83,0.1936528230084633,0.4660249701057355,-0.090430586488493,898,,,,,,,,
QB,2023,baseline_position_role,7.231824835539132,8.88656687664899,6.386681612785752,-0.0078176713935675,-0.0612376792541846,0.7489934529159284,908,,,,,,,,
QB,2023,existing_methodology,6.8938789476894335,8.841172288413308,5.769992821673024,0.0024523506613114,0.3804193657439333,-1.7664204014293203,908,,,,,,,,
QB,2023,A_gbm_mse,6.282615830523411,7.886453528878067,5.37130080879532,0.2062615126924836,0.4445721853029363,-0.0406191481930778,908,,,,,,,,
QB,2023,B_gbm_huber,6.4470513898147415,7.951175754320658,5.6614772447620485,0.1931800123485491,0.4517618510105294,-0.019052695626469,908,,,,,,,,
QB,2023,C_gbm_mae,6.185709609111893,7.789772317989713,5.2416140285468185,0.2256033414901938,0.4576171720700365,-0.5308837239855861,908,,,,,,,,
QB,2023,D_hurdle,6.240782794030446,7.825916573794306,5.214310082904201,0.2184003255261523,0.4595830996287821,0.3107477723498901,908,,,,,,,,
QB,2023,D_hurdle_t5,6.184177976386765,7.807883994942643,5.095003929088535,0.2219981199931709,0.4638185617615667,-0.4355715609862216,908,,,,,,,,
QB,2023,F_yeojohnson_huber,6.214572782038683,7.873433874743372,5.17736812441013,0.2088800966313195,0.4499615945428989,-0.8240311577932968,908,,,,,,,,
QB,2023,E_quantile_gbm,6.189099118566125,7.807143937363826,5.301435956271902,0.2221455962880226,0.4545722453766583,-0.4861127891924432,908,2.3614597798790964,0.3039647577092511,3.0945495592830623,0.5055066079295154,2.6254055097366797,0.7015418502202643,1.541934157403004,0.8359030837004405
QB,2024,baseline_recent_game,7.570092378752887,9.92591320165737,6.100000000000001,-0.1889605476143976,0.4180497109352543,0.098729792147806,866,,,,,,,,
