player_id,season,week,team,position,actual_ppr,negative_yards,off_position_stat,predicted_ppr_baseline,baseline_abs_error,predicted_ppr_candidate,candidate_abs_error,delta_abs_error
00-0022942,2025,15,IND,QB,6.8,False,False,0.0,6.8,0.0,6.8,0.0
00-0022942,2025,16,IND,QB,17.08,False,False,9.01,8.069999999999999,16.0,1.0799999999999983,-6.99
00-0022942,2025,17,IND,QB,7.88,False,False,9.36,1.4799999999999995,13.02,5.14,3.66
00-0022942,2025,18,IND,QB,0.0,False,False,10.36,10.36,16.12,16.12,5.760000000000002
00-0023459,2023,1,NYJ,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0023459,2023,2,NYJ,QB,0.0,False,False,8.84,8.84,8.84,8.84,0.0
00-0023459,2023,3,NYJ,QB,0.0,False,False,8.07,8.07,8.07,8.07,0.0
00-0023459,2023,4,NYJ,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0023459,2023,5,NYJ,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0023459,2023,6,NYJ,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0023459,2023,8,NYJ,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0023459,2023,9,NYJ,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0023459,2023,10,NYJ,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0023459,2023,11,NYJ,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0023459,2023,12,NYJ,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0023459,2023,13,NYJ,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0023459,2023,14,NYJ,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0023459,2023,15,NYJ,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0023459,2023,16,NYJ,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0023459,2023,17,NYJ,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0023459,2023,18,NYJ,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0023459,2024,1,NYJ,QB,8.58,True,False,0.0,8.58,0.0,8.58,0.0
00-0023459,2024,2,NYJ,QB,15.14,False,False,0.0,15.14,-0.01,15.15,0.009999999999999787
00-0023459,2024,3,NYJ,QB,21.04,False,False,0.0,21.04,-0.0,21.04,0.0
00-0023459,2024,4,NYJ,QB,11.6,False,False,15.21,3.610000000000001,12.32,0.7200000000000006,-2.8900000000000006
00-0023459,2024,5,NYJ,QB,11.76,False,False,14.47,2.710000000000001,18.6,6.840000000000002,4.130000000000001
00-0023459,2024,6,NYJ,QB,17.76,False,False,14.29,3.4700000000000024,16.07,1.6900000000000013,-1.7800000000000011
00-0023459,2024,7,NYJ,QB,11.04,False,False,12.95,1.9100000000000001,15.37,4.33,2.42
00-0023459,2024,8,NYJ,QB,17.32,False,False,13.52,3.8000000000000007,15.57,1.75,-2.0500000000000007
00-0023459,2024,9,NYJ,QB,20.34,True,False,16.04,4.300000000000001,11.63,8.709999999999999,4.409999999999998
00-0023459,2024,10,NYJ,QB,6.04,False,False,17.16,11.120000000000001,15.95,9.91,-1.2100000000000009
00-0023459,2024,11,NYJ,QB,16.06,False,False,12.38,3.679999999999998,8.0,8.059999999999999,4.380000000000001
00-0023459,2024,13,NYJ,QB,14.0,False,False,11.96,2.039999999999999,14.57,0.5700000000000003,-1.4699999999999989
00-0023459,2024,14,NYJ,QB,17.56,False,False,10.68,6.879999999999999,15.25,2.3099999999999987,-4.57
00-0023459,2024,15,NYJ,QB,28.06,False,False,16.31,11.75,15.89,12.169999999999998,0.41999999999999815
00-0023459,2024,16,NYJ,QB,14.84,False,False,20.15,5.309999999999999,17.94,3.1000000000000014,-2.2099999999999973
00-0023459,2024,17,NYJ,QB,0.48,False,False,19.95,19.47,15.13,14.65,-4.8199999999999985
00-0023459,2024,18,NYJ,QB,24.96,False,False,15.01,9.950000000000001,15.9,9.06,-0.8900000000000006
00-0023459,2025,1,PIT,QB,25.76,False,False,0.0,25.76,12.37,13.390000000000002,-12.37
00-0023459,2025,2,PIT,QB,8.42,False,False,22.52,14.1,14.82,6.4,-7.699999999999999
00-0023459,2025,3,PIT,QB,11.86,False,False,16.43,4.57,9.55,2.3099999999999987,-2.2600000000000016
00-0023459,2025,4,PIT,QB,13.0,False,False,16.01,3.0100000000000016,16.87,3.870000000000001,0.8599999999999994
00-0023459,2025,6,PIT,QB,17.5,False,False,11.74,5.76,12.12,5.380000000000001,-0.379999999999999
00-0023459,2025,7,PIT,QB,22.56,False,False,14.53,8.03,18.44,4.119999999999997,-3.910000000000002
00-0023459,2025,8,PIT,QB,16.76,False,False,18.54,1.7799999999999976,15.46,1.3000000000000007,-0.4799999999999969
00-0023459,2025,9,PIT,QB,12.22,False,False,19.79,7.5699999999999985,20.91,8.69,1.120000000000001
00-0023459,2025,10,PIT,QB,6.44,False,False,18.04,11.599999999999998,12.04,5.599999999999999,-5.999999999999999
00-0023459,2025,11,PIT,QB,9.44,False,False,12.72,3.280000000000001,13.39,3.950000000000001,0.6699999999999999
00-0023459,2025,12,PIT,QB,0.0,False,False,10.92,10.92,10.38,10.38,-0.5399999999999991
00-0023459,2025,13,PIT,QB,4.68,False,False,6.07,1.3900000000000006,6.31,1.63,0.23999999999999932
00-0023459,2025,14,PIT,QB,21.56,True,True,4.44,17.119999999999997,6.42,15.139999999999999,-1.9799999999999986
00-0023459,2025,15,PIT,QB,16.96,False,False,7.73,9.23,7.88,9.080000000000002,-0.14999999999999858
00-0023459,2025,16,PIT,QB,15.54,False,False,12.74,2.799999999999999,16.08,0.5399999999999991,-2.26
00-0023459,2025,17,PIT,QB,7.32,False,False,17.95,10.629999999999999,15.79,8.469999999999999,-2.16
00-0023459,2025,18,PIT,QB,17.76,False,False,11.91,5.850000000000001,16.5,1.2600000000000016,-4.59
00-0024243,2023,1,CHI,TE,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0024243,2023,2,CHI,TE,0.0,False,False,1.27,1.27,1.27,1.27,0.0
00-0024243,2023,3,CHI,TE,0.0,False,False,1.2,1.2,1.2,1.2,0.0
00-0024243,2023,4,CHI,TE,1.8,False,False,0.0,1.8,0.0,1.8,0.0
00-0024243,2023,5,CHI,TE,0.0,False,False,0.39,0.39,0.39,0.39,0.0
00-0024243,2023,6,CHI,TE,0.0,False,False,0.4,0.4,0.4,0.4,0.0
00-0024243,2023,7,CHI,TE,2.6,False,False,0.43,2.17,0.43,2.17,0.0
00-0024243,2023,8,CHI,TE,0.0,False,False,0.93,0.93,0.93,0.93,0.0
00-0024243,2023,9,CHI,TE,0.0,False,False,0.93,0.93,0.93,0.93,0.0
00-0024243,2023,10,CHI,TE,0.0,False,False,1.04,1.04,1.04,1.04,0.0
00-0024243,2023,11,CHI,TE,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0024243,2023,12,CHI,TE,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0024243,2023,14,CHI,TE,1.4,False,False,0.0,1.4,0.0,1.4,0.0
00-0024243,2023,15,CHI,TE,0.0,False,False,0.5,0.5,0.5,0.5,0.0
00-0024243,2023,16,CHI,TE,7.1,False,False,0.51,6.59,0.51,6.59,0.0
00-0024243,2023,17,CHI,TE,0.0,False,False,2.85,2.85,2.85,2.85,0.0
00-0024243,2023,18,CHI,TE,0.0,False,False,2.44,2.44,2.44,2.44,0.0
00-0024243,2024,1,CHI,TE,0.0,False,False,0.0,0.0,0.42,0.42,0.42
00-0024243,2024,2,CHI,TE,0.0,False,False,0.25,0.25,0.54,0.54,0.29000000000000004
00-0024243,2024,3,CHI,TE,0.0,False,False,0.34,0.34,0.67,0.67,0.33
00-0024243,2024,4,CHI,TE,0.0,False,False,0.0,0.0,0.26,0.26,0.26
00-0024243,2024,5,CHI,TE,0.0,False,False,0.0,0.0,0.36,0.36,0.36
00-0024243,2024,6,CHI,TE,1.2,False,False,0.0,1.2,0.36,0.84,-0.36
00-0024243,2024,8,CHI,TE,0.0,False,False,0.36,0.36,0.53,0.53,0.17000000000000004
00-0024243,2024,9,CHI,TE,0.0,False,False,0.32,0.32,0.72,0.72,0.39999999999999997
00-0024243,2024,10,CHI,TE,0.0,False,False,0.32,0.32,0.43,0.43,0.10999999999999999
00-0024243,2024,11,CHI,TE,0.0,False,False,0.0,0.0,0.32,0.32,0.32
00-0024243,2024,12,CHI,TE,0.0,False,False,0.0,0.0,0.47,0.47,0.47
00-0024243,2024,13,CHI,TE,0.0,False,False,0.0,0.0,0.37,0.37,0.37
00-0024243,2024,14,CHI,TE,0.0,False,False,0.0,0.0,0.27,0.27,0.27
00-0024243,2024,15,CHI,TE,0.0,False,False,0.0,0.0,0.35,0.35,0.35
00-0024243,2024,16,CHI,TE,0.0,False,False,0.0,0.0,0.42,0.42,0.42
00-0024243,2024,17,CHI,TE,0.0,False,False,0.0,0.0,0.27,0.27,0.27
00-0024243,2024,18,CHI,TE,0.0,False,False,0.0,0.0,0.26,0.26,0.26
00-0024243,2025,9,DEN,TE,0.0,False,False,0.07,0.07,0.21,0.21,0.13999999999999999
00-0024243,2025,10,DEN,TE,0.0,False,False,0.07,0.07,0.18,0.18,0.10999999999999999
00-0024243,2025,11,DEN,TE,0.0,False,False,0.06,0.06,0.27,0.27,0.21000000000000002
00-0024243,2025,13,DEN,TE,0.0,False,False,0.0,0.0,0.24,0.24,0.24
00-0024243,2025,14,DEN,TE,0.0,False,False,0.0,0.0,0.22,0.22,0.22
00-0024243,2025,15,DEN,TE,0.0,False,False,0.0,0.0,0.22,0.22,0.22
00-0024243,2025,16,DEN,TE,0.0,False,False,0.0,0.0,0.21,0.21,0.21
00-0024243,2025,17,DEN,TE,0.0,False,False,0.0,0.0,0.17,0.17,0.17
00-0024243,2025,18,DEN,TE,0.0,False,False,0.0,0.0,0.09,0.09,0.09
00-0026143,2024,1,ATL,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026143,2024,2,ATL,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026143,2024,3,ATL,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026143,2024,4,ATL,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026143,2024,5,ATL,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026143,2024,6,ATL,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026143,2024,7,ATL,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026143,2024,8,ATL,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026143,2024,9,ATL,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026143,2024,10,ATL,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026143,2024,11,ATL,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026143,2024,13,ATL,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026143,2024,14,ATL,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026143,2024,15,ATL,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026143,2024,16,ATL,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026143,2024,17,ATL,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026143,2024,18,ATL,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026158,2023,12,CLE,QB,0.0,False,False,2.23,2.23,2.23,2.23,0.0
00-0026158,2023,13,CLE,QB,16.16,False,False,1.98,14.18,1.98,14.18,0.0
00-0026158,2023,14,CLE,QB,22.34,True,False,2.26,20.08,2.26,20.08,0.0
00-0026158,2023,15,CLE,QB,16.86,True,False,11.16,5.699999999999999,11.16,5.699999999999999,0.0
00-0026158,2023,16,CLE,QB,22.82,False,False,18.53,4.289999999999999,18.53,4.289999999999999,0.0
00-0026158,2023,17,CLE,QB,22.66,False,False,20.75,1.9100000000000001,20.75,1.9100000000000001,0.0
00-0026158,2023,18,CLE,QB,0.0,False,False,20.79,20.79,20.79,20.79,0.0
00-0026158,2024,1,IND,QB,0.0,False,False,0.0,0.0,9.66,9.66,9.66
00-0026158,2024,2,IND,QB,0.0,False,False,10.37,10.37,9.58,9.58,-0.7899999999999991
00-0026158,2024,3,IND,QB,0.0,False,False,7.41,7.41,5.87,5.87,-1.54
00-0026158,2024,4,IND,QB,15.02,False,False,0.0,15.02,0.0,15.02,0.0
00-0026158,2024,5,IND,QB,28.56,False,False,3.35,25.209999999999997,5.4,23.159999999999997,-2.0500000000000007
00-0026158,2024,6,IND,QB,13.66,False,False,11.24,2.42,11.66,2.0,-0.41999999999999993
00-0026158,2024,7,IND,QB,0.0,False,False,19.52,19.52,12.59,12.59,-6.93
00-0026158,2024,8,IND,QB,0.0,False,False,11.13,11.13,10.41,10.41,-0.7200000000000006
00-0026158,2024,9,IND,QB,5.06,True,False,3.13,1.9299999999999997,2.33,2.7299999999999995,0.7999999999999998
00-0026158,2024,10,IND,QB,12.88,False,False,1.7,11.180000000000001,2.56,10.32,-0.8600000000000012
00-0026158,2024,11,IND,QB,0.0,False,False,4.68,4.68,6.17,6.17,1.4900000000000002
00-0026158,2024,12,IND,QB,0.0,False,False,5.98,5.98,6.5,6.5,0.5199999999999996
00-0026158,2024,13,IND,QB,0.0,False,False,3.85,3.85,4.59,4.59,0.7399999999999998
00-0026158,2024,15,IND,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026158,2024,16,IND,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026158,2024,17,IND,QB,17.3,False,False,0.0,17.3,0.0,17.3,0.0
00-0026158,2024,18,IND,QB,14.56,False,False,3.09,11.47,4.56,10.0,-1.4700000000000006
00-0026158,2025,1,CLE,QB,12.2,False,False,0.0,12.2,6.06,6.14,-6.06
00-0026158,2025,2,CLE,QB,10.76,False,False,5.08,5.68,5.09,5.67,-0.009999999999999787
00-0026158,2025,3,CLE,QB,3.68,False,False,5.51,1.8299999999999996,4.52,0.8399999999999994,-0.9900000000000002
00-0026158,2025,4,CLE,QB,3.36,False,False,8.3,4.940000000000001,10.78,7.42,2.4799999999999986
00-0026158,2025,5,CLE,QB,0.0,False,False,5.05,5.05,7.96,7.96,2.91
00-0026158,2025,6,CIN,QB,16.76,False,False,2.36,14.400000000000002,4.58,12.180000000000001,-2.2200000000000006
00-0026158,2025,7,CIN,QB,27.08,False,False,6.84,20.24,10.36,16.72,-3.5199999999999996
00-0026158,2025,8,CIN,QB,24.32,False,False,14.63,9.69,12.33,11.99,2.3000000000000007
00-0026158,2025,9,CIN,QB,30.8,False,False,21.19,9.61,24.64,6.16,-3.4499999999999993
00-0026158,2025,11,CIN,QB,9.96,False,False,26.74,16.779999999999998,15.34,5.379999999999999,-11.399999999999999
00-0026158,2025,12,CIN,QB,9.62,False,False,20.85,11.230000000000002,10.88,1.2600000000000016,-9.97
00-0026158,2025,13,CIN,QB,0.0,False,False,16.68,16.68,19.94,19.94,3.2600000000000016
00-0026158,2025,14,CIN,QB,0.0,False,False,8.4,8.4,8.38,8.38,-0.019999999999999574
00-0026158,2025,15,CIN,QB,0.0,False,False,5.59,5.59,4.98,4.98,-0.6099999999999994
00-0026158,2025,16,CIN,QB,0.16,False,False,0.0,0.16,0.0,0.16,0.0
00-0026158,2025,17,CIN,QB,1.46,False,False,0.05,1.41,0.05,1.41,0.0
00-0026158,2025,18,CIN,QB,0.2,False,False,0.48,0.27999999999999997,0.44,0.24,-0.03999999999999998
00-0026293,2023,1,NE,WR,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026293,2023,2,NE,WR,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026293,2023,3,NE,WR,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026293,2023,4,NE,WR,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026293,2023,5,NE,WR,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026293,2023,6,NE,WR,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026293,2023,7,NE,WR,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026293,2023,8,NE,WR,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026293,2023,9,NE,WR,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026293,2023,10,NE,WR,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026293,2023,12,NE,WR,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026293,2023,13,NE,WR,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026293,2023,14,NE,WR,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026293,2023,15,NE,WR,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026293,2023,16,NE,WR,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026293,2023,17,NE,WR,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026293,2023,18,NE,WR,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026300,2023,1,BAL,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026300,2023,2,BAL,QB,0.0,False,False,0.03,0.03,0.03,0.03,0.0
00-0026300,2023,3,BAL,QB,0.0,False,False,0.04,0.04,0.04,0.04,0.0
00-0026300,2023,4,BAL,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026300,2023,5,BAL,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026300,2023,6,BAL,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026300,2023,7,BAL,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026300,2023,8,BAL,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026300,2023,9,BAL,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026300,2023,10,BAL,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026300,2023,11,BAL,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026300,2023,12,BAL,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026300,2023,14,BAL,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026300,2023,15,BAL,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026300,2023,16,BAL,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026300,2023,17,BAL,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026300,2023,18,BAL,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026300,2024,1,BAL,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026300,2024,2,BAL,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026300,2024,3,BAL,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026300,2024,4,BAL,QB,0.04,False,False,0.0,0.04,0.0,0.04,0.0
00-0026300,2024,5,BAL,QB,0.0,False,False,0.02,0.02,0.03,0.03,0.009999999999999998
00-0026300,2024,6,BAL,QB,0.0,False,False,0.02,0.02,0.02,0.02,0.0
00-0026300,2024,7,BAL,QB,0.0,False,False,0.02,0.02,0.02,0.02,0.0
00-0026300,2024,8,BAL,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026300,2024,9,BAL,QB,0.2,False,False,0.0,0.2,0.0,0.2,0.0
00-0026300,2024,10,BAL,QB,0.0,False,False,0.09,0.09,0.06,0.06,-0.03
00-0026300,2024,11,BAL,QB,0.0,False,False,0.06,0.06,0.05,0.05,-0.009999999999999995
00-0026300,2024,12,BAL,QB,0.0,False,False,0.06,0.06,0.1,0.1,0.04000000000000001
00-0026300,2024,13,BAL,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026300,2024,15,BAL,QB,-0.1,True,False,0.0,0.1,0.0,0.1,0.0
00-0026300,2024,16,BAL,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026300,2024,17,BAL,QB,0.64,False,False,0.0,0.64,0.0,0.64,0.0
00-0026300,2024,18,BAL,QB,0.0,False,False,0.26,0.26,0.28,0.28,0.020000000000000018
00-0026300,2025,1,WAS,QB,0.0,False,False,0.0,0.0,0.07,0.07,0.07
00-0026300,2025,2,WAS,QB,0.0,False,False,0.07,0.07,0.06,0.06,-0.010000000000000009
00-0026300,2025,3,WAS,QB,0.0,False,False,0.06,0.06,0.05,0.05,-0.009999999999999995
00-0026300,2025,4,WAS,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026300,2025,5,WAS,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026300,2025,6,WAS,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026300,2025,7,WAS,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026300,2025,8,WAS,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026300,2025,9,WAS,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026300,2025,10,WAS,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026300,2025,11,WAS,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026300,2025,13,WAS,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026300,2025,14,WAS,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026300,2025,15,WAS,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026300,2025,16,WAS,QB,-0.28,False,False,0.0,0.28,0.0,0.28,0.0
00-0026300,2025,17,WAS,QB,8.92,False,False,-0.03,8.95,0.23,8.69,-0.2599999999999998
00-0026300,2025,18,WAS,QB,17.84,False,False,3.27,14.57,3.32,14.52,-0.05000000000000071
00-0026498,2023,1,LA,QB,14.46,False,False,0.0,14.46,0.0,14.46,0.0
00-0026498,2023,2,LA,QB,13.98,False,False,8.01,5.970000000000001,8.01,5.970000000000001,0.0
00-0026498,2023,3,LA,QB,11.46,False,False,7.61,3.8500000000000005,7.61,3.8500000000000005,0.0
00-0026498,2023,4,LA,QB,16.16,False,False,13.28,2.880000000000001,13.28,2.880000000000001,0.0
00-0026498,2023,5,LA,QB,16.88,False,False,13.95,2.9299999999999997,13.95,2.9299999999999997,0.0
00-0026498,2023,6,LA,QB,13.24,False,False,15.39,2.1500000000000004,15.39,2.1500000000000004,0.0
00-0026498,2023,7,LA,QB,12.04,False,False,15.76,3.7200000000000006,15.76,3.7200000000000006,0.0
00-0026498,2023,8,LA,QB,9.38,False,False,14.45,5.0699999999999985,14.45,5.0699999999999985,0.0
00-0026498,2023,9,LA,QB,0.0,False,False,12.08,12.08,12.08,12.08,0.0
00-0026498,2023,11,LA,QB,9.7,False,False,5.47,4.2299999999999995,5.47,4.2299999999999995,0.0
00-0026498,2023,12,LA,QB,23.36,False,False,4.92,18.439999999999998,4.92,18.439999999999998,0.0
00-0026498,2023,13,LA,QB,22.96,True,False,8.08,14.88,8.08,14.88,0.0
00-0026498,2023,14,LA,QB,23.66,True,False,19.19,4.469999999999999,19.19,4.469999999999999,0.0
00-0026498,2023,15,LA,QB,18.52,False,False,23.85,5.330000000000002,23.85,5.330000000000002,0.0
00-0026498,2023,16,LA,QB,20.72,True,False,21.8,1.0800000000000018,21.8,1.0800000000000018,0.0
00-0026498,2023,17,LA,QB,12.58,True,False,21.12,8.540000000000001,21.12,8.540000000000001,0.0
00-0026498,2023,18,LA,QB,0.0,False,False,18.31,18.31,18.31,18.31,0.0
00-0026498,2024,1,LA,QB,14.68,False,False,0.0,14.68,17.23,2.5500000000000007,-12.129999999999999
00-0026498,2024,2,LA,QB,8.64,False,False,13.73,5.09,13.63,4.99,-0.09999999999999964
00-0026498,2024,3,LA,QB,12.84,False,False,10.73,2.1099999999999994,11.02,1.8200000000000003,-0.28999999999999915
00-0026498,2024,4,LA,QB,6.86,True,False,11.61,4.749999999999999,13.17,6.31,1.5600000000000005
00-0026498,2024,5,LA,QB,12.4,False,False,9.04,3.360000000000001,14.19,1.7899999999999991,-1.570000000000002
00-0026498,2024,7,LA,QB,3.96,True,False,10.29,6.329999999999999,9.13,5.170000000000001,-1.1599999999999984
00-0026498,2024,8,LA,QB,24.76,True,False,6.95,17.810000000000002,11.84,12.920000000000002,-4.890000000000001
00-0026498,2024,9,LA,QB,17.92,False,False,11.68,6.240000000000002,17.06,0.860000000000003,-5.379999999999999
00-0026498,2024,10,LA,QB,9.72,False,False,13.08,3.3599999999999994,14.11,4.389999999999999,1.0299999999999994
00-0026498,2024,11,LA,QB,27.8,False,False,14.93,12.870000000000001,13.56,14.24,1.3699999999999992
00-0026498,2024,12,LA,QB,19.22,False,False,16.26,2.9599999999999973,12.62,6.6,3.6400000000000023
00-0026498,2024,13,LA,QB,15.62,False,False,16.68,1.0600000000000005,11.11,4.51,3.4499999999999993
00-0026498,2024,14,LA,QB,20.8,False,False,21.0,0.1999999999999993,15.02,5.780000000000001,5.580000000000002
00-0026498,2024,15,LA,QB,8.2,False,False,18.73,10.530000000000001,11.81,3.610000000000001,-6.92
00-0026498,2024,16,LA,QB,6.0,True,False,13.1,7.1,8.39,2.3900000000000006,-4.709999999999999
00-0026498,2024,17,LA,QB,9.16,False,False,10.9,1.7400000000000002,11.24,2.08,0.33999999999999986
00-0026498,2024,18,LA,QB,0.0,False,False,7.7,7.7,13.39,13.39,5.69
00-0026498,2025,1,LA,QB,13.8,False,False,0.0,13.8,10.35,3.450000000000001,-10.35
00-0026498,2025,2,LA,QB,17.92,False,False,11.81,6.110000000000001,14.27,3.650000000000002,-2.459999999999999
00-0026498,2025,3,LA,QB,13.84,False,False,13.64,0.1999999999999993,12.6,1.2400000000000002,1.040000000000001
00-0026498,2025,4,LA,QB,27.6,False,False,15.63,11.97,14.89,12.71,0.7400000000000002
00-0026498,2025,5,LA,QB,27.56,False,False,20.3,7.259999999999998,22.07,5.489999999999998,-1.7699999999999996
00-0026498,2025,6,LA,QB,11.54,False,False,23.46,11.920000000000002,17.36,5.82,-6.100000000000001
00-0026498,2025,7,LA,QB,27.48,False,False,22.21,5.27,24.04,3.4400000000000013,-1.8299999999999983
00-0026498,2025,9,LA,QB,27.24,False,False,22.19,5.049999999999997,23.68,3.5599999999999987,-1.4899999999999984
00-0026498,2025,10,LA,QB,27.2,False,False,22.15,5.050000000000001,23.04,4.16,-0.8900000000000006
00-0026498,2025,11,LA,QB,13.2,False,False,27.33,14.129999999999999,17.63,4.43,-9.7
00-0026498,2025,12,LA,QB,22.92,False,False,22.55,0.370000000000001,19.61,3.3100000000000023,2.9400000000000013
00-0026498,2025,13,LA,QB,13.72,False,False,21.11,7.389999999999999,21.77,8.049999999999999,0.6600000000000001
00-0026498,2025,14,LA,QB,23.24,False,False,17.5,5.739999999999998,19.53,3.7099999999999973,-2.030000000000001
00-0026498,2025,15,LA,QB,20.92,False,False,20.85,0.07000000000000028,23.87,2.9499999999999993,2.879999999999999
00-0026498,2025,16,LA,QB,30.88,False,False,19.97,10.91,16.6,14.279999999999998,3.3699999999999974
00-0026498,2025,17,LA,QB,12.76,False,False,25.55,12.790000000000001,19.98,7.220000000000001,-5.57
00-0026498,2025,18,LA,QB,26.66,False,False,22.41,4.25,20.59,6.07,1.8200000000000003
00-0026625,2023,1,LV,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
00-0026625,2023,2,LV,QB,0.0,False,False,0.13,0.13,0.13,0.13,0.0
00-0026625,2023,3,LV,QB,0.0,False,False,0.12,0.12,0.12,0.12,0.0
00-0026625,2023,4,LV,QB,0.0,False,False,0.0,0.0,0.0,0.0,0.0
