player_id,week,receiving_yards,receptions,targets,receiving_tds,player_name,team,position,season,fantasy_points
00-0035229,2,12.0,1.0,3.0,0,T.J. Hockenson,MIN,TE,2025,2.200000047683716
00-0035229,3,49.0,5.0,6.0,1,T.J. Hockenson,MIN,TE,2025,15.899999618530273
00-0035229,4,39.0,4.0,5.0,0,T.J. Hockenson,MIN,TE,2025,7.900000095367432
00-0035229,5,38.0,6.0,6.0,0,T.J. Hockenson,MIN,TE,2025,9.800000190734863
00-0035229,7,43.0,6.0,9.0,0,T.J. Hockenson,MIN,TE,2025,10.300000190734863
00-0035229,8,26.0,2.0,3.0,0,T.J. Hockenson,MIN,TE,2025,4.600000381469727
00-0035229,9,11.0,2.0,3.0,1,T.J. Hockenson,MIN,TE,2025,9.099999904632568
00-0035229,10,8.0,2.0,2.0,0,T.J. Hockenson,MIN,TE,2025,2.799999952316284
00-0035229,11,39.0,3.0,6.0,0,T.J. Hockenson,MIN,TE,2025,6.900000095367432
00-0035229,12,19.0,4.0,4.0,0,T.J. Hockenson,MIN,TE,2025,5.900000095367432
00-0035229,13,59.0,6.0,6.0,0,T.J. Hockenson,MIN,TE,2025,11.899999618530273
00-0035229,14,12.0,2.0,3.0,1,T.J. Hockenson,MIN,TE,2025,9.200000047683716
00-0035229,15,66.0,4.0,5.0,0,T.J. Hockenson,MIN,TE,2025,10.600000381469727
00-0035229,16,2.0,1.0,1.0,0,T.J. Hockenson,MIN,TE,2025,1.2000000476837158
00-0035249,1,5.0,1.0,2.0,0,Josh Oliver,MIN,TE,2025,1.5
00-0035249,3,12.0,1.0,1.0,1,Josh Oliver,MIN,TE,2025,8.200000047683716
00-0035249,4,0.0,0.0,1.0,0,Josh Oliver,MIN,TE,2025,0.0
00-0035249,5,35.0,2.0,3.0,1,Josh Oliver,MIN,TE,2025,11.5
00-0035249,7,9.0,1.0,1.0,0,Josh Oliver,MIN,TE,2025,1.9000000953674316
00-0035249,11,-3.0,1.0,1.0,0,Josh Oliver,MIN,TE,2025,0.699999988079071
00-0035249,12,4.0,1.0,1.0,0,Josh Oliver,MIN,TE,2025,1.399999976158142
00-0035249,14,24.0,2.0,2.0,2,Josh Oliver,MIN,TE,2025,16.40000009536743
00-0035249,15,18.0,1.0,1.0,0,Josh Oliver,MIN,TE,2025,2.8000001907348633
00-0035249,16,19.0,2.0,3.0,0,Josh Oliver,MIN,TE,2025,3.9000000953674316
00-0035249,17,8.0,1.0,2.0,0,Josh Oliver,MIN,TE,2025,1.7999999523162842
00-0035249,18,29.0,2.0,2.0,0,Josh Oliver,MIN,TE,2025,4.900000095367432
00-0035631,1,0.0,0.0,1.0,0,Drew Sample,CIN,TE,2025,0.0
00-0035631,2,7.0,1.0,2.0,0,Drew Sample,CIN,TE,2025,1.7000000476837158
00-0035631,3,20.0,2.0,3.0,1,Drew Sample,CIN,TE,2025,10.0
00-0035631,5,-1.0,1.0,1.0,0,Drew Sample,CIN,TE,2025,0.8999999761581421
00-0035631,6,-2.0,1.0,2.0,0,Drew Sample,CIN,TE,2025,0.800000011920929
00-0035631,12,0.0,1.0,1.0,0,Drew Sample,CIN,TE,2025,1.0
00-0035631,13,14.0,1.0,2.0,0,Drew Sample,CIN,TE,2025,2.4000000953674316
00-0035631,15,12.0,2.0,2.0,0,Drew Sample,CIN,TE,2025,3.200000047683716
00-0035631,16,31.0,2.0,2.0,0,Drew Sample,CIN,TE,2025,5.100000381469727
00-0035631,17,8.0,1.0,1.0,0,Drew Sample,CIN,TE,2025,1.7999999523162842
00-0035631,18,17.0,3.0,3.0,0,Drew Sample,CIN,TE,2025,4.699999809265137
00-0035644,1,26.0,4.0,5.0,1,Noah Fant,CIN,TE,2025,12.600000381469727
00-0035644,2,28.0,3.0,4.0,0,Noah Fant,CIN,TE,2025,5.800000190734863
00-0035644,3,26.0,5.0,5.0,1,Noah Fant,CIN,TE,2025,13.600000381469727
00-0035644,6,27.0,4.0,4.0,0,Noah Fant,CIN,TE,2025,6.699999809265137
00-0035644,7,44.0,4.0,4.0,1,Noah Fant,CIN,TE,2025,14.399999618530273
00-0035644,8,41.0,3.0,3.0,0,Noah Fant,CIN,TE,2025,7.099999904632568
00-0035644,9,28.0,2.0,3.0,1,Noah Fant,CIN,TE,2025,10.800000190734863
00-0035644,11,36.0,5.0,6.0,1,Noah Fant,CIN,TE,2025,14.600000381469727
00-0035644,12,9.0,1.0,1.0,0,Noah Fant,CIN,TE,2025,1.9000000953674316
00-0035644,13,3.0,1.0,2.0,0,Noah Fant,CIN,TE,2025,1.2999999523162842
00-0035644,14,15.0,1.0,2.0,0,Noah Fant,CIN,TE,2025,2.5
00-0035644,17,0.0,0.0,1.0,0,Noah Fant,CIN,TE,2025,0.0
00-0035644,18,5.0,1.0,1.0,1,Noah Fant,CIN,TE,2025,7.5
00-0035689,1,20.0,2.0,2.0,0,Dawson Knox,BUF,TE,2025,4.0
00-0035689,2,19.0,2.0,5.0,0,Dawson Knox,BUF,TE,2025,3.9000000953674316
00-0035689,4,0.0,0.0,1.0,0,Dawson Knox,BUF,TE,2025,0.0
00-0035689,5,15.0,2.0,2.0,0,Dawson Knox,BUF,TE,2025,3.5
00-0035689,6,19.0,1.0,2.0,1,Dawson Knox,BUF,TE,2025,8.900000095367432
00-0035689,8,15.0,1.0,1.0,0,Dawson Knox,BUF,TE,2025,2.5
00-0035689,9,30.0,1.0,1.0,0,Dawson Knox,BUF,TE,2025,4.0
00-0035689,10,37.0,3.0,4.0,0,Dawson Knox,BUF,TE,2025,6.699999809265137
00-0035689,11,23.0,1.0,3.0,0,Dawson Knox,BUF,TE,2025,3.299999952316284
00-0035689,12,17.0,3.0,4.0,0,Dawson Knox,BUF,TE,2025,4.699999809265137
00-0035689,13,28.0,3.0,4.0,0,Dawson Knox,BUF,TE,2025,5.800000190734863
00-0035689,14,93.0,6.0,8.0,0,Dawson Knox,BUF,TE,2025,15.300000190734863
00-0035689,15,37.0,3.0,4.0,2,Dawson Knox,BUF,TE,2025,18.699999809265137
00-0035689,16,10.0,1.0,2.0,0,Dawson Knox,BUF,TE,2025,2.0
00-0035689,17,30.0,5.0,5.0,0,Dawson Knox,BUF,TE,2025,8.0
00-0035689,18,24.0,2.0,2.0,1,Dawson Knox,BUF,TE,2025,10.400000095367432
00-0035689,19,30.0,3.0,3.0,0,Dawson Knox,BUF,TE,2025,6.0
00-0035689,20,32.0,3.0,5.0,0,Dawson Knox,BUF,TE,2025,6.199999809265137
00-0035956,17,0.0,0.0,1.0,0,Giovanni Ricci,DET,TE,2025,0.0
00-0036040,1,76.0,8.0,11.0,0,Juwan Johnson,NO,TE,2025,15.600000381469727
00-0036040,2,49.0,5.0,9.0,1,Juwan Johnson,NO,TE,2025,15.899999618530273
00-0036040,3,51.0,6.0,8.0,0,Juwan Johnson,NO,TE,2025,11.100000381469727
00-0036040,4,28.0,3.0,3.0,0,Juwan Johnson,NO,TE,2025,5.800000190734863
00-0036040,5,17.0,2.0,4.0,0,Juwan Johnson,NO,TE,2025,3.700000047683716
00-0036040,6,15.0,2.0,2.0,0,Juwan Johnson,NO,TE,2025,3.5
00-0036040,7,79.0,5.0,7.0,0,Juwan Johnson,NO,TE,2025,12.899999618530273
00-0036040,8,53.0,5.0,8.0,0,Juwan Johnson,NO,TE,2025,10.300000190734863
00-0036040,9,31.0,3.0,4.0,1,Juwan Johnson,NO,TE,2025,12.100000381469727
00-0036040,10,92.0,4.0,4.0,1,Juwan Johnson,NO,TE,2025,19.199999809265137
00-0036040,12,46.0,6.0,7.0,0,Juwan Johnson,NO,TE,2025,10.600000381469727
00-0036040,13,39.0,5.0,9.0,0,Juwan Johnson,NO,TE,2025,8.899999618530273
00-0036040,14,38.0,4.0,4.0,0,Juwan Johnson,NO,TE,2025,7.800000190734863
00-0036040,15,30.0,4.0,4.0,0,Juwan Johnson,NO,TE,2025,7.0
00-0036040,16,89.0,8.0,9.0,0,Juwan Johnson,NO,TE,2025,16.900001525878906
00-0036040,17,95.0,4.0,4.0,0,Juwan Johnson,NO,TE,2025,13.5
00-0036040,18,61.0,3.0,5.0,0,Juwan Johnson,NO,TE,2025,9.100000381469727
00-0036232,2,0.0,0.0,1.0,0,Harrison Bryant,HOU,TE,2025,0.0
00-0036232,5,5.0,1.0,2.0,0,Harrison Bryant,HOU,TE,2025,1.5
00-0036232,8,0.0,0.0,1.0,0,Harrison Bryant,HOU,TE,2025,0.0
00-0036232,9,2.0,1.0,2.0,0,Harrison Bryant,HOU,TE,2025,1.2000000476837158
00-0036232,20,21.0,3.0,6.0,0,Harrison Bryant,HOU,TE,2025,5.100000381469727
00-0036244,1,-6.0,2.0,2.0,0,Colby Parkinson,LA,TE,2025,1.399999976158142
00-0036244,4,17.0,2.0,2.0,0,Colby Parkinson,LA,TE,2025,3.700000047683716
00-0036244,5,0.0,0.0,1.0,0,Colby Parkinson,LA,TE,2025,0.0
00-0036244,7,47.0,3.0,3.0,0,Colby Parkinson,LA,TE,2025,7.700000286102295
00-0036244,9,10.0,2.0,2.0,0,Colby Parkinson,LA,TE,2025,3.0
00-0036244,10,41.0,4.0,5.0,1,Colby Parkinson,LA,TE,2025,14.100000381469727
00-0036244,11,14.0,2.0,2.0,1,Colby Parkinson,LA,TE,2025,9.400000095367432
00-0036244,12,41.0,4.0,4.0,1,Colby Parkinson,LA,TE,2025,14.100000381469727
00-0036244,13,27.0,4.0,5.0,0,Colby Parkinson,LA,TE,2025,6.699999809265137
00-0036244,14,32.0,3.0,5.0,1,Colby Parkinson,LA,TE,2025,12.199999809265137
00-0036244,15,75.0,5.0,7.0,2,Colby Parkinson,LA,TE,2025,24.5
00-0036244,16,21.0,2.0,4.0,0,Colby Parkinson,LA,TE,2025,4.100000381469727
00-0036244,17,53.0,6.0,7.0,0,Colby Parkinson,LA,TE,2025,11.300000190734863
00-0036244,18,36.0,4.0,7.0,2,Colby Parkinson,LA,TE,2025,19.600000381469727
00-0036244,19,34.0,2.0,3.0,1,Colby Parkinson,LA,TE,2025,11.400000095367432
00-0036244,20,56.0,3.0,7.0,0,Colby Parkinson,LA,TE,2025,8.600000381469727
00-0036244,21,62.0,3.0,4.0,0,Colby Parkinson,LA,TE,2025,9.200000762939453
00-0036290,1,31.0,1.0,4.0,0,Cole Kmet,CHI,TE,2025,4.100000381469727
00-0036290,2,29.0,2.0,2.0,0,Cole Kmet,CHI,TE,2025,4.900000095367432
00-0036290,3,10.0,1.0,1.0,1,Cole Kmet,CHI,TE,2025,8.0
00-0036290,4,46.0,3.0,9.0,0,Cole Kmet,CHI,TE,2025,7.599999904632568
00-0036290,6,0.0,1.0,2.0,0,Cole Kmet,CHI,TE,2025,1.0
00-0036290,7,16.0,1.0,1.0,0,Cole Kmet,CHI,TE,2025,2.5999999046325684
00-0036290,9,10.0,1.0,2.0,0,Cole Kmet,CHI,TE,2025,2.0
00-0036290,10,5.0,1.0,2.0,0,Cole Kmet,CHI,TE,2025,1.5
00-0036290,11,45.0,5.0,5.0,0,Cole Kmet,CHI,TE,2025,9.5
00-0036290,12,3.0,1.0,1.0,0,Cole Kmet,CHI,TE,2025,1.2999999523162842
00-0036290,13,36.0,3.0,3.0,1,Cole Kmet,CHI,TE,2025,12.600000381469727
00-0036290,14,42.0,2.0,3.0,0,Cole Kmet,CHI,TE,2025,6.200000286102295
00-0036290,15,28.0,2.0,4.0,0,Cole Kmet,CHI,TE,2025,4.800000190734863
00-0036290,16,14.0,2.0,3.0,0,Cole Kmet,CHI,TE,2025,3.4000000953674316
00-0036290,17,16.0,2.0,3.0,0,Cole Kmet,CHI,TE,2025,3.5999999046325684
00-0036290,18,16.0,2.0,4.0,0,Cole Kmet,CHI,TE,2025,3.5999999046325684
00-0036290,19,0.0,0.0,2.0,0,Cole Kmet,CHI,TE,2025,0.0
00-0036290,20,31.0,3.0,3.0,1,Cole Kmet,CHI,TE,2025,12.100000381469727
00-0036332,12,6.0,1.0,1.0,0,Josiah Deguara,ARI,TE,2025,1.600000023841858
00-0036332,14,0.0,0.0,1.0,0,Josiah Deguara,ARI,TE,2025,0.0
00-0036332,16,0.0,0.0,1.0,0,Josiah Deguara,ARI,TE,2025,0.0
00-0036332,18,15.0,2.0,2.0,1,Josiah Deguara,ARI,TE,2025,9.5
00-0036422,1,5.0,1.0,1.0,0,Adam Trautman,DEN,TE,2025,1.5
00-0036422,2,10.0,3.0,3.0,1,Adam Trautman,DEN,TE,2025,10.0
00-0036422,4,32.0,2.0,3.0,0,Adam Trautman,DEN,TE,2025,5.199999809265137
00-0036422,5,11.0,1.0,1.0,0,Adam Trautman,DEN,TE,2025,2.0999999046325684
00-0036422,9,25.0,2.0,2.0,0,Adam Trautman,DEN,TE,2025,4.5
00-0036422,10,2.0,1.0,1.0,0,Adam Trautman,DEN,TE,2025,1.2000000476837158
00-0036422,11,8.0,1.0,1.0,0,Adam Trautman,DEN,TE,2025,1.7999999523162842
00-0036422,13,47.0,3.0,4.0,0,Adam Trautman,DEN,TE,2025,7.700000286102295
00-0036422,14,17.0,2.0,2.0,0,Adam Trautman,DEN,TE,2025,3.700000047683716
00-0036422,16,14.0,2.0,3.0,0,Adam Trautman,DEN,TE,2025,3.4000000953674316
00-0036422,17,24.0,2.0,2.0,0,Adam Trautman,DEN,TE,2025,4.400000095367432
00-0036422,20,0.0,0.0,2.0,0,Adam Trautman,DEN,TE,2025,0.0
00-0036423,5,36.0,5.0,6.0,0,Albert Okwuegbunam,LV,TE,2025,8.600000381469727
00-0036429,3,-5.0,1.0,1.0,0,Charlie Woerner,ATL,TE,2025,0.5
00-0036429,7,0.0,0.0,1.0,0,Charlie Woerner,ATL,TE,2025,0.0
00-0036429,10,14.0,1.0,1.0,0,Charlie Woerner,ATL,TE,2025,2.4000000953674316
00-0036429,12,24.0,3.0,3.0,0,Charlie Woerner,ATL,TE,2025,5.400000095367432
00-0036429,15,12.0,2.0,2.0,0,Charlie Woerner,ATL,TE,2025,3.200000047683716
00-0036429,16,3.0,1.0,1.0,0,Charlie Woerner,ATL,TE,2025,1.2999999523162842
00-0036534,16,20.0,3.0,5.0,0,Shane Zylstra,DET,TE,2025,5.0
00-0036590,11,11.0,1.0,3.0,0,Quintin Morris,JAX,TE,2025,2.0999999046325684
00-0036590,13,14.0,1.0,2.0,0,Quintin Morris,JAX,TE,2025,2.4000000953674316
00-0036590,15,20.0,2.0,2.0,0,Quintin Morris,JAX,TE,2025,4.0
00-0036590,16,5.0,1.0,1.0,0,Quintin Morris,JAX,TE,2025,1.5
00-0036590,18,5.0,1.0,1.0,1,Quintin Morris,JAX,TE,2025,7.5
00-0036628,5,9.0,1.0,1.0,0,John Bates,WAS,TE,2025,1.9000000953674316
00-0036628,7,5.0,1.0,2.0,0,John Bates,WAS,TE,2025,1.5
00-0036628,8,22.0,1.0,1.0,0,John Bates,WAS,TE,2025,3.200000047683716
00-0036628,9,20.0,2.0,4.0,0,John Bates,WAS,TE,2025,4.0
00-0036628,10,6.0,1.0,2.0,0,John Bates,WAS,TE,2025,1.600000023841858
00-0036628,13,9.0,2.0,2.0,0,John Bates,WAS,TE,2025,2.9000000953674316
00-0036628,15,19.0,1.0,1.0,0,John Bates,WAS,TE,2025,2.9000000953674316
00-0036628,16,0.0,0.0,1.0,0,John Bates,WAS,TE,2025,0.0
00-0036628,18,13.0,2.0,2.0,1,John Bates,WAS,TE,2025,9.300000190734863
00-0036637,1,3.0,1.0,2.0,0,Noah Gray,KC,TE,2025,1.2999999523162842
00-0036637,2,1.0,1.0,5.0,0,Noah Gray,KC,TE,2025,1.100000023841858
00-0036637,3,17.0,3.0,6.0,0,Noah Gray,KC,TE,2025,4.699999809265137
00-0036637,4,1.0,1.0,1.0,0,Noah Gray,KC,TE,2025,1.100000023841858
00-0036637,6,25.0,2.0,2.0,0,Noah Gray,KC,TE,2025,4.5
00-0036637,7,28.0,1.0,1.0,0,Noah Gray,KC,TE,2025,3.799999952316284
00-0036637,8,23.0,2.0,4.0,0,Noah Gray,KC,TE,2025,4.300000190734863
00-0036637,9,0.0,0.0,1.0,0,Noah Gray,KC,TE,2025,0.0
00-0036637,11,9.0,2.0,3.0,0,Noah Gray,KC,TE,2025,2.9000000953674316
00-0036637,12,25.0,3.0,4.0,0,Noah Gray,KC,TE,2025,5.5
00-0036637,14,14.0,1.0,3.0,0,Noah Gray,KC,TE,2025,2.4000000953674316
00-0036637,17,2.0,1.0,1.0,0,Noah Gray,KC,TE,2025,1.2000000476837158
00-0036637,18,30.0,3.0,5.0,0,Noah Gray,KC,TE,2025,6.0
00-0036741,3,21.0,2.0,3.0,1,Jack Stoll,NO,TE,2025,10.100000381469727
00-0036741,4,7.0,1.0,1.0,0,Jack Stoll,NO,TE,2025,1.7000000476837158
00-0036741,7,0.0,0.0,1.0,0,Jack Stoll,NO,TE,2025,0.0
00-0036741,8,0.0,0.0,1.0,0,Jack Stoll,NO,TE,2025,0.0
00-0036741,12,7.0,1.0,1.0,0,Jack Stoll,NO,TE,2025,1.7000000476837158
00-0036741,14,0.0,0.0,1.0,0,Jack Stoll,NO,TE,2025,0.0
00-0036741,15,7.0,1.0,1.0,0,Jack Stoll,NO,TE,2025,1.7000000476837158
00-0036741,16,4.0,1.0,2.0,0,Jack Stoll,NO,TE,2025,1.399999976158142
00-0036754,2,28.0,3.0,3.0,1,Brock Wright,DET,TE,2025,11.800000190734863
00-0036754,5,9.0,2.0,3.0,1,Brock Wright,DET,TE,2025,8.900000095367432
00-0036754,7,23.0,3.0,3.0,0,Brock Wright,DET,TE,2025,5.300000190734863
00-0036754,9,11.0,1.0,1.0,0,Brock Wright,DET,TE,2025,2.0999999046325684
00-0036754,10,0.0,0.0,1.0,0,Brock Wright,DET,TE,2025,0.0
00-0036754,11,8.0,2.0,7.0,0,Brock Wright,DET,TE,2025,2.799999952316284
00-0036754,12,29.0,3.0,4.0,0,Brock Wright,DET,TE,2025,5.900000095367432
00-0036876,1,1.0,1.0,1.0,0,Kylen Granson,PHI,TE,2025,1.100000023841858
00-0036876,2,5.0,1.0,1.0,0,Kylen Granson,PHI,TE,2025,1.5
00-0036876,11,4.0,1.0,2.0,0,Kylen Granson,PHI,TE,2025,1.399999976158142
00-0036876,18,30.0,4.0,5.0,0,Kylen Granson,PHI,TE,2025,7.0
00-0036887,1,4.0,1.0,1.0,0,Luke Farrell,SF,TE,2025,1.399999976158142
00-0036887,2,15.0,2.0,3.0,1,Luke Farrell,SF,TE,2025,9.5
00-0036887,4,20.0,2.0,2.0,0,Luke Farrell,SF,TE,2025,4.0
00-0036887,5,8.0,1.0,2.0,0,Luke Farrell,SF,TE,2025,1.7999999523162842
00-0036887,7,11.0,1.0,1.0,0,Luke Farrell,SF,TE,2025,2.0999999046325684
00-0036887,9,9.0,1.0,1.0,0,Luke Farrell,SF,TE,2025,1.9000000953674316
00-0036887,10,15.0,2.0,2.0,1,Luke Farrell,SF,TE,2025,9.5
00-0036887,12,3.0,1.0,1.0,0,Luke Farrell,SF,TE,2025,1.2999999523162842
00-0036887,13,0.0,0.0,1.0,0,Luke Farrell,SF,TE,2025,0.0
00-0036887,19,0.0,0.0,1.0,0,Luke Farrell,SF,TE,2025,0.0
00-0036887,20,1.0,1.0,2.0,0,Luke Farrell,SF,TE,2025,1.100000023841858
00-0036894,1,28.0,3.0,3.0,0,Pat Freiermuth,PIT,TE,2025,5.800000190734863
00-0036894,2,31.0,3.0,4.0,0,Pat Freiermuth,PIT,TE,2025,6.100000381469727
00-0036894,3,6.0,1.0,3.0,0,Pat Freiermuth,PIT,TE,2025,1.600000023841858
00-0036894,6,11.0,1.0,1.0,0,Pat Freiermuth,PIT,TE,2025,2.0999999046325684
00-0036894,7,111.0,5.0,6.0,2,Pat Freiermuth,PIT,TE,2025,28.100000381469727
00-0036894,8,13.0,3.0,4.0,0,Pat Freiermuth,PIT,TE,2025,4.300000190734863
00-0036894,9,27.0,3.0,4.0,1,Pat Freiermuth,PIT,TE,2025,11.699999809265137
00-0036894,10,33.0,3.0,3.0,0,Pat Freiermuth,PIT,TE,2025,6.300000190734863
00-0036894,11,19.0,1.0,1.0,0,Pat Freiermuth,PIT,TE,2025,2.9000000953674316
00-0036894,12,19.0,3.0,3.0,1,Pat Freiermuth,PIT,TE,2025,10.900000095367432
00-0036894,14,9.0,2.0,3.0,0,Pat Freiermuth,PIT,TE,2025,2.9000000953674316
00-0036894,15,45.0,3.0,5.0,0,Pat Freiermuth,PIT,TE,2025,7.5
00-0036894,16,20.0,4.0,4.0,0,Pat Freiermuth,PIT,TE,2025,6.0
00-0036894,17,63.0,3.0,5.0,0,Pat Freiermuth,PIT,TE,2025,9.300000190734863
00-0036894,18,51.0,3.0,5.0,0,Pat Freiermuth,PIT,TE,2025,8.100000381469727
00-0036894,19,18.0,1.0,3.0,1,Pat Freiermuth,PIT,TE,2025,8.800000190734863
00-0036970,1,59.0,7.0,8.0,0,Kyle Pitts,ATL,TE,2025,12.899999618530273
00-0036970,2,37.0,4.0,5.0,0,Kyle Pitts,ATL,TE,2025,7.699999809265137
00-0036970,3,39.0,4.0,6.0,0,Kyle Pitts,ATL,TE,2025,7.900000095367432
00-0036970,4,70.0,5.0,5.0,1,Kyle Pitts,ATL,TE,2025,18.0
00-0036970,6,18.0,3.0,4.0,0,Kyle Pitts,ATL,TE,2025,4.800000190734863
00-0036970,7,62.0,7.0,10.0,0,Kyle Pitts,ATL,TE,2025,13.200000762939453
00-0036970,8,59.0,9.0,9.0,0,Kyle Pitts,ATL,TE,2025,14.899999618530273
00-0036970,9,38.0,4.0,7.0,0,Kyle Pitts,ATL,TE,2025,7.800000190734863
00-0036970,10,38.0,2.0,5.0,0,Kyle Pitts,ATL,TE,2025,5.800000190734863
00-0036970,11,14.0,2.0,3.0,0,Kyle Pitts,ATL,TE,2025,3.4000000953674316
00-0036970,12,25.0,2.0,5.0,1,Kyle Pitts,ATL,TE,2025,10.5
00-0036970,13,82.0,7.0,8.0,0,Kyle Pitts,ATL,TE,2025,15.199999809265137
00-0036970,14,90.0,6.0,10.0,0,Kyle Pitts,ATL,TE,2025,15.0
00-0036970,15,166.0,11.0,13.0,3,Kyle Pitts,ATL,TE,2025,45.60000038146973
00-0036970,16,57.0,7.0,9.0,1,Kyle Pitts,ATL,TE,2025,18.700000762939453
00-0036970,17,16.0,2.0,3.0,0,Kyle Pitts,ATL,TE,2025,3.5999999046325684
00-0036970,18,58.0,6.0,9.0,0,Kyle Pitts,ATL,TE,2025,11.800000190734863
00-0037004,1,6.0,1.0,1.0,1,Hunter Long,JAX,TE,2025,7.600000023841858
00-0037004,3,12.0,2.0,3.0,0,Hunter Long,JAX,TE,2025,3.200000047683716
00-0037004,4,23.0,3.0,3.0,1,Hunter Long,JAX,TE,2025,11.300000190734863
00-0037004,5,3.0,1.0,1.0,0,Hunter Long,JAX,TE,2025,1.2999999523162842
00-0037004,6,19.0,2.0,3.0,0,Hunter Long,JAX,TE,2025,3.9000000953674316
00-0037004,7,16.0,2.0,3.0,0,Hunter Long,JAX,TE,2025,3.5999999046325684
00-0037004,9,6.0,1.0,3.0,0,Hunter Long,JAX,TE,2025,1.600000023841858
00-0037005,1,2.0,1.0,1.0,0,Tommy Tremble,CAR,TE,2025,1.2000000476837158
00-0037005,2,20.0,3.0,3.0,0,Tommy Tremble,CAR,TE,2025,5.0
00-0037005,3,16.0,2.0,2.0,0,Tommy Tremble,CAR,TE,2025,3.5999999046325684
00-0037005,4,42.0,5.0,8.0,1,Tommy Tremble,CAR,TE,2025,15.200000762939453
00-0037005,5,7.0,1.0,2.0,0,Tommy Tremble,CAR,TE,2025,1.7000000476837158
00-0037005,6,39.0,4.0,4.0,0,Tommy Tremble,CAR,TE,2025,7.900000095367432
00-0037005,7,0.0,1.0,1.0,0,Tommy Tremble,CAR,TE,2025,1.0
00-0037005,8,4.0,1.0,1.0,0,Tommy Tremble,CAR,TE,2025,1.399999976158142
00-0037005,9,0.0,0.0,1.0,0,Tommy Tremble,CAR,TE,2025,0.0
00-0037005,11,54.0,1.0,2.0,0,Tommy Tremble,CAR,TE,2025,6.400000095367432
00-0037005,13,2.0,1.0,2.0,0,Tommy Tremble,CAR,TE,2025,1.2000000476837158
00-0037005,15,13.0,2.0,4.0,0,Tommy Tremble,CAR,TE,2025,3.3000001907348633
00-0037005,16,6.0,1.0,1.0,0,Tommy Tremble,CAR,TE,2025,1.600000023841858
00-0037005,17,6.0,1.0,1.0,0,Tommy Tremble,CAR,TE,2025,1.600000023841858
00-0037005,18,38.0,3.0,4.0,1,Tommy Tremble,CAR,TE,2025,12.800000190734863
00-0037005,19,22.0,3.0,3.0,0,Tommy Tremble,CAR,TE,2025,5.199999809265137
00-0037015,17,11.0,2.0,4.0,0,Sal Cannella,CLE,TE,2025,3.0999999046325684
00-0037015,18,0.0,0.0,1.0,0,Sal Cannella,CLE,TE,2025,0.0
00-0037086,2,6.0,1.0,2.0,0,Grant Calcaterra,PHI,TE,2025,1.600000023841858
00-0037086,4,16.0,1.0,2.0,0,Grant Calcaterra,PHI,TE,2025,2.5999999046325684
00-0037086,5,18.0,2.0,2.0,0,Grant Calcaterra,PHI,TE,2025,3.8000001907348633
00-0037086,10,0.0,0.0,1.0,0,Grant Calcaterra,PHI,TE,2025,0.0
00-0037086,12,8.0,1.0,1.0,0,Grant Calcaterra,PHI,TE,2025,1.7999999523162842
00-0037086,15,4.0,1.0,1.0,0,Grant Calcaterra,PHI,TE,2025,1.399999976158142
00-0037086,17,3.0,1.0,1.0,0,Grant Calcaterra,PHI,TE,2025,1.2999999523162842
00-0037086,18,21.0,2.0,3.0,1,Grant Calcaterra,PHI,TE,2025,10.100000381469727
00-0037112,1,15.0,3.0,3.0,1,Jake Tonges,SF,TE,2025,10.5
00-0037112,2,31.0,4.0,5.0,0,Jake Tonges,SF,TE,2025,7.100000381469727
00-0037112,3,21.0,2.0,3.0,0,Jake Tonges,SF,TE,2025,4.100000381469727
00-0037112,4,58.0,3.0,5.0,1,Jake Tonges,SF,TE,2025,14.800000190734863
00-0037112,5,41.0,7.0,11.0,1,Jake Tonges,SF,TE,2025,17.100000381469727
00-0037112,6,58.0,6.0,7.0,0,Jake Tonges,SF,TE,2025,11.800000190734863
00-0037112,8,2.0,1.0,1.0,1,Jake Tonges,SF,TE,2025,7.200000047683716
00-0037112,16,7.0,1.0,2.0,0,Jake Tonges,SF,TE,2025,1.7000000476837158
00-0037112,17,60.0,7.0,9.0,1,Jake Tonges,SF,TE,2025,19.0
00-0037112,19,14.0,1.0,3.0,0,Jake Tonges,SF,TE,2025,2.4000000953674316
00-0037112,20,59.0,5.0,6.0,0,Jake Tonges,SF,TE,2025,10.899999618530273
00-0037252,9,49.0,5.0,5.0,0,Greg Dulcich,MIA,TE,2025,9.899999618530273
00-0037252,10,22.0,1.0,4.0,0,Greg Dulcich,MIA,TE,2025,3.200000047683716
00-0037252,11,18.0,2.0,4.0,0,Greg Dulcich,MIA,TE,2025,3.8000001907348633
00-0037252,13,24.0,2.0,2.0,0,Greg Dulcich,MIA,TE,2025,4.400000095367432
00-0037252,14,41.0,3.0,3.0,0,Greg Dulcich,MIA,TE,2025,7.099999904632568
00-0037252,15,46.0,2.0,3.0,0,Greg Dulcich,MIA,TE,2025,6.599999904632568
00-0037252,16,46.0,3.0,3.0,0,Greg Dulcich,MIA,TE,2025,7.599999904632568
00-0037252,17,58.0,5.0,6.0,1,Greg Dulcich,MIA,TE,2025,16.800000190734863
00-0037252,18,31.0,3.0,4.0,0,Greg Dulcich,MIA,TE,2025,6.100000381469727
00-0037282,4,17.0,2.0,2.0,0,James Mitchell,CAR,TE,2025,3.700000047683716
00-0037282,5,11.0,1.0,1.0,0,James Mitchell,CAR,TE,2025,2.0999999046325684
