player,position,season,week,actual_ppr,prediction,model,fold,training_window,weighting_strategy,p25,p50,p75,p90
00-0033537,QB,2023,2,11.6,16.919999999999998,baseline_rolling5,2023,all,none,,,,
00-0033537,QB,2023,3,21.2,16.720000000000002,baseline_rolling5,2023,all,none,,,,
00-0033537,QB,2023,7,-1.8,18.6,baseline_rolling5,2023,all,none,,,,
00-0033537,QB,2023,9,19.0,13.86,baseline_rolling5,2023,all,none,,,,
00-0033537,QB,2023,10,16.2,14.14,baseline_rolling5,2023,all,none,,,,
00-0033662,QB,2023,1,0.0,2.08,baseline_rolling5,2023,all,none,,,,
00-0033662,QB,2023,4,0.6,1.28,baseline_rolling5,2023,all,none,,,,
00-0033662,QB,2023,5,0.1,0.36,baseline_rolling5,2023,all,none,,,,
00-0033662,QB,2023,8,-0.2,0.13999999999999999,baseline_rolling5,2023,all,none,,,,
00-0033662,QB,2023,10,1.2,0.1,baseline_rolling5,2023,all,none,,,,
00-0033662,QB,2023,11,0.3,0.33999999999999997,baseline_rolling5,2023,all,none,,,,
00-0033662,QB,2023,18,1.2,0.4,baseline_rolling5,2023,all,none,,,,
00-0033869,QB,2023,4,0.7,9.980000000000002,baseline_rolling5,2023,all,none,,,,
00-0033869,QB,2023,8,7.3,7.120000000000003,baseline_rolling5,2023,all,none,,,,
00-0033869,QB,2023,13,7.2,8.280000000000003,baseline_rolling5,2023,all,none,,,,
00-0033869,QB,2023,14,20.6,7.660000000000002,baseline_rolling5,2023,all,none,,,,
00-0033869,QB,2023,15,12.9,9.980000000000004,baseline_rolling5,2023,all,none,,,,
00-0033873,QB,2023,1,19.5,20.119999999999997,baseline_rolling5,2023,all,none,,,,
00-0033873,QB,2023,2,21.2,18.919999999999998,baseline_rolling5,2023,all,none,,,,
00-0033873,QB,2023,3,25.7,20.16,baseline_rolling5,2023,all,none,,,,
00-0033873,QB,2023,4,13.2,21.979999999999997,baseline_rolling5,2023,all,none,,,,
00-0033873,QB,2023,5,19.2,20.66,baseline_rolling5,2023,all,none,,,,
00-0033873,QB,2023,6,17.3,19.759999999999998,baseline_rolling5,2023,all,none,,,,
00-0033873,QB,2023,7,33.9,19.32,baseline_rolling5,2023,all,none,,,,
00-0033873,QB,2023,8,5.6,21.86,baseline_rolling5,2023,all,none,,,,
00-0033873,QB,2023,9,15.8,17.839999999999996,baseline_rolling5,2023,all,none,,,,
00-0033873,QB,2023,11,16.9,18.36,baseline_rolling5,2023,all,none,,,,
00-0033873,QB,2023,12,20.8,17.9,baseline_rolling5,2023,all,none,,,,
00-0033873,QB,2023,13,13.0,18.599999999999998,baseline_rolling5,2023,all,none,,,,
00-0033873,QB,2023,14,13.6,14.419999999999998,baseline_rolling5,2023,all,none,,,,
00-0033873,QB,2023,15,15.7,16.020000000000003,baseline_rolling5,2023,all,none,,,,
00-0033873,QB,2023,16,16.7,15.999999999999996,baseline_rolling5,2023,all,none,,,,
00-0033873,QB,2023,17,12.0,15.959999999999999,baseline_rolling5,2023,all,none,,,,
00-0033873,QB,2023,19,18.6,14.2,baseline_rolling5,2023,all,none,,,,
00-0033873,QB,2023,20,18.5,15.319999999999999,baseline_rolling5,2023,all,none,,,,
00-0033873,QB,2023,21,15.1,16.3,baseline_rolling5,2023,all,none,,,,
00-0033873,QB,2023,22,25.9,16.18,baseline_rolling5,2023,all,none,,,,
00-0033936,QB,2023,3,0.4,-0.16,baseline_rolling5,2023,all,none,,,,
00-0033936,QB,2023,6,-0.2,-0.12,baseline_rolling5,2023,all,none,,,,
00-0033936,QB,2023,10,0.2,-0.13999999999999999,baseline_rolling5,2023,all,none,,,,
00-0033936,QB,2023,11,0.0,-0.14,baseline_rolling5,2023,all,none,,,,
00-0033936,QB,2023,13,3.2,-0.08,baseline_rolling5,2023,all,none,,,,
00-0033936,QB,2023,16,8.4,0.72,baseline_rolling5,2023,all,none,,,,
00-0033936,QB,2023,17,9.5,2.3200000000000003,baseline_rolling5,2023,all,none,,,,
00-0033949,QB,2023,1,3.0,4.68,baseline_rolling5,2023,all,none,,,,
00-0033949,QB,2023,2,25.2,5.3,baseline_rolling5,2023,all,none,,,,
00-0033949,QB,2023,3,17.1,10.24,baseline_rolling5,2023,all,none,,,,
00-0033949,QB,2023,4,23.4,13.24,baseline_rolling5,2023,all,none,,,,
00-0033949,QB,2023,5,8.7,15.819999999999999,baseline_rolling5,2023,all,none,,,,
00-0033949,QB,2023,6,10.1,15.479999999999999,baseline_rolling5,2023,all,none,,,,
00-0033949,QB,2023,7,16.1,16.9,baseline_rolling5,2023,all,none,,,,
00-0033949,QB,2023,8,22.9,15.080000000000002,baseline_rolling5,2023,all,none,,,,
00-0033949,QB,2023,9,24.9,16.24,baseline_rolling5,2023,all,none,,,,
00-0033949,QB,2023,10,25.1,16.54,baseline_rolling5,2023,all,none,,,,
00-0033949,QB,2023,11,16.9,19.82,baseline_rolling5,2023,all,none,,,,
00-0033949,QB,2023,12,4.5,21.18,baseline_rolling5,2023,all,none,,,,
00-0033949,QB,2023,14,4.6,18.860000000000003,baseline_rolling5,2023,all,none,,,,
00-0033958,QB,2023,7,-0.4,2.08,baseline_rolling5,2023,all,none,,,,
00-0033958,QB,2023,18,0.0,1.6199999999999999,baseline_rolling5,2023,all,none,,,,
00-0034177,QB,2023,11,-0.6,4.08,baseline_rolling5,2023,all,none,,,,
00-0034177,QB,2023,12,7.4,3.96,baseline_rolling5,2023,all,none,,,,
00-0034177,QB,2023,13,4.1,3.5400000000000005,baseline_rolling5,2023,all,none,,,,
00-0034401,QB,2023,3,6.6,11.72,baseline_rolling5,2023,all,none,,,,
00-0034401,QB,2023,6,-2.4,12.64,baseline_rolling5,2023,all,none,,,,
00-0034401,QB,2023,12,-0.2,7.2,baseline_rolling5,2023,all,none,,,,
00-0034401,QB,2023,13,0.1,3.6599999999999993,baseline_rolling5,2023,all,none,,,,
00-0034401,QB,2023,15,0.0,1.5399999999999998,baseline_rolling5,2023,all,none,,,,
00-0034401,QB,2023,17,-2.0,0.82,baseline_rolling5,2023,all,none,,,,
00-0034438,QB,2023,18,-0.3,-0.09999999999999999,baseline_rolling5,2023,all,none,,,,
00-0034577,QB,2023,2,-0.2,5.26,baseline_rolling5,2023,all,none,,,,
00-0034577,QB,2023,3,-0.2,4.720000000000001,baseline_rolling5,2023,all,none,,,,
00-0034577,QB,2023,4,-0.3,4.44,baseline_rolling5,2023,all,none,,,,
00-0034577,QB,2023,6,0.0,3.04,baseline_rolling5,2023,all,none,,,,
00-0034577,QB,2023,11,-0.2,1.0799999999999998,baseline_rolling5,2023,all,none,,,,
00-0034577,QB,2023,15,-0.2,-0.18,baseline_rolling5,2023,all,none,,,,
00-0034577,QB,2023,17,-0.2,-0.18,baseline_rolling5,2023,all,none,,,,
00-0034771,QB,2023,15,0.1,7.340000000000001,baseline_rolling5,2023,all,none,,,,
00-0034771,QB,2023,16,20.0,7.360000000000001,baseline_rolling5,2023,all,none,,,,
00-0034771,QB,2023,17,11.5,11.440000000000001,baseline_rolling5,2023,all,none,,,,
00-0034771,QB,2023,18,8.0,10.0,baseline_rolling5,2023,all,none,,,,
00-0034771,QB,2023,19,16.8,8.540000000000001,baseline_rolling5,2023,all,none,,,,
00-0034796,QB,2023,1,6.6,15.440000000000001,baseline_rolling5,2023,all,none,,,,
00-0034796,QB,2023,2,22.9,12.4,baseline_rolling5,2023,all,none,,,,
00-0034796,QB,2023,3,28.2,13.48,baseline_rolling5,2023,all,none,,,,
00-0034796,QB,2023,4,28.1,16.02,baseline_rolling5,2023,all,none,,,,
00-0034796,QB,2023,5,9.9,17.419999999999998,baseline_rolling5,2023,all,none,,,,
00-0034796,QB,2023,6,17.1,19.14,baseline_rolling5,2023,all,none,,,,
00-0034796,QB,2023,7,33.9,21.24,baseline_rolling5,2023,all,none,,,,
00-0034796,QB,2023,8,12.0,23.44,baseline_rolling5,2023,all,none,,,,
00-0034796,QB,2023,9,11.5,20.2,baseline_rolling5,2023,all,none,,,,
00-0034796,QB,2023,10,13.0,16.880000000000003,baseline_rolling5,2023,all,none,,,,
00-0034796,QB,2023,11,24.0,17.5,baseline_rolling5,2023,all,none,,,,
00-0034796,QB,2023,12,15.0,18.880000000000003,baseline_rolling5,2023,all,none,,,,
00-0034796,QB,2023,14,31.6,15.1,baseline_rolling5,2023,all,none,,,,
00-0034796,QB,2023,15,18.5,19.02,baseline_rolling5,2023,all,none,,,,
00-0034796,QB,2023,16,22.6,20.419999999999998,baseline_rolling5,2023,all,none,,,,
00-0034796,QB,2023,17,36.3,22.34,baseline_rolling5,2023,all,none,,,,
00-0034796,QB,2023,20,36.1,24.8,baseline_rolling5,2023,all,none,,,,
00-0034796,QB,2023,21,18.6,29.02,baseline_rolling5,2023,all,none,,,,
00-0034855,QB,2023,1,16.0,9.540000000000001,baseline_rolling5,2023,all,none,,,,
00-0034855,QB,2023,2,18.4,9.9,baseline_rolling5,2023,all,none,,,,
00-0034855,QB,2023,3,10.0,12.28,baseline_rolling5,2023,all,none,,,,
00-0034855,QB,2023,4,22.9,10.8,baseline_rolling5,2023,all,none,,,,
00-0034855,QB,2023,6,6.8,14.559999999999999,baseline_rolling5,2023,all,none,,,,
00-0034855,QB,2023,7,16.2,14.819999999999999,baseline_rolling5,2023,all,none,,,,
00-0034855,QB,2023,8,21.4,14.86,baseline_rolling5,2023,all,none,,,,
00-0034855,QB,2023,9,19.0,15.459999999999999,baseline_rolling5,2023,all,none,,,,
00-0034855,QB,2023,10,18.3,17.259999999999998,baseline_rolling5,2023,all,none,,,,
00-0034855,QB,2023,11,10.3,16.34,baseline_rolling5,2023,all,none,,,,
00-0034855,QB,2023,12,13.4,17.04,baseline_rolling5,2023,all,none,,,,
00-0034855,QB,2023,13,9.9,16.48,baseline_rolling5,2023,all,none,,,,
00-0034855,QB,2023,14,20.1,14.180000000000001,baseline_rolling5,2023,all,none,,,,
00-0034855,QB,2023,15,29.0,14.4,baseline_rolling5,2023,all,none,,,,
00-0034855,QB,2023,16,19.8,16.54,baseline_rolling5,2023,all,none,,,,
00-0034855,QB,2023,17,16.3,18.440000000000005,baseline_rolling5,2023,all,none,,,,
00-0034855,QB,2023,18,6.2,19.020000000000003,baseline_rolling5,2023,all,none,,,,
00-0034855,QB,2023,19,27.1,18.28,baseline_rolling5,2023,all,none,,,,
00-0034855,QB,2023,20,23.5,19.68,baseline_rolling5,2023,all,none,,,,
00-0034857,QB,2023,1,11.0,23.2,baseline_rolling5,2023,all,none,,,,
00-0034857,QB,2023,2,23.7,18.619999999999997,baseline_rolling5,2023,all,none,,,,
00-0034857,QB,2023,3,21.3,19.16,baseline_rolling5,2023,all,none,,,,
00-0034857,QB,2023,4,36.5,19.06,baseline_rolling5,2023,all,none,,,,
00-0034857,QB,2023,5,27.8,21.94,baseline_rolling5,2023,all,none,,,,
00-0034857,QB,2023,6,13.9,24.06,baseline_rolling5,2023,all,none,,,,
00-0034857,QB,2023,7,24.3,24.64,baseline_rolling5,2023,all,none,,,,
00-0034857,QB,2023,8,29.1,24.759999999999998,baseline_rolling5,2023,all,none,,,,
00-0034857,QB,2023,9,24.7,26.32,baseline_rolling5,2023,all,none,,,,
00-0034857,QB,2023,10,14.4,23.96,baseline_rolling5,2023,all,none,,,,
00-0034857,QB,2023,11,22.5,21.28,baseline_rolling5,2023,all,none,,,,
00-0034857,QB,2023,12,39.7,23.0,baseline_rolling5,2023,all,none,,,,
00-0034857,QB,2023,14,20.5,26.080000000000002,baseline_rolling5,2023,all,none,,,,
00-0034857,QB,2023,15,16.2,24.360000000000003,baseline_rolling5,2023,all,none,,,,
00-0034857,QB,2023,16,25.0,22.660000000000004,baseline_rolling5,2023,all,none,,,,
00-0034857,QB,2023,17,21.2,24.78,baseline_rolling5,2023,all,none,,,,
00-0034857,QB,2023,18,23.1,24.52,baseline_rolling5,2023,all,none,,,,
00-0034857,QB,2023,19,33.5,21.2,baseline_rolling5,2023,all,none,,,,
00-0034857,QB,2023,20,30.6,23.8,baseline_rolling5,2023,all,none,,,,
00-0034869,QB,2023,1,-0.2,13.88,baseline_rolling5,2023,all,none,,,,
00-0034869,QB,2023,3,-0.1,11.48,baseline_rolling5,2023,all,none,,,,
00-0034869,QB,2023,4,-0.1,8.82,baseline_rolling5,2023,all,none,,,,
00-0034869,QB,2023,5,-0.1,4.42,baseline_rolling5,2023,all,none,,,,
00-0034869,QB,2023,10,-0.1,0.08,baseline_rolling5,2023,all,none,,,,
00-0034869,QB,2023,13,-0.1,-0.12000000000000002,baseline_rolling5,2023,all,none,,,,
00-0034869,QB,2023,15,0.6,-0.1,baseline_rolling5,2023,all,none,,,,
00-0034869,QB,2023,16,6.1,0.039999999999999994,baseline_rolling5,2023,all,none,,,,
00-0034869,QB,2023,17,-0.2,1.2799999999999998,baseline_rolling5,2023,all,none,,,,
00-0034869,QB,2023,18,17.5,1.2599999999999998,baseline_rolling5,2023,all,none,,,,
00-0034955,QB,2023,8,1.7,3.6,baseline_rolling5,2023,all,none,,,,
00-0034955,QB,2023,9,5.1,3.9400000000000004,baseline_rolling5,2023,all,none,,,,
00-0035100,QB,2023,1,-0.1,,baseline_rolling5,2023,all,none,,,,
00-0035100,QB,2023,11,10.7,-0.1,baseline_rolling5,2023,all,none,,,,
00-0035100,QB,2023,12,12.0,5.3,baseline_rolling5,2023,all,none,,,,
00-0035100,QB,2023,13,26.7,7.533333333333334,baseline_rolling5,2023,all,none,,,,
00-0035100,QB,2023,14,23.7,12.325,baseline_rolling5,2023,all,none,,,,
00-0035100,QB,2023,15,19.0,14.6,baseline_rolling5,2023,all,none,,,,
00-0035100,QB,2023,16,13.4,18.419999999999998,baseline_rolling5,2023,all,none,,,,
00-0035100,QB,2023,17,21.1,18.96,baseline_rolling5,2023,all,none,,,,
00-0035100,QB,2023,18,18.0,20.78,baseline_rolling5,2023,all,none,,,,
00-0035228,QB,2023,10,17.3,16.94,baseline_rolling5,2023,all,none,,,,
00-0035228,QB,2023,11,21.7,17.36,baseline_rolling5,2023,all,none,,,,
00-0035228,QB,2023,12,20.4,16.78,baseline_rolling5,2023,all,none,,,,
00-0035228,QB,2023,13,11.8,17.06,baseline_rolling5,2023,all,none,,,,
00-0035228,QB,2023,15,13.3,14.379999999999999,baseline_rolling5,2023,all,none,,,,
00-0035228,QB,2023,16,20.4,16.9,baseline_rolling5,2023,all,none,,,,
00-0035228,QB,2023,17,23.7,17.52,baseline_rolling5,2023,all,none,,,,
00-0035228,QB,2023,18,17.8,17.92,baseline_rolling5,2023,all,none,,,,
00-0035264,QB,2023,15,0.0,8.540000000000001,baseline_rolling5,2023,all,none,,,,
00-0035264,QB,2023,17,13.6,8.540000000000001,baseline_rolling5,2023,all,none,,,,
00-0035264,QB,2023,18,13.1,10.68,baseline_rolling5,2023,all,none,,,,
00-0035282,QB,2023,14,5.2,0.0,baseline_rolling5,2023,all,none,,,,
00-0035282,QB,2023,15,17.4,2.6,baseline_rolling5,2023,all,none,,,,
00-0035282,QB,2023,16,17.1,7.533333333333332,baseline_rolling5,2023,all,none,,,,
00-0035282,QB,2023,17,11.9,9.925,baseline_rolling5,2023,all,none,,,,
00-0035282,QB,2023,18,16.0,10.32,baseline_rolling5,2023,all,none,,,,
00-0035289,QB,2023,1,0.0,7.159999999999999,baseline_rolling5,2023,all,none,,,,
00-0035289,QB,2023,2,11.1,7.08,baseline_rolling5,2023,all,none,,,,
00-0035289,QB,2023,3,13.1,9.32,baseline_rolling5,2023,all,none,,,,
00-0035289,QB,2023,5,6.3,7.4,baseline_rolling5,2023,all,none,,,,
00-0035289,QB,2023,6,9.6,6.0600000000000005,baseline_rolling5,2023,all,none,,,,
00-0035289,QB,2023,7,27.1,8.02,baseline_rolling5,2023,all,none,,,,
00-0035289,QB,2023,8,14.8,13.440000000000001,baseline_rolling5,2023,all,none,,,,
00-0035289,QB,2023,9,9.6,14.180000000000001,baseline_rolling5,2023,all,none,,,,
00-0035289,QB,2023,10,5.7,13.48,baseline_rolling5,2023,all,none,,,,
00-0035289,QB,2023,12,14.6,13.36,baseline_rolling5,2023,all,none,,,,
00-0035289,QB,2023,13,18.7,14.360000000000003,baseline_rolling5,2023,all,none,,,,
00-0035289,QB,2023,14,14.1,12.679999999999998,baseline_rolling5,2023,all,none,,,,
00-0035289,QB,2023,15,20.6,12.54,baseline_rolling5,2023,all,none,,,,
00-0035289,QB,2023,16,9.1,14.739999999999998,baseline_rolling5,2023,all,none,,,,
00-0035289,QB,2023,17,13.3,15.419999999999998,baseline_rolling5,2023,all,none,,,,
00-0035289,QB,2023,18,8.5,15.16,baseline_rolling5,2023,all,none,,,,
00-0035704,QB,2023,4,3.6,9.86,baseline_rolling5,2023,all,none,,,,
00-0035704,QB,2023,11,-1.9,10.78,baseline_rolling5,2023,all,none,,,,
00-0035704,QB,2023,14,15.3,9.34,baseline_rolling5,2023,all,none,,,,
00-0035704,QB,2023,15,12.1,10.98,baseline_rolling5,2023,all,none,,,,
00-0035710,QB,2023,1,4.5,19.699999999999996,baseline_rolling5,2023,all,none,,,,
00-0035710,QB,2023,2,30.7,18.619999999999997,baseline_rolling5,2023,all,none,,,,
00-0035710,QB,2023,3,4.0,20.999999999999996,baseline_rolling5,2023,all,none,,,,
00-0035710,QB,2023,4,8.7,14.559999999999997,baseline_rolling5,2023,all,none,,,,
00-0035710,QB,2023,5,7.2,10.739999999999998,baseline_rolling5,2023,all,none,,,,
00-0035710,QB,2023,9,1.9,11.02,baseline_rolling5,2023,all,none,,,,
00-0035993,QB,2023,4,0.8,10.16,baseline_rolling5,2023,all,none,,,,
00-0035993,QB,2023,7,0.0,9.0,baseline_rolling5,2023,all,none,,,,
00-0035993,QB,2023,9,6.3,8.0,baseline_rolling5,2023,all,none,,,,
00-0035993,QB,2023,17,4.7,7.020000000000001,baseline_rolling5,2023,all,none,,,,
00-0035993,QB,2023,18,13.8,6.040000000000001,baseline_rolling5,2023,all,none,,,,
00-0036212,QB,2023,1,27.1,14.180000000000001,baseline_rolling5,2023,all,none,,,,
00-0036212,QB,2023,2,12.3,16.4,baseline_rolling5,2023,all,none,,,,
00-0036212,QB,2023,3,28.4,16.1,baseline_rolling5,2023,all,none,,,,
00-0036212,QB,2023,4,14.0,19.259999999999998,baseline_rolling5,2023,all,none,,,,
00-0036212,QB,2023,5,16.9,18.44,baseline_rolling5,2023,all,none,,,,
00-0036212,QB,2023,6,22.5,19.74,baseline_rolling5,2023,all,none,,,,
00-0036212,QB,2023,7,10.3,18.82,baseline_rolling5,2023,all,none,,,,
00-0036212,QB,2023,8,21.8,18.419999999999998,baseline_rolling5,2023,all,none,,,,
00-0036212,QB,2023,9,12.4,17.1,baseline_rolling5,2023,all,none,,,,
00-0036212,QB,2023,11,17.6,16.779999999999998,baseline_rolling5,2023,all,none,,,,
00-0036212,QB,2023,12,7.8,16.92,baseline_rolling5,2023,all,none,,,,
00-0036212,QB,2023,13,19.2,13.98,baseline_rolling5,2023,all,none,,,,
00-0036212,QB,2023,14,11.1,15.760000000000002,baseline_rolling5,2023,all,none,,,,
00-0036212,QB,2023,15,13.0,13.620000000000001,baseline_rolling5,2023,all,none,,,,
00-0036212,QB,2023,16,15.5,13.74,baseline_rolling5,2023,all,none,,,,
00-0036212,QB,2023,17,14.9,13.319999999999999,baseline_rolling5,2023,all,none,,,,
00-0036212,QB,2023,18,7.6,14.74,baseline_rolling5,2023,all,none,,,,
00-0036212,QB,2023,19,12.5,12.42,baseline_rolling5,2023,all,none,,,,
00-0036264,QB,2023,1,23.0,3.4,baseline_rolling5,2023,all,none,,,,
00-0036264,QB,2023,2,20.3,6.94,baseline_rolling5,2023,all,none,,,,
00-0036264,QB,2023,3,24.3,10.48,baseline_rolling5,2023,all,none,,,,
00-0036264,QB,2023,4,17.6,15.280000000000001,baseline_rolling5,2023,all,none,,,,
00-0036264,QB,2023,5,5.0,17.1,baseline_rolling5,2023,all,none,,,,
00-0036264,QB,2023,7,15.3,18.04,baseline_rolling5,2023,all,none,,,,
00-0036264,QB,2023,8,14.6,16.5,baseline_rolling5,2023,all,none,,,,
00-0036264,QB,2023,9,13.8,15.36,baseline_rolling5,2023,all,none,,,,
00-0036264,QB,2023,10,16.7,13.260000000000002,baseline_rolling5,2023,all,none,,,,
00-0036264,QB,2023,11,20.9,13.080000000000002,baseline_rolling5,2023,all,none,,,,
00-0036264,QB,2023,12,26.6,16.259999999999998,baseline_rolling5,2023,all,none,,,,
00-0036264,QB,2023,13,23.7,18.52,baseline_rolling5,2023,all,none,,,,
00-0036264,QB,2023,14,8.9,20.34,baseline_rolling5,2023,all,none,,,,
00-0036264,QB,2023,15,17.5,19.36,baseline_rolling5,2023,all,none,,,,
00-0036264,QB,2023,16,24.0,19.52,baseline_rolling5,2023,all,none,,,,
00-0036264,QB,2023,17,28.4,20.14,baseline_rolling5,2023,all,none,,,,
00-0036264,QB,2023,18,18.5,20.5,baseline_rolling5,2023,all,none,,,,
00-0036264,QB,2023,19,22.8,19.46,baseline_rolling5,2023,all,none,,,,
00-0036264,QB,2023,20,14.1,22.240000000000002,baseline_rolling5,2023,all,none,,,,
00-0036355,QB,2023,1,20.9,13.160000000000002,baseline_rolling5,2023,all,none,,,,
00-0036355,QB,2023,2,22.2,15.6,baseline_rolling5,2023,all,none,,,,
00-0036355,QB,2023,3,29.3,18.94,baseline_rolling5,2023,all,none,,,,
00-0036355,QB,2023,4,23.4,21.46,baseline_rolling5,2023,all,none,,,,
00-0036355,QB,2023,6,19.1,22.380000000000003,baseline_rolling5,2023,all,none,,,,
00-0036355,QB,2023,7,10.9,22.98,baseline_rolling5,2023,all,none,,,,
00-0036355,QB,2023,8,24.0,20.98,baseline_rolling5,2023,all,none,,,,
00-0036355,QB,2023,9,7.1,21.339999999999996,baseline_rolling5,2023,all,none,,,,
00-0036355,QB,2023,10,28.4,16.9,baseline_rolling5,2023,all,none,,,,
00-0036355,QB,2023,11,25.7,17.9,baseline_rolling5,2023,all,none,,,,
00-0036355,QB,2023,12,13.4,19.220000000000002,baseline_rolling5,2023,all,none,,,,
00-0036355,QB,2023,13,8.0,19.72,baseline_rolling5,2023,all,none,,,,
00-0036355,QB,2023,14,1.8,16.52,baseline_rolling5,2023,all,none,,,,
00-0036389,QB,2023,1,12.5,23.740000000000002,baseline_rolling5,2023,all,none,,,,
00-0036389,QB,2023,2,25.2,19.7,baseline_rolling5,2023,all,none,,,,
00-0036389,QB,2023,3,19.9,23.04,baseline_rolling5,2023,all,none,,,,
00-0036389,QB,2023,4,24.2,22.3,baseline_rolling5,2023,all,none,,,,
00-0036389,QB,2023,5,27.3,24.2,baseline_rolling5,2023,all,none,,,,
00-0036389,QB,2023,6,19.9,21.82,baseline_rolling5,2023,all,none,,,,
00-0036389,QB,2023,7,23.3,23.3,baseline_rolling5,2023,all,none,,,,
00-0036389,QB,2023,8,27.4,22.919999999999998,baseline_rolling5,2023,all,none,,,,
00-0036389,QB,2023,9,25.9,24.419999999999998,baseline_rolling5,2023,all,none,,,,
00-0036389,QB,2023,11,18.9,24.759999999999998,baseline_rolling5,2023,all,none,,,,
00-0036389,QB,2023,12,34.5,23.080000000000002,baseline_rolling5,2023,all,none,,,,
00-0036389,QB,2023,13,23.9,26.0,baseline_rolling5,2023,all,none,,,,
00-0036389,QB,2023,14,8.9,26.119999999999997,baseline_rolling5,2023,all,none,,,,
00-0036389,QB,2023,15,21.9,22.419999999999998,baseline_rolling5,2023,all,none,,,,
00-0036389,QB,2023,16,23.4,21.619999999999997,baseline_rolling5,2023,all,none,,,,
00-0036389,QB,2023,17,19.2,22.52,baseline_rolling5,2023,all,none,,,,
00-0036389,QB,2023,18,0.6,19.459999999999997,baseline_rolling5,2023,all,none,,,,
00-0036389,QB,2023,19,14.5,14.8,baseline_rolling5,2023,all,none,,,,
00-0036442,QB,2023,1,3.2,17.8,baseline_rolling5,2023,all,none,,,,
00-0036442,QB,2023,2,15.4,13.74,baseline_rolling5,2023,all,none,,,,
00-0036442,QB,2023,3,8.2,14.5,baseline_rolling5,2023,all,none,,,,
00-0036442,QB,2023,4,4.7,12.280000000000001,baseline_rolling5,2023,all,none,,,,
00-0036442,QB,2023,5,23.4,9.06,baseline_rolling5,2023,all,none,,,,
00-0036442,QB,2023,6,13.8,10.98,baseline_rolling5,2023,all,none,,,,
00-0036442,QB,2023,8,27.6,13.1,baseline_rolling5,2023,all,none,,,,
00-0036442,QB,2023,9,22.3,15.540000000000001,baseline_rolling5,2023,all,none,,,,
00-0036442,QB,2023,10,19.9,18.36,baseline_rolling5,2023,all,none,,,,
00-0036442,QB,2023,11,8.7,21.4,baseline_rolling5,2023,all,none,,,,
00-0036879,QB,2023,14,0.0,7.1,baseline_rolling5,2023,all,none,,,,
00-0036898,QB,2023,11,0.1,12.780000000000001,baseline_rolling5,2023,all,none,,,,
00-0036898,QB,2023,13,0.7,11.76,baseline_rolling5,2023,all,none,,,,
00-0036898,QB,2023,14,0.2,8.120000000000001,baseline_rolling5,2023,all,none,,,,
00-0036898,QB,2023,15,0.0,6.180000000000001,baseline_rolling5,2023,all,none,,,,
00-0036898,QB,2023,16,16.9,4.3,baseline_rolling5,2023,all,none,,,,
00-0036898,QB,2023,17,0.0,3.5799999999999996,baseline_rolling5,2023,all,none,,,,
00-0036898,QB,2023,19,-0.2,3.5599999999999996,baseline_rolling5,2023,all,none,,,,
00-0036928,QB,2023,10,-0.1,0.9,baseline_rolling5,2023,all,none,,,,
00-0036928,QB,2023,12,0.0,0.4,baseline_rolling5,2023,all,none,,,,
00-0036945,QB,2023,1,14.5,18.32,baseline_rolling5,2023,all,none,,,,
00-0036945,QB,2023,2,14.7,16.7,baseline_rolling5,2023,all,none,,,,
00-0036945,QB,2023,3,10.7,15.780000000000001,baseline_rolling5,2023,all,none,,,,
00-0036945,QB,2023,4,27.9,13.2,baseline_rolling5,2023,all,none,,,,
00-0036945,QB,2023,5,33.0,16.8,baseline_rolling5,2023,all,none,,,,
00-0036945,QB,2023,6,4.9,20.160000000000004,baseline_rolling5,2023,all,none,,,,
00-0036945,QB,2023,11,21.2,18.240000000000002,baseline_rolling5,2023,all,none,,,,
00-0036945,QB,2023,12,10.6,19.54,baseline_rolling5,2023,all,none,,,,
00-0036945,QB,2023,14,24.7,19.52,baseline_rolling5,2023,all,none,,,,
00-0036945,QB,2023,15,9.6,18.88,baseline_rolling5,2023,all,none,,,,
00-0036945,QB,2023,16,24.5,14.2,baseline_rolling5,2023,all,none,,,,
00-0036945,QB,2023,17,25.2,18.119999999999997,baseline_rolling5,2023,all,none,,,,
00-0036945,QB,2023,18,8.6,18.92,baseline_rolling5,2023,all,none,,,,
00-0036971,QB,2023,1,17.7,13.320000000000002,baseline_rolling5,2023,all,none,,,,
00-0036971,QB,2023,2,9.2,13.2,baseline_rolling5,2023,all,none,,,,
00-0036971,QB,2023,3,14.4,14.14,baseline_rolling5,2023,all,none,,,,
00-0036971,QB,2023,4,16.5,14.979999999999999,baseline_rolling5,2023,all,none,,,,
00-0036971,QB,2023,5,15.7,14.219999999999999,baseline_rolling5,2023,all,none,,,,
00-0036971,QB,2023,6,14.7,14.7,baseline_rolling5,2023,all,none,,,,
00-0036971,QB,2023,7,18.1,14.1,baseline_rolling5,2023,all,none,,,,
00-0036971,QB,2023,8,14.7,15.88,baseline_rolling5,2023,all,none,,,,
00-0036971,QB,2023,10,2.1,15.940000000000001,baseline_rolling5,2023,all,none,,,,
00-0036971,QB,2023,11,32.2,13.059999999999999,baseline_rolling5,2023,all,none,,,,
00-0036971,QB,2023,12,24.6,16.36,baseline_rolling5,2023,all,none,,,,
00-0036971,QB,2023,13,25.1,18.339999999999996,baseline_rolling5,2023,all,none,,,,
00-0036971,QB,2023,14,17.4,19.740000000000002,baseline_rolling5,2023,all,none,,,,
