player,position,season,week,actual_ppr,prediction,model,fold,training_window,weighting_strategy,p25,p50,p75,p90
00-0038476,QB,2023,12,10.2,13.073692593575789,baseline_position_role,2023,all,none,,,,
00-0038476,QB,2023,14,17.4,13.072274964838257,baseline_position_role,2023,all,none,,,,
00-0038476,QB,2023,15,10.7,13.06620840630473,baseline_position_role,2023,all,none,,,,
00-0038476,QB,2023,16,2.7,13.070107320478144,baseline_position_role,2023,all,none,,,,
00-0038476,QB,2023,18,0.6,13.061858974358975,baseline_position_role,2023,all,none,,,,
00-0038579,QB,2023,4,9.8,13.073967129755744,baseline_position_role,2023,all,none,,,,
00-0038579,QB,2023,7,5.0,13.071039381406223,baseline_position_role,2023,all,none,,,,
00-0038579,QB,2023,9,8.4,13.075373067643643,baseline_position_role,2023,all,none,,,,
00-0038579,QB,2023,10,8.4,13.07378217116395,baseline_position_role,2023,all,none,,,,
00-0038579,QB,2023,11,9.1,13.074050071022727,baseline_position_role,2023,all,none,,,,
00-0038579,QB,2023,12,13.9,13.073438329499204,baseline_position_role,2023,all,none,,,,
00-0038579,QB,2023,14,5.0,13.072655357299816,baseline_position_role,2023,all,none,,,,
00-0038579,QB,2023,15,25.9,13.0660012258121,baseline_position_role,2023,all,none,,,,
00-0038579,QB,2023,16,2.1,13.069202582446346,baseline_position_role,2023,all,none,,,,
00-0038579,QB,2023,17,20.3,13.068527212658669,baseline_position_role,2023,all,none,,,,
00-0038579,QB,2023,18,17.9,13.060779558250326,baseline_position_role,2023,all,none,,,,
00-0038582,QB,2023,7,0.2,13.07031376427223,baseline_position_role,2023,all,none,,,,
00-0038582,QB,2023,9,-0.9,13.074955325232308,baseline_position_role,2023,all,none,,,,
00-0038582,QB,2023,10,6.1,13.073365983971504,baseline_position_role,2023,all,none,,,,
00-0038582,QB,2023,12,2.0,13.073511457135274,baseline_position_role,2023,all,none,,,,
00-0038582,QB,2023,15,0.0,13.067124846786903,baseline_position_role,2023,all,none,,,,
00-0038582,QB,2023,17,0.0,13.069155872381119,baseline_position_role,2023,all,none,,,,
00-0038582,QB,2023,18,0.1,13.061198683526763,baseline_position_role,2023,all,none,,,,
00-0038583,QB,2023,3,0.0,13.078531073446326,baseline_position_role,2023,all,none,,,,
00-0038583,QB,2023,4,1.2,13.07366987470492,baseline_position_role,2023,all,none,,,,
00-0038583,QB,2023,8,0.4,13.073378136200716,baseline_position_role,2023,all,none,,,,
00-0038583,QB,2023,11,6.6,13.073697292498892,baseline_position_role,2023,all,none,,,,
00-0038583,QB,2023,12,11.5,13.072531847133757,baseline_position_role,2023,all,none,,,,
00-0038583,QB,2023,14,0.5,13.071945860432415,baseline_position_role,2023,all,none,,,,
00-0038583,QB,2023,15,0.2,13.065980915696404,baseline_position_role,2023,all,none,,,,
00-0038583,QB,2023,16,1.7,13.068245659949401,baseline_position_role,2023,all,none,,,,
00-0039150,QB,2023,1,7.5,13.067948600275354,baseline_position_role,2023,all,none,,,,
00-0039150,QB,2023,2,13.5,13.078958924160645,baseline_position_role,2023,all,none,,,,
00-0039150,QB,2023,4,7.2,13.072591920108943,baseline_position_role,2023,all,none,,,,
00-0039150,QB,2023,5,18.3,13.072955121245023,baseline_position_role,2023,all,none,,,,
00-0039150,QB,2023,6,12.7,13.065752930568081,baseline_position_role,2023,all,none,,,,
00-0039150,QB,2023,8,14.5,13.072242630588656,baseline_position_role,2023,all,none,,,,
00-0039150,QB,2023,9,9.0,13.073706781023855,baseline_position_role,2023,all,none,,,,
00-0039150,QB,2023,10,9.2,13.072745080580535,baseline_position_role,2023,all,none,,,,
00-0039150,QB,2023,11,5.2,13.07312266998047,baseline_position_role,2023,all,none,,,,
00-0039150,QB,2023,12,8.1,13.072392746572312,baseline_position_role,2023,all,none,,,,
00-0039150,QB,2023,13,7.1,13.07209240807689,baseline_position_role,2023,all,none,,,,
00-0039150,QB,2023,14,7.5,13.070841022936989,baseline_position_role,2023,all,none,,,,
00-0039150,QB,2023,15,7.6,13.06485469187675,baseline_position_role,2023,all,none,,,,
00-0039150,QB,2023,16,22.2,13.06725401256106,baseline_position_role,2023,all,none,,,,
00-0039150,QB,2023,17,2.7,13.068019819193324,baseline_position_role,2023,all,none,,,,
00-0039150,QB,2023,18,4.2,13.060076210271067,baseline_position_role,2023,all,none,,,,
00-0039152,QB,2023,8,26.6,13.072370542913456,baseline_position_role,2023,all,none,,,,
00-0039152,QB,2023,9,8.7,13.073342862247634,baseline_position_role,2023,all,none,,,,
00-0039152,QB,2023,10,6.0,13.072400284900286,baseline_position_role,2023,all,none,,,,
00-0039152,QB,2023,11,12.5,13.072423892784236,baseline_position_role,2023,all,none,,,,
00-0039152,QB,2023,12,7.1,13.071952945338758,baseline_position_role,2023,all,none,,,,
00-0039152,QB,2023,13,11.5,13.071565861400106,baseline_position_role,2023,all,none,,,,
00-0039152,QB,2023,14,16.6,13.070351493848857,baseline_position_role,2023,all,none,,,,
00-0039152,QB,2023,15,14.5,13.06437636761488,baseline_position_role,2023,all,none,,,,
00-0039152,QB,2023,17,-1.4,13.067118644067797,baseline_position_role,2023,all,none,,,,
00-0039163,QB,2023,1,10.7,13.067437591776798,baseline_position_role,2023,all,none,,,,
00-0039163,QB,2023,2,21.5,13.078997438712038,baseline_position_role,2023,all,none,,,,
00-0039163,QB,2023,3,20.6,13.077339407744873,baseline_position_role,2023,all,none,,,,
00-0039163,QB,2023,4,21.8,13.07205882352941,baseline_position_role,2023,all,none,,,,
00-0039163,QB,2023,5,14.2,13.073428028589523,baseline_position_role,2023,all,none,,,,
00-0039163,QB,2023,6,14.2,13.065719953115138,baseline_position_role,2023,all,none,,,,
00-0039163,QB,2023,8,12.9,13.073582370330556,baseline_position_role,2023,all,none,,,,
00-0039163,QB,2023,9,40.8,13.072952210808397,baseline_position_role,2023,all,none,,,,
00-0039163,QB,2023,10,19.0,13.071770675687707,baseline_position_role,2023,all,none,,,,
00-0039163,QB,2023,11,15.3,13.072373091941783,baseline_position_role,2023,all,none,,,,
00-0039163,QB,2023,12,30.9,13.071424781109048,baseline_position_role,2023,all,none,,,,
00-0039163,QB,2023,13,16.1,13.07142731199859,baseline_position_role,2023,all,none,,,,
00-0039163,QB,2023,14,3.6,13.070661629030841,baseline_position_role,2023,all,none,,,,
00-0039163,QB,2023,17,12.9,13.065861289761862,baseline_position_role,2023,all,none,,,,
00-0039163,QB,2023,18,20.6,13.059308971250433,baseline_position_role,2023,all,none,,,,
00-0039163,QB,2023,19,23.1,13.066066949225844,baseline_position_role,2023,all,none,,,,
00-0039163,QB,2023,20,7.9,13.072720200535914,baseline_position_role,2023,all,none,,,,
00-0039164,QB,2023,1,20.9,13.067220335872259,baseline_position_role,2023,all,none,,,,
00-0039164,QB,2023,2,17.7,13.079767675843776,baseline_position_role,2023,all,none,,,,
00-0039164,QB,2023,4,29.6,13.072851048379777,baseline_position_role,2023,all,none,,,,
00-0039164,QB,2023,5,4.4,13.073529943911705,baseline_position_role,2023,all,none,,,,
00-0023459,QB,2023,1,0.0,15.679466666666666,existing_methodology,2023,all,none,,,,
00-0026158,QB,2023,13,16.2,5.992771084337349,existing_methodology,2023,all,none,,,,
00-0026158,QB,2023,14,20.3,10.595454545454546,existing_methodology,2023,all,none,,,,
00-0026158,QB,2023,15,16.9,12.345669811320752,existing_methodology,2023,all,none,,,,
00-0026158,QB,2023,16,24.8,14.48108108108108,existing_methodology,2023,all,none,,,,
00-0026158,QB,2023,17,22.7,15.231147540983601,existing_methodology,2023,all,none,,,,
00-0026158,QB,2023,19,13.6,14.876561983471069,existing_methodology,2023,all,none,,,,
00-0026498,QB,2023,1,14.5,15.231147540983601,existing_methodology,2023,all,none,,,,
00-0026498,QB,2023,2,14.0,14.876561983471069,existing_methodology,2023,all,none,,,,
00-0026498,QB,2023,3,11.5,15.679466666666666,existing_methodology,2023,all,none,,,,
00-0026498,QB,2023,4,16.2,15.679466666666666,existing_methodology,2023,all,none,,,,
00-0026498,QB,2023,5,16.9,15.679466666666666,existing_methodology,2023,all,none,,,,
00-0026498,QB,2023,6,13.2,14.876561983471069,existing_methodology,2023,all,none,,,,
00-0026498,QB,2023,7,14.0,14.876561983471069,existing_methodology,2023,all,none,,,,
00-0026498,QB,2023,8,11.4,13.985185185185188,existing_methodology,2023,all,none,,,,
00-0026498,QB,2023,11,9.7,13.985185185185188,existing_methodology,2023,all,none,,,,
00-0026498,QB,2023,12,23.4,14.312188405797098,existing_methodology,2023,all,none,,,,
00-0026498,QB,2023,13,23.0,15.231147540983601,existing_methodology,2023,all,none,,,,
00-0026498,QB,2023,14,23.7,15.679466666666666,existing_methodology,2023,all,none,,,,
00-0026498,QB,2023,15,18.5,16.241284403669727,existing_methodology,2023,all,none,,,,
00-0026498,QB,2023,16,20.7,15.679466666666666,existing_methodology,2023,all,none,,,,
00-0026498,QB,2023,17,12.6,16.241284403669727,existing_methodology,2023,all,none,,,,
00-0026498,QB,2023,19,22.7,14.876561983471069,existing_methodology,2023,all,none,,,,
00-0026625,QB,2023,1,0.0,2.9163636363636365,existing_methodology,2023,all,none,,,,
00-0026625,QB,2023,6,3.8,2.9163636363636365,existing_methodology,2023,all,none,,,,
00-0026625,QB,2023,7,1.2,2.9163636363636365,existing_methodology,2023,all,none,,,,
00-0027948,QB,2023,3,-2.9,2.9163636363636365,existing_methodology,2023,all,none,,,,
00-0027948,QB,2023,18,8.8,2.9163636363636365,existing_methodology,2023,all,none,,,,
00-0027973,QB,2023,2,0.0,9.636842105263156,existing_methodology,2023,all,none,,,,
00-0027973,QB,2023,3,23.5,9.591666666666667,existing_methodology,2023,all,none,,,,
00-0027973,QB,2023,5,0.1,10.242857142857144,existing_methodology,2023,all,none,,,,
00-0028118,QB,2023,1,0.2,2.9163636363636365,existing_methodology,2023,all,none,,,,
00-0028118,QB,2023,3,0.2,2.9163636363636365,existing_methodology,2023,all,none,,,,
00-0028118,QB,2023,4,0.0,2.9163636363636365,existing_methodology,2023,all,none,,,,
00-0028118,QB,2023,5,4.8,2.9163636363636365,existing_methodology,2023,all,none,,,,
00-0028118,QB,2023,6,10.4,2.9163636363636365,existing_methodology,2023,all,none,,,,
00-0028118,QB,2023,7,21.7,9.671428571428573,existing_methodology,2023,all,none,,,,
00-0028118,QB,2023,8,3.6,12.345669811320752,existing_methodology,2023,all,none,,,,
00-0028118,QB,2023,15,0.5,10.595454545454546,existing_methodology,2023,all,none,,,,
00-0028118,QB,2023,16,9.4,10.242857142857144,existing_methodology,2023,all,none,,,,
00-0028118,QB,2023,17,18.8,9.636842105263156,existing_methodology,2023,all,none,,,,
00-0028118,QB,2023,18,17.7,12.345669811320752,existing_methodology,2023,all,none,,,,
00-0028986,QB,2023,15,11.3,5.6279999999999974,existing_methodology,2023,all,none,,,,
00-0028986,QB,2023,16,-1.5,5.701344917407842,existing_methodology,2023,all,none,,,,
00-0029263,QB,2023,1,15.2,18.332836555360277,existing_methodology,2023,all,none,,,,
00-0029263,QB,2023,2,25.9,18.332836555360277,existing_methodology,2023,all,none,,,,
00-0029263,QB,2023,3,14.2,18.332836555360277,existing_methodology,2023,all,none,,,,
00-0029263,QB,2023,4,22.2,15.9462,existing_methodology,2023,all,none,,,,
00-0029263,QB,2023,5,18.7,17.73887356321839,existing_methodology,2023,all,none,,,,
00-0029263,QB,2023,6,6.9,16.549240875912407,existing_methodology,2023,all,none,,,,
00-0029263,QB,2023,7,13.9,16.549240875912407,existing_methodology,2023,all,none,,,,
00-0029263,QB,2023,8,17.6,15.679466666666666,existing_methodology,2023,all,none,,,,
00-0029263,QB,2023,10,18.7,14.876561983471069,existing_methodology,2023,all,none,,,,
00-0029263,QB,2023,11,14.5,15.9462,existing_methodology,2023,all,none,,,,
00-0029263,QB,2023,12,16.8,15.9462,existing_methodology,2023,all,none,,,,
00-0029263,QB,2023,13,15.8,17.73887356321839,existing_methodology,2023,all,none,,,,
00-0029263,QB,2023,14,15.5,16.241284403669727,existing_methodology,2023,all,none,,,,
00-0029263,QB,2023,15,17.5,18.332836555360277,existing_methodology,2023,all,none,,,,
00-0029263,QB,2023,16,23.5,16.549240875912407,existing_methodology,2023,all,none,,,,
00-0029604,QB,2023,1,16.5,18.332836555360277,existing_methodology,2023,all,none,,,,
00-0029604,QB,2023,2,28.6,18.332836555360277,existing_methodology,2023,all,none,,,,
00-0029604,QB,2023,3,25.7,18.332836555360277,existing_methodology,2023,all,none,,,,
00-0029604,QB,2023,4,9.6,19.666845070422536,existing_methodology,2023,all,none,,,,
00-0029604,QB,2023,5,19.9,18.332836555360277,existing_methodology,2023,all,none,,,,
00-0029604,QB,2023,6,8.7,18.332836555360277,existing_methodology,2023,all,none,,,,
00-0029604,QB,2023,7,21.0,16.3162493721467,existing_methodology,2023,all,none,,,,
00-0029604,QB,2023,8,19.9,18.332836555360277,existing_methodology,2023,all,none,,,,
00-0029701,QB,2023,1,2.4,15.9462,existing_methodology,2023,all,none,,,,
00-0029701,QB,2023,2,21.0,16.241284403669727,existing_methodology,2023,all,none,,,,
00-0029701,QB,2023,3,4.2,15.9462,existing_methodology,2023,all,none,,,,
00-0029701,QB,2023,4,12.7,14.312188405797098,existing_methodology,2023,all,none,,,,
00-0029701,QB,2023,5,9.8,14.312188405797098,existing_methodology,2023,all,none,,,,
00-0029701,QB,2023,6,1.0,15.231147540983601,existing_methodology,2023,all,none,,,,
00-0029701,QB,2023,16,9.8,14.312188405797098,existing_methodology,2023,all,none,,,,
00-0029701,QB,2023,17,6.7,13.985185185185188,existing_methodology,2023,all,none,,,,
00-0029701,QB,2023,18,12.4,12.345669811320752,existing_methodology,2023,all,none,,,,
00-0030533,QB,2023,17,-0.3,2.9163636363636365,existing_methodology,2023,all,none,,,,
00-0030565,QB,2023,1,9.1,18.332836555360277,existing_methodology,2023,all,none,,,,
00-0030565,QB,2023,2,23.1,16.241284403669727,existing_methodology,2023,all,none,,,,
00-0030565,QB,2023,3,15.4,18.332836555360277,existing_methodology,2023,all,none,,,,
00-0030565,QB,2023,4,9.2,17.73887356321839,existing_methodology,2023,all,none,,,,
00-0030565,QB,2023,6,11.0,18.332836555360277,existing_methodology,2023,all,none,,,,
00-0030565,QB,2023,7,13.8,18.332836555360277,existing_methodology,2023,all,none,,,,
00-0030565,QB,2023,8,13.9,18.332836555360277,existing_methodology,2023,all,none,,,,
00-0030565,QB,2023,9,2.7,18.332836555360277,existing_methodology,2023,all,none,,,,
00-0030565,QB,2023,10,24.1,16.549240875912407,existing_methodology,2023,all,none,,,,
00-0030565,QB,2023,11,13.2,16.241284403669727,existing_methodology,2023,all,none,,,,
00-0030565,QB,2023,12,7.3,16.549240875912407,existing_methodology,2023,all,none,,,,
00-0030565,QB,2023,13,30.0,16.241284403669727,existing_methodology,2023,all,none,,,,
00-0030565,QB,2023,16,17.3,15.9462,existing_methodology,2023,all,none,,,,
00-0030565,QB,2023,17,16.9,16.28582422127875,existing_methodology,2023,all,none,,,,
00-0030565,QB,2023,18,20.4,17.73887356321839,existing_methodology,2023,all,none,,,,
00-0031237,QB,2023,5,-0.2,5.992771084337349,existing_methodology,2023,all,none,,,,
00-0031280,QB,2023,1,14.6,15.679466666666666,existing_methodology,2023,all,none,,,,
00-0031280,QB,2023,2,6.7,15.9462,existing_methodology,2023,all,none,,,,
00-0031280,QB,2023,3,8.1,15.679466666666666,existing_methodology,2023,all,none,,,,
00-0031280,QB,2023,4,3.2,14.312188405797098,existing_methodology,2023,all,none,,,,
00-0031280,QB,2023,5,15.7,13.985185185185188,existing_methodology,2023,all,none,,,,
00-0031280,QB,2023,6,16.3,13.985185185185188,existing_methodology,2023,all,none,,,,
00-0031280,QB,2023,7,17.4,15.679466666666666,existing_methodology,2023,all,none,,,,
00-0031280,QB,2023,8,18.3,15.9462,existing_methodology,2023,all,none,,,,
00-0031280,QB,2023,9,16.7,15.679466666666666,existing_methodology,2023,all,none,,,,
00-0031280,QB,2023,10,5.4,15.679466666666666,existing_methodology,2023,all,none,,,,
00-0031280,QB,2023,12,10.9,14.312188405797098,existing_methodology,2023,all,none,,,,
00-0031280,QB,2023,13,8.9,14.876561983471069,existing_methodology,2023,all,none,,,,
00-0031280,QB,2023,14,10.8,14.312188405797098,existing_methodology,2023,all,none,,,,
00-0031280,QB,2023,15,20.3,14.48108108108108,existing_methodology,2023,all,none,,,,
00-0031280,QB,2023,16,25.0,15.9462,existing_methodology,2023,all,none,,,,
00-0031280,QB,2023,17,15.6,15.9462,existing_methodology,2023,all,none,,,,
00-0031280,QB,2023,18,27.2,15.9462,existing_methodology,2023,all,none,,,,
00-0031288,QB,2023,14,0.0,5.992771084337349,existing_methodology,2023,all,none,,,,
00-0031288,QB,2023,18,0.8,2.9163636363636365,existing_methodology,2023,all,none,,,,
00-0031345,QB,2023,1,15.1,14.312188405797098,existing_methodology,2023,all,none,,,,
00-0031345,QB,2023,2,7.5,15.9462,existing_methodology,2023,all,none,,,,
00-0031345,QB,2023,3,17.7,15.9462,existing_methodology,2023,all,none,,,,
00-0031345,QB,2023,5,10.7,15.9462,existing_methodology,2023,all,none,,,,
00-0031345,QB,2023,6,8.9,15.679466666666666,existing_methodology,2023,all,none,,,,
00-0031345,QB,2023,8,4.2,15.679466666666666,existing_methodology,2023,all,none,,,,
00-0031345,QB,2023,18,0.0,12.345669811320752,existing_methodology,2023,all,none,,,,
00-0031503,QB,2023,3,4.0,14.876561983471069,existing_methodology,2023,all,none,,,,
00-0031503,QB,2023,4,-2.0,12.345669811320752,existing_methodology,2023,all,none,,,,
00-0031503,QB,2023,5,-0.4,5.992771084337349,existing_methodology,2023,all,none,,,,
00-0031503,QB,2023,10,8.9,5.173076923076923,existing_methodology,2023,all,none,,,,
00-0031503,QB,2023,13,1.6,5.992771084337349,existing_methodology,2023,all,none,,,,
00-0031503,QB,2023,14,-0.2,5.992771084337349,existing_methodology,2023,all,none,,,,
00-0031503,QB,2023,18,0.0,5.992771084337349,existing_methodology,2023,all,none,,,,
00-0031800,QB,2023,8,12.4,12.345669811320752,existing_methodology,2023,all,none,,,,
00-0031800,QB,2023,9,14.7,14.312188405797098,existing_methodology,2023,all,none,,,,
00-0031800,QB,2023,10,9.6,13.985185185185188,existing_methodology,2023,all,none,,,,
00-0031800,QB,2023,16,14.2,12.345669811320752,existing_methodology,2023,all,none,,,,
00-0031800,QB,2023,17,15.1,13.985185185185188,existing_methodology,2023,all,none,,,,
00-0032156,QB,2023,13,1.4,5.992771084337349,existing_methodology,2023,all,none,,,,
00-0032156,QB,2023,15,-1.6,5.992771084337349,existing_methodology,2023,all,none,,,,
00-0032156,QB,2023,16,10.5,5.6279999999999974,existing_methodology,2023,all,none,,,,
00-0032156,QB,2023,17,13.7,5.6279999999999974,existing_methodology,2023,all,none,,,,
00-0032156,QB,2023,18,2.9,9.636842105263156,existing_methodology,2023,all,none,,,,
00-0032268,QB,2023,13,1.2,14.876561983471069,existing_methodology,2023,all,none,,,,
00-0032268,QB,2023,14,0.0,12.345669811320752,existing_methodology,2023,all,none,,,,
00-0032268,QB,2023,18,10.5,5.992771084337349,existing_methodology,2023,all,none,,,,
00-0032436,QB,2023,18,13.9,2.9163636363636365,existing_methodology,2023,all,none,,,,
00-0032950,QB,2023,12,0.0,5.992771084337349,existing_methodology,2023,all,none,,,,
00-0032950,QB,2023,18,26.1,5.992771084337349,existing_methodology,2023,all,none,,,,
00-0033077,QB,2023,1,6.3,18.332836555360277,existing_methodology,2023,all,none,,,,
00-0033077,QB,2023,2,19.6,17.73887356321839,existing_methodology,2023,all,none,,,,
00-0033077,QB,2023,3,14.4,16.549240875912407,existing_methodology,2023,all,none,,,,
00-0033077,QB,2023,4,14.3,18.332836555360277,existing_methodology,2023,all,none,,,,
00-0033077,QB,2023,5,4.3,18.332836555360277,existing_methodology,2023,all,none,,,,
00-0033077,QB,2023,6,24.9,15.679466666666666,existing_methodology,2023,all,none,,,,
00-0033077,QB,2023,8,28.1,17.73887356321839,existing_methodology,2023,all,none,,,,
00-0033077,QB,2023,9,28.4,18.332836555360277,existing_methodology,2023,all,none,,,,
00-0033077,QB,2023,10,37.9,20.513428571428573,existing_methodology,2023,all,none,,,,
00-0033077,QB,2023,11,16.2,20.513428571428573,existing_methodology,2023,all,none,,,,
00-0033077,QB,2023,12,32.2,19.666845070422536,existing_methodology,2023,all,none,,,,
00-0033077,QB,2023,13,28.3,19.666845070422536,existing_methodology,2023,all,none,,,,
00-0033077,QB,2023,14,17.9,19.666845070422536,existing_methodology,2023,all,none,,,,
00-0033077,QB,2023,15,6.1,20.761052435687855,existing_methodology,2023,all,none,,,,
00-0033077,QB,2023,16,18.6,18.332836555360277,existing_methodology,2023,all,none,,,,
00-0033077,QB,2023,17,20.3,18.332836555360277,existing_methodology,2023,all,none,,,,
00-0033077,QB,2023,18,25.2,18.332836555360277,existing_methodology,2023,all,none,,,,
00-0033077,QB,2023,19,30.6,18.332836555360277,existing_methodology,2023,all,none,,,,
00-0033106,QB,2023,1,14.0,18.332836555360277,existing_methodology,2023,all,none,,,,
00-0033106,QB,2023,2,22.9,16.549240875912407,existing_methodology,2023,all,none,,,,
00-0033106,QB,2023,3,18.0,16.549240875912407,existing_methodology,2023,all,none,,,,
00-0033106,QB,2023,4,11.4,18.332836555360277,existing_methodology,2023,all,none,,,,
00-0033106,QB,2023,5,27.4,16.549240875912407,existing_methodology,2023,all,none,,,,
00-0033106,QB,2023,6,22.4,17.42,existing_methodology,2023,all,none,,,,
00-0033106,QB,2023,7,9.4,17.73887356321839,existing_methodology,2023,all,none,,,,
00-0033106,QB,2023,8,12.7,18.332836555360277,existing_methodology,2023,all,none,,,,
00-0033106,QB,2023,10,21.1,16.241284403669727,existing_methodology,2023,all,none,,,,
00-0033106,QB,2023,11,13.7,17.73887356321839,existing_methodology,2023,all,none,,,,
00-0033106,QB,2023,12,18.2,17.563636363636363,existing_methodology,2023,all,none,,,,
00-0033106,QB,2023,13,16.3,18.332836555360277,existing_methodology,2023,all,none,,,,
00-0033106,QB,2023,14,4.4,16.549240875912407,existing_methodology,2023,all,none,,,,
00-0033106,QB,2023,15,31.1,15.9462,existing_methodology,2023,all,none,,,,
00-0033106,QB,2023,16,14.3,16.241284403669727,existing_methodology,2023,all,none,,,,
00-0033106,QB,2023,17,10.8,16.549240875912407,existing_methodology,2023,all,none,,,,
00-0033106,QB,2023,18,20.8,18.332836555360277,existing_methodology,2023,all,none,,,,
00-0033106,QB,2023,19,14.8,16.549240875912407,existing_methodology,2023,all,none,,,,
00-0033106,QB,2023,20,20.1,15.9462,existing_methodology,2023,all,none,,,,
00-0033106,QB,2023,21,14.9,16.549240875912407,existing_methodology,2023,all,none,,,,
00-0033119,QB,2023,13,0.0,2.9163636363636365,existing_methodology,2023,all,none,,,,
00-0033119,QB,2023,15,13.9,2.9163636363636365,existing_methodology,2023,all,none,,,,
00-0033119,QB,2023,16,9.0,2.9163636363636365,existing_methodology,2023,all,none,,,,
00-0033275,QB,2023,6,3.8,5.6279999999999974,existing_methodology,2023,all,none,,,,
00-0033275,QB,2023,7,5.4,5.6279999999999974,existing_methodology,2023,all,none,,,,
00-0033275,QB,2023,8,10.6,5.992771084337349,existing_methodology,2023,all,none,,,,
00-0033275,QB,2023,9,0.0,7.222222222222224,existing_methodology,2023,all,none,,,,
00-0033275,QB,2023,10,0.0,7.222222222222224,existing_methodology,2023,all,none,,,,
00-0033275,QB,2023,12,0.1,5.6279999999999974,existing_methodology,2023,all,none,,,,
00-0033319,QB,2023,14,3.3,2.9163636363636365,existing_methodology,2023,all,none,,,,
00-0033319,QB,2023,15,17.1,2.9163636363636365,existing_methodology,2023,all,none,,,,
00-0033319,QB,2023,16,16.5,12.345669811320752,existing_methodology,2023,all,none,,,,
00-0033319,QB,2023,17,9.1,14.312188405797098,existing_methodology,2023,all,none,,,,
00-0033319,QB,2023,18,20.6,14.312188405797098,existing_methodology,2023,all,none,,,,
00-0033357,QB,2023,1,0.4,4.2,existing_methodology,2023,all,none,,,,
00-0033357,QB,2023,2,8.7,2.9163636363636365,existing_methodology,2023,all,none,,,,
00-0033357,QB,2023,3,3.1,2.9163636363636365,existing_methodology,2023,all,none,,,,
00-0033357,QB,2023,4,3.2,2.9163636363636365,existing_methodology,2023,all,none,,,,
00-0033357,QB,2023,5,3.0,2.9163636363636365,existing_methodology,2023,all,none,,,,
00-0033357,QB,2023,6,12.3,2.9163636363636365,existing_methodology,2023,all,none,,,,
00-0033357,QB,2023,7,16.8,2.9163636363636365,existing_methodology,2023,all,none,,,,
00-0033357,QB,2023,8,22.5,2.9163636363636365,existing_methodology,2023,all,none,,,,
00-0033357,QB,2023,9,20.6,5.173076923076923,existing_methodology,2023,all,none,,,,
00-0033357,QB,2023,10,4.3,5.992771084337349,existing_methodology,2023,all,none,,,,
00-0033357,QB,2023,12,8.1,5.6279999999999974,existing_methodology,2023,all,none,,,,
00-0033357,QB,2023,13,15.4,2.9163636363636365,existing_methodology,2023,all,none,,,,
00-0033357,QB,2023,15,1.5,2.9163636363636365,existing_methodology,2023,all,none,,,,
00-0033357,QB,2023,16,0.2,2.9163636363636365,existing_methodology,2023,all,none,,,,
00-0033357,QB,2023,17,11.5,2.9163636363636365,existing_methodology,2023,all,none,,,,
00-0033357,QB,2023,18,11.9,2.9163636363636365,existing_methodology,2023,all,none,,,,
00-0033537,QB,2023,1,20.7,19.666845070422536,existing_methodology,2023,all,none,,,,
00-0033537,QB,2023,2,11.6,18.332836555360277,existing_methodology,2023,all,none,,,,
00-0033537,QB,2023,3,21.2,18.332836555360277,existing_methodology,2023,all,none,,,,
00-0033537,QB,2023,7,-1.8,18.332836555360277,existing_methodology,2023,all,none,,,,
00-0033537,QB,2023,9,19.0,15.679466666666666,existing_methodology,2023,all,none,,,,
00-0033537,QB,2023,10,16.2,15.9462,existing_methodology,2023,all,none,,,,
00-0033662,QB,2023,1,0.0,2.9163636363636365,existing_methodology,2023,all,none,,,,
00-0033662,QB,2023,4,0.6,2.9163636363636365,existing_methodology,2023,all,none,,,,
00-0033662,QB,2023,5,0.1,2.9163636363636365,existing_methodology,2023,all,none,,,,
00-0033662,QB,2023,8,-0.2,2.9163636363636365,existing_methodology,2023,all,none,,,,
00-0033662,QB,2023,10,1.2,2.9163636363636365,existing_methodology,2023,all,none,,,,
00-0033662,QB,2023,11,0.3,2.9163636363636365,existing_methodology,2023,all,none,,,,
00-0033662,QB,2023,18,1.2,2.9163636363636365,existing_methodology,2023,all,none,,,,
00-0033869,QB,2023,4,0.7,15.679466666666666,existing_methodology,2023,all,none,,,,
00-0033869,QB,2023,8,7.3,12.345669811320752,existing_methodology,2023,all,none,,,,
00-0033869,QB,2023,13,7.2,12.14404761904762,existing_methodology,2023,all,none,,,,
00-0033869,QB,2023,14,20.6,12.14404761904762,existing_methodology,2023,all,none,,,,
00-0033869,QB,2023,15,12.9,14.312188405797098,existing_methodology,2023,all,none,,,,
00-0033873,QB,2023,1,19.5,21.119999999999997,existing_methodology,2023,all,none,,,,
00-0033873,QB,2023,2,21.2,22.48033333333333,existing_methodology,2023,all,none,,,,
00-0033873,QB,2023,3,25.7,22.48033333333333,existing_methodology,2023,all,none,,,,
00-0033873,QB,2023,4,13.2,21.119999999999997,existing_methodology,2023,all,none,,,,
00-0033873,QB,2023,5,19.2,21.119999999999997,existing_methodology,2023,all,none,,,,
00-0033873,QB,2023,6,17.3,20.513428571428573,existing_methodology,2023,all,none,,,,
00-0033873,QB,2023,7,33.9,19.666845070422536,existing_methodology,2023,all,none,,,,
00-0033873,QB,2023,8,5.6,21.119999999999997,existing_methodology,2023,all,none,,,,
00-0033873,QB,2023,9,15.8,22.48033333333333,existing_methodology,2023,all,none,,,,
00-0033873,QB,2023,11,16.9,20.513428571428573,existing_methodology,2023,all,none,,,,
