team,season,week,position,slot,slot_rank,player_id,depth_chart_rank,snap_share_s2d
DEN,2017,12,TE,TE2,2,00-0032227,2.0,0.29438483257996634
DEN,2017,12,TE,TE3,3,00-0033043,3.0,0.6585365853658537
DEN,2017,12,WR,WR1,1,00-0027874,1.0,0.8308450988767471
DEN,2017,12,WR,WR2,2,00-0027685,1.0,0.7719265229847591
DEN,2017,12,WR,WR3,3,00-0033466,1.0,0.1651030227473476
DEN,2017,12,WR,WR4,4,00-0030670,2.0,0.5158559444488221
DEN,2017,12,WR,WR5,5,00-0032839,2.0,0.453125
DEN,2017,12,WR,WR6,6,00-0031344,2.0,0.4472658433046336
DEN,2017,13,QB,QB1,1,00-0029682,1.0,0.7716049382716049
DEN,2017,13,QB,QB2,2,00-0032156,2.0,0.9192822766269094
DEN,2017,13,RB,RB1,1,00-0029854,1.0,0.5250408045536029
DEN,2017,13,RB,RB2,2,00-0032972,1.0,0.3316095117512179
DEN,2017,13,RB,RB3,3,00-0030705,1.0,
DEN,2017,13,RB,RB4,4,00-0032956,1.0,
DEN,2017,13,TE,TE1,1,00-0028142,1.0,0.5033087467486149
DEN,2017,13,TE,TE2,2,00-0032227,2.0,0.29438483257996634
DEN,2017,13,TE,TE3,3,00-0033043,3.0,0.6089293096320794
DEN,2017,13,WR,WR1,1,00-0027874,1.0,0.8292736646183062
DEN,2017,13,WR,WR2,2,00-0027685,1.0,0.7803188678885241
DEN,2017,13,WR,WR3,3,00-0033466,1.0,0.1651030227473476
DEN,2017,13,WR,WR4,4,00-0030670,2.0,0.4951540943371418
DEN,2017,13,WR,WR5,5,00-0031344,2.0,0.46762879933223234
DEN,2017,13,WR,WR6,6,00-0032839,2.0,0.453125
DEN,2017,14,QB,QB1,1,00-0033108,1.0,0.559322033898305
DEN,2017,14,QB,QB2,2,00-0032156,2.0,0.9282509125572527
DEN,2017,14,RB,RB1,1,00-0029854,1.0,0.5275837004704323
DEN,2017,14,RB,RB2,2,00-0032972,1.0,0.3117393190875023
DEN,2017,14,RB,RB3,3,00-0030705,1.0,
DEN,2017,14,RB,RB4,4,00-0032956,1.0,
DEN,2017,14,TE,TE1,1,00-0028142,1.0,0.4856719067417859
DEN,2017,14,TE,TE2,2,00-0032227,2.0,0.2843907937664142
DEN,2017,14,TE,TE3,3,00-0033043,3.0,0.6513232434584233
DEN,2017,14,WR,WR1,1,00-0027874,1.0,0.8261397481223361
DEN,2017,14,WR,WR2,2,00-0027685,1.0,0.7814536477663383
DEN,2017,14,WR,WR3,3,00-0031697,1.0,0.31676032310522934
DEN,2017,14,WR,WR4,4,00-0031344,2.0,0.4897441179249473
DEN,2017,14,WR,WR5,5,00-0030670,2.0,0.47588199388312075
DEN,2017,14,WR,WR6,6,00-0032839,2.0,0.453125
DEN,2017,15,QB,QB1,1,00-0033108,1.0,0.559322033898305
DEN,2017,15,QB,QB2,2,00-0032156,2.0,0.9354258213015274
DEN,2017,15,RB,RB1,1,00-0029854,1.0,0.5320552839507287
DEN,2017,15,RB,RB2,2,00-0032972,1.0,0.3191368157501807
DEN,2017,15,RB,RB3,3,00-0030705,1.0,
DEN,2017,15,RB,RB4,4,00-0032956,1.0,
DEN,2017,15,TE,TE1,1,00-0028142,1.0,0.4966641776517584
DEN,2017,15,TE,TE2,2,00-0032227,2.0,0.2910046177097272
DEN,2017,15,TE,TE3,3,00-0033043,3.0,0.6492067183081032
DEN,2017,15,WR,WR1,1,00-0027874,1.0,0.8120410861788598
DEN,2017,15,WR,WR2,2,00-0027685,1.0,0.7714513680992687
DEN,2017,15,WR,WR3,3,00-0031697,1.0,0.2796721136820333
DEN,2017,15,WR,WR4,4,00-0031344,2.0,0.48505542041816685
DEN,2017,15,WR,WR5,5,00-0030670,2.0,0.4634515108371664
DEN,2017,15,WR,WR6,6,00-0033466,2.0,0.1531457004594847
DEN,2017,16,QB,QB1,1,00-0032156,1.0,0.8711005740255544
DEN,2017,16,QB,QB2,2,00-0029682,2.0,0.7717143303641194
DEN,2017,16,RB,RB1,1,00-0029854,1.0,0.5428759282254958
DEN,2017,16,RB,RB2,2,00-0032972,1.0,0.31659158163710327
DEN,2017,16,RB,RB3,3,00-0030705,1.0,
DEN,2017,16,RB,RB4,4,00-0032956,1.0,
DEN,2017,16,TE,TE1,1,00-0028142,1.0,0.4937378937146075
DEN,2017,16,TE,TE2,2,00-0032227,2.0,0.29312554091746085
DEN,2017,16,TE,TE3,3,00-0033043,3.0,0.633289425279394
DEN,2017,16,WR,WR1,1,00-0027874,1.0,0.802862744580189
DEN,2017,16,WR,WR2,2,00-0027685,1.0,0.7483029945973253
DEN,2017,16,WR,WR3,3,00-0031697,1.0,0.27002955516798166
DEN,2017,16,WR,WR4,4,00-0031344,2.0,0.49159238449982945
DEN,2017,16,WR,WR5,5,00-0030670,2.0,0.46561003763993664
DEN,2017,16,WR,WR6,6,00-0033466,2.0,0.1531457004594847
DEN,2017,17,QB,QB1,1,00-0032156,1.0,0.8711005740255544
DEN,2017,17,QB,QB2,2,00-0029682,1.0,0.8097619419700995
DEN,2017,17,RB,RB1,1,00-0029854,1.0,0.5445220375149673
DEN,2017,17,RB,RB2,2,00-0032972,1.0,0.32399273361779507
DEN,2017,17,RB,RB3,3,00-0030705,1.0,
DEN,2017,17,RB,RB4,4,00-0032956,1.0,
DEN,2017,17,TE,TE1,1,00-0028142,1.0,0.48424545755705706
DEN,2017,17,TE,TE2,2,00-0032227,2.0,0.309038960846887
DEN,2017,17,TE,TE3,3,00-0033043,3.0,0.5862997462913869
DEN,2017,17,WR,WR1,1,00-0027874,1.0,0.8051944174640322
DEN,2017,17,WR,WR2,2,00-0027685,1.0,0.7483029945973253
DEN,2017,17,WR,WR3,3,00-0031697,1.0,0.3196058508400077
DEN,2017,17,WR,WR4,4,00-0031344,2.0,0.49159238449982945
DEN,2017,17,WR,WR5,5,00-0030670,2.0,0.48501981891439133
DEN,2017,17,WR,WR6,6,00-0031801,2.0,0.17482517482517482
DEN,2018,1,QB,QB1,1,00-0028986,1.0,
DEN,2018,1,QB,QB2,2,00-0033108,1.0,
DEN,2018,1,RB,RB1,1,00-0032956,1.0,
DEN,2018,1,RB,RB2,2,00-0034109,1.0,
DEN,2018,1,RB,RB3,3,00-0034838,1.0,
DEN,2018,1,RB,RB4,4,00-0032972,2.0,
DEN,2018,1,TE,TE1,1,00-0032227,1.0,
DEN,2018,1,TE,TE2,2,00-0033564,2.0,
DEN,2018,1,TE,TE3,3,00-0031744,3.0,
DEN,2018,1,WR,WR1,1,00-0027685,1.0,
DEN,2018,1,WR,WR2,2,00-0027874,1.0,
DEN,2018,1,WR,WR3,3,00-0031697,1.0,
DEN,2018,1,WR,WR4,4,00-0031801,2.0,
DEN,2018,1,WR,WR5,5,00-0033466,2.0,
DEN,2018,1,WR,WR6,6,00-0034348,2.0,
DEN,2018,2,QB,QB1,1,00-0028986,1.0,1.0
DEN,2018,2,QB,QB2,2,00-0033108,1.0,
DEN,2018,2,RB,RB1,1,00-0034838,1.0,0.3918918918918919
DEN,2018,2,RB,RB2,2,00-0034109,1.0,0.35135135135135137
DEN,2018,2,RB,RB3,3,00-0032956,1.0,
DEN,2018,2,RB,RB4,4,00-0032972,2.0,0.25675675675675674
DEN,2018,2,TE,TE1,1,00-0032227,1.0,0.8108108108108109
DEN,2018,2,TE,TE2,2,00-0033564,2.0,0.4864864864864865
DEN,2018,2,TE,TE3,3,00-0031744,3.0,0.013513513513513514
DEN,2018,2,WR,WR1,1,00-0027685,1.0,0.8648648648648649
DEN,2018,2,WR,WR2,2,00-0027874,1.0,0.7162162162162162
DEN,2018,2,WR,WR3,3,00-0031697,1.0,
DEN,2018,2,WR,WR4,4,00-0034348,2.0,0.5945945945945946
DEN,2018,2,WR,WR5,5,00-0034370,2.0,0.1891891891891892
DEN,2018,2,WR,WR6,6,00-0031801,2.0,
DEN,2018,3,QB,QB1,1,00-0028986,1.0,1.0
DEN,2018,3,QB,QB2,2,00-0033108,1.0,
DEN,2018,3,RB,RB1,1,00-0034109,1.0,0.3877968877968878
DEN,2018,3,RB,RB2,2,00-0034838,1.0,0.31715806715806716
DEN,2018,3,RB,RB3,3,00-0032956,1.0,
DEN,2018,3,RB,RB4,4,00-0032972,2.0,0.29504504504504503
DEN,2018,3,TE,TE1,1,00-0032227,1.0,0.716011466011466
DEN,2018,3,TE,TE2,2,00-0033564,2.0,0.4402129402129402
DEN,2018,3,TE,TE3,3,00-0031744,3.0,0.02190827190827191
DEN,2018,3,WR,WR1,1,00-0027685,1.0,0.8415233415233416
DEN,2018,3,WR,WR2,2,00-0027874,1.0,0.8050778050778051
DEN,2018,3,WR,WR3,3,00-0031697,1.0,
DEN,2018,3,WR,WR4,4,00-0034348,2.0,0.7063882063882064
DEN,2018,3,WR,WR5,5,00-0034370,2.0,0.1855036855036855
DEN,2018,3,WR,WR6,6,00-0031801,2.0,
DEN,2018,4,QB,QB1,1,00-0028986,1.0,1.0
DEN,2018,4,QB,QB2,2,00-0033108,1.0,
DEN,2018,4,RB,RB1,1,00-0034838,1.0,0.3535955741838095
DEN,2018,4,RB,RB2,2,00-0034109,1.0,0.31245282715870953
DEN,2018,4,RB,RB3,3,00-0032956,1.0,
DEN,2018,4,RB,RB4,4,00-0032972,2.0,0.32414767708885356
DEN,2018,4,TE,TE1,1,00-0032227,1.0,0.6783213694978402
DEN,2018,4,TE,TE2,2,00-0033564,2.0,0.46504392092627383
DEN,2018,4,TE,TE3,3,00-0031744,3.0,0.019507475389828333
DEN,2018,4,WR,WR1,1,00-0027685,1.0,0.8551332080743846
DEN,2018,4,WR,WR2,2,00-0027874,1.0,0.8014244190714779
DEN,2018,4,WR,WR3,3,00-0031697,1.0,
DEN,2018,4,WR,WR4,4,00-0034348,2.0,0.7307293924940984
DEN,2018,4,WR,WR5,5,00-0034370,2.0,0.19719853543382956
DEN,2018,4,WR,WR6,6,00-0031801,2.0,
DEN,2018,5,QB,QB1,1,00-0028986,1.0,1.0
DEN,2018,5,QB,QB2,2,00-0033108,1.0,
DEN,2018,5,RB,RB1,1,00-0034109,1.0,0.33433962036903214
DEN,2018,5,RB,RB2,2,00-0034838,1.0,0.33186334730452377
DEN,2018,5,RB,RB3,3,00-0032956,1.0,
DEN,2018,5,RB,RB4,4,00-0032972,2.0,0.32644409114997347
DEN,2018,5,TE,TE1,1,00-0032227,1.0,0.7295743604567134
DEN,2018,5,TE,TE2,2,00-0033564,2.0,0.46504392092627383
DEN,2018,5,TE,TE3,3,00-0031744,2.0,0.07713060654237125
DEN,2018,5,WR,WR1,1,00-0027685,1.0,0.8663499060557884
DEN,2018,5,WR,WR2,2,00-0027874,1.0,0.8135683143036084
DEN,2018,5,WR,WR3,3,00-0031697,1.0,
DEN,2018,5,WR,WR4,4,00-0034348,2.0,0.7230470443705738
DEN,2018,5,WR,WR5,5,00-0034370,2.0,0.17289890157537216
DEN,2018,5,WR,WR6,6,00-0031801,2.0,
DEN,2018,6,QB,QB1,1,00-0028986,1.0,1.0
DEN,2018,6,QB,QB2,2,00-0033108,1.0,
DEN,2018,6,RB,RB1,1,00-0034838,1.0,0.34341275576569696
DEN,2018,6,RB,RB2,2,00-0034109,1.0,0.34279637161990106
DEN,2018,6,RB,RB3,3,00-0032956,1.0,
DEN,2018,6,RB,RB4,4,00-0032972,2.0,0.3182981300628359
DEN,2018,6,TE,TE1,1,00-0032227,1.0,0.7213218260277083
DEN,2018,6,TE,TE2,2,00-0033564,2.0,0.46504392092627383
DEN,2018,6,TE,TE3,3,00-0031744,2.0,0.11105513458454634
DEN,2018,6,WR,WR1,1,00-0027685,1.0,0.8826903144550204
DEN,2018,6,WR,WR2,2,00-0027874,1.0,0.7729325735208088
DEN,2018,6,WR,WR3,3,00-0031697,1.0,
DEN,2018,6,WR,WR4,4,00-0034348,2.0,0.7316843887432123
DEN,2018,6,WR,WR5,5,00-0034370,2.0,0.22143600437718086
DEN,2018,6,WR,WR6,6,00-0031801,2.0,
DEN,2018,7,QB,QB1,1,00-0028986,1.0,0.9974747474747474
DEN,2018,7,QB,QB2,2,00-0033108,1.0,
DEN,2018,7,RB,RB1,1,00-0034838,1.0,0.3493086096027273
DEN,2018,7,RB,RB2,2,00-0034109,1.0,0.33616869352163475
DEN,2018,7,RB,RB3,3,00-0032956,1.0,
DEN,2018,7,RB,RB4,4,00-0032972,2.0,0.3208039972745855
DEN,2018,7,TE,TE1,1,00-0032227,1.0,0.7475661681544034
DEN,2018,7,TE,TE2,2,00-0033564,2.0,0.46504392092627383
DEN,2018,7,TE,TE3,3,00-0031744,2.0,0.16072776366894015
DEN,2018,7,WR,WR1,1,00-0027685,1.0,0.8769894034599917
DEN,2018,7,WR,WR2,2,00-0027874,1.0,0.7653225991461285
DEN,2018,7,WR,WR3,3,00-0031697,1.0,
DEN,2018,7,WR,WR4,4,00-0034348,2.0,0.698120829003182
DEN,2018,7,WR,WR5,5,00-0034370,2.0,0.22998454910219615
DEN,2018,7,WR,WR6,6,00-0031801,2.0,
DEN,2018,8,QB,QB1,1,00-0028986,1.0,0.9978354978354977
DEN,2018,8,QB,QB2,2,00-0033108,1.0,
DEN,2018,8,RB,RB1,1,00-0034109,1.0,0.37289035715897983
DEN,2018,8,RB,RB2,2,00-0034838,1.0,0.3429909147684393
DEN,2018,8,RB,RB3,3,00-0032956,1.0,
DEN,2018,8,RB,RB4,4,00-0032972,2.0,0.28950269984310717
DEN,2018,8,TE,TE1,1,00-0032227,1.0,0.7569937615657599
DEN,2018,8,TE,TE2,2,00-0033564,2.0,0.46504392092627383
DEN,2018,8,TE,TE3,3,00-0031744,2.0,0.18135018968233613
DEN,2018,8,WR,WR1,1,00-0027685,1.0,0.8558214257259978
DEN,2018,8,WR,WR2,2,00-0027874,1.0,0.7552644070162942
DEN,2018,8,WR,WR3,3,00-0031697,1.0,
DEN,2018,8,WR,WR4,4,00-0034348,2.0,0.6952415822448581
DEN,2018,8,WR,WR5,5,00-0034370,2.0,0.2068148435403812
DEN,2018,8,WR,WR6,6,00-0031801,2.0,
DEN,2018,9,QB,QB1,1,00-0028986,1.0,0.9981060606060606
DEN,2018,9,QB,QB2,2,00-0033108,1.0,
DEN,2018,9,RB,RB1,1,00-0034109,1.0,0.3964845419661622
DEN,2018,9,RB,RB2,2,00-0034838,1.0,0.3429909147684393
DEN,2018,9,RB,RB3,3,00-0032956,1.0,
DEN,2018,9,RB,RB4,4,00-0032972,2.0,0.308109382910664
DEN,2018,9,TE,TE1,1,00-0032227,1.0,0.7702462536988071
DEN,2018,9,TE,TE2,2,00-0033564,2.0,0.46504392092627383
DEN,2018,9,TE,TE3,3,00-0031744,2.0,0.20491429268437286
DEN,2018,9,WR,WR1,1,00-0027685,1.0,0.849871144770522
DEN,2018,9,WR,WR2,2,00-0031697,1.0,
DEN,2018,9,WR,WR3,3,00-0034348,2.0,0.692240494053292
DEN,2018,9,WR,WR4,4,00-0034370,2.0,0.2068148435403812
DEN,2018,9,WR,WR5,5,00-0031801,2.0,
DEN,2018,9,WR,WR6,6,00-0033375,3.0,0.11058228772158898
DEN,2018,11,QB,QB1,1,00-0028986,1.0,0.9983164983164983
DEN,2018,11,QB,QB2,2,00-0033108,1.0,
DEN,2018,11,RB,RB1,1,00-0034109,1.0,0.4164037679429859
DEN,2018,11,RB,RB2,2,00-0034838,1.0,0.3429909147684393
DEN,2018,11,RB,RB3,3,00-0032956,1.0,
DEN,2018,11,RB,RB4,4,00-0032972,2.0,0.3176460508027451
DEN,2018,11,TE,TE1,1,00-0032227,1.0,0.7637879157457409
DEN,2018,11,TE,TE2,2,00-0033564,2.0,0.46504392092627383
DEN,2018,11,TE,TE3,3,00-0031744,2.0,0.22423358002920685
DEN,2018,11,WR,WR1,1,00-0027685,1.0,0.8581346202674001
DEN,2018,11,WR,WR2,2,00-0034348,1.0,0.7096009778790204
DEN,2018,11,WR,WR3,3,00-0031697,1.0,
DEN,2018,11,WR,WR4,4,00-0034370,2.0,0.2068148435403812
DEN,2018,11,WR,WR5,5,00-0033375,2.0,0.17910344767171546
DEN,2018,11,WR,WR6,6,00-0031801,2.0,
DEN,2018,12,QB,QB1,1,00-0028986,1.0,0.9984848484848484
DEN,2018,12,QB,QB2,2,00-0033108,1.0,
DEN,2018,12,RB,RB1,1,00-0034109,1.0,0.43190624829154445
DEN,2018,12,RB,RB2,2,00-0034838,1.0,0.32913490756524155
DEN,2018,12,RB,RB3,3,00-0032956,1.0,
DEN,2018,12,RB,RB4,4,00-0032972,2.0,0.3055243028653277
DEN,2018,12,TE,TE1,1,00-0032227,1.0,0.7731234098854525
DEN,2018,12,TE,TE2,2,00-0033564,2.0,0.46504392092627383
DEN,2018,12,TE,TE3,3,00-0031744,2.0,0.2357387934548576
DEN,2018,12,WR,WR1,1,00-0027685,1.0,0.8616068725263742
DEN,2018,12,WR,WR2,2,00-0034348,1.0,0.7279265943768327
DEN,2018,12,WR,WR3,3,00-0031697,1.0,
DEN,2018,12,WR,WR4,4,00-0034370,2.0,0.21221298809783357
DEN,2018,12,WR,WR5,5,00-0033375,2.0,0.20940738861882963
DEN,2018,12,WR,WR6,6,00-0031801,2.0,
DEN,2018,13,QB,QB1,1,00-0028986,1.0,0.9986225895316804
DEN,2018,13,QB,QB2,2,00-0033108,1.0,
DEN,2018,13,RB,RB1,1,00-0034109,1.0,0.45005831184398776
DEN,2018,13,RB,RB2,2,00-0032972,1.0,0.28731874423163767
DEN,2018,13,RB,RB3,3,00-0032956,1.0,
DEN,2018,13,RB,RB4,4,00-0034838,2.0,0.32180412836208605
DEN,2018,13,TE,TE1,1,00-0032227,1.0,0.7714200057969823
DEN,2018,13,TE,TE2,2,00-0033564,2.0,0.46504392092627383
DEN,2018,13,TE,TE3,3,00-0031744,2.0,0.25737019500680836
DEN,2018,13,WR,WR1,1,00-0027685,1.0,0.8534544136204679
DEN,2018,13,WR,WR2,2,00-0034348,1.0,0.7287370953664987
DEN,2018,13,WR,WR3,3,00-0034370,1.0,0.24516398162302552
DEN,2018,13,WR,WR4,4,00-0031697,1.0,
DEN,2018,13,WR,WR5,5,00-0033375,2.0,0.2031295239437526
DEN,2018,13,WR,WR6,6,00-0031801,2.0,
DEN,2018,14,QB,QB1,1,00-0028986,1.0,0.9987373737373737
DEN,2018,14,QB,QB2,2,00-0033108,1.0,
DEN,2018,14,RB,RB1,1,00-0034109,1.0,0.44786418698693226
DEN,2018,14,RB,RB2,2,00-0032972,1.0,0.2817370974665718
DEN,2018,14,RB,RB3,3,00-0032956,1.0,
DEN,2018,14,RB,RB4,4,00-0034838,2.0,0.32521693586486056
DEN,2018,14,TE,TE1,1,00-0032227,1.0,0.7714200057969823
DEN,2018,14,TE,TE2,2,00-0033564,2.0,0.46504392092627383
DEN,2018,14,TE,TE3,3,00-0031744,2.0,0.30230685954720143
DEN,2018,14,WR,WR1,1,00-0027685,1.0,0.8388303876266718
DEN,2018,14,WR,WR2,2,00-0034348,1.0,0.7259186086057311
DEN,2018,14,WR,WR3,3,00-0034370,1.0,0.3003086004098755
DEN,2018,14,WR,WR4,4,00-0031697,1.0,
DEN,2018,14,WR,WR5,5,00-0028263,2.0,0.3634337159304284
DEN,2018,14,WR,WR6,6,00-0033375,2.0,0.2158630805642591
DEN,2018,15,QB,QB1,1,00-0028986,1.0,0.9988344988344988
DEN,2018,15,QB,QB2,2,00-0033108,1.0,
DEN,2018,15,RB,RB1,1,00-0034109,1.0,0.4633091455762951
DEN,2018,15,RB,RB2,2,00-0032972,1.0,0.277736530717584
DEN,2018,15,RB,RB3,3,00-0032956,1.0,
DEN,2018,15,RB,RB4,4,00-0034838,2.0,0.306708270933657
DEN,2018,15,TE,TE1,1,00-0032227,1.0,0.7714200057969823
DEN,2018,15,TE,TE2,2,00-0031744,1.0,0.34142254810594064
DEN,2018,15,TE,TE3,3,00-0033564,2.0,0.46504392092627383
DEN,2018,15,WR,WR1,1,00-0027685,1.0,0.8388303876266718
DEN,2018,15,WR,WR2,2,00-0034348,1.0,0.7230932686506125
DEN,2018,15,WR,WR3,3,00-0034370,1.0,0.36145990700652075
DEN,2018,15,WR,WR4,4,00-0033375,1.0,0.2657862947412288
DEN,2018,15,WR,WR5,5,00-0031697,1.0,
DEN,2018,15,WR,WR6,6,00-0028263,2.0,0.3552277959939921
DEN,2018,16,QB,QB1,1,00-0028986,1.0,0.9989177489177489
DEN,2018,16,QB,QB2,2,00-0033108,1.0,
DEN,2018,16,RB,RB1,1,00-0034109,1.0,0.4683761048453073
DEN,2018,16,RB,RB2,2,00-0032972,1.0,0.272575310813099
DEN,2018,16,RB,RB3,3,00-0032956,1.0,
DEN,2018,16,RB,RB4,4,00-0034838,2.0,0.3016971935613317
DEN,2018,16,TE,TE1,1,00-0032227,1.0,0.7714200057969823
DEN,2018,16,TE,TE2,2,00-0031744,1.0,0.38357142676373546
DEN,2018,16,TE,TE3,3,00-0033564,2.0,0.46504392092627383
DEN,2018,16,WR,WR1,1,00-0027685,1.0,0.8388303876266718
DEN,2018,16,WR,WR2,2,00-0034348,1.0,0.7330875850777214
DEN,2018,16,WR,WR3,3,00-0034370,1.0,0.4135300289112285
DEN,2018,16,WR,WR4,4,00-0034054,1.0,0.042013546738107733
DEN,2018,16,WR,WR5,5,00-0031697,1.0,
DEN,2018,16,WR,WR6,6,00-0033375,2.0,0.29670371204444823
DEN,2018,17,QB,QB1,1,00-0028986,1.0,0.998989898989899
DEN,2018,17,QB,QB2,2,00-0033108,1.0,
DEN,2018,17,RB,RB1,1,00-0034109,1.0,0.4580465535770132
DEN,2018,17,RB,RB2,2,00-0032972,1.0,0.27828422044048445
DEN,2018,17,RB,RB3,3,00-0032956,1.0,
DEN,2018,17,RB,RB4,4,00-0034838,2.0,0.3071923577764761
DEN,2018,17,TE,TE1,1,00-0032227,1.0,0.7714200057969823
DEN,2018,17,TE,TE2,2,00-0031744,1.0,0.38357142676373546
DEN,2018,17,TE,TE3,3,00-0033564,2.0,0.46504392092627383
DEN,2018,17,WR,WR1,1,00-0027685,1.0,0.8388303876266718
DEN,2018,17,WR,WR2,2,00-0034348,1.0,0.749886721196918
DEN,2018,17,WR,WR3,3,00-0034370,1.0,0.4540506811074945
DEN,2018,17,WR,WR4,4,00-0034054,1.0,0.04240819997594736
DEN,2018,17,WR,WR5,5,00-0031697,1.0,
DEN,2018,17,WR,WR6,6,00-0033375,2.0,0.334634907360888
DEN,2019,1,QB,QB1,1,00-0026158,1.0,
DEN,2019,1,QB,QB2,2,00-0032434,2.0,
DEN,2019,1,RB,RB1,1,00-0030107,1.0,
DEN,2019,1,RB,RB2,2,00-0032956,1.0,
DEN,2019,1,RB,RB3,3,00-0032972,1.0,
DEN,2019,1,RB,RB4,4,00-0034109,1.0,
DEN,2019,1,TE,TE1,1,00-0032227,1.0,
DEN,2019,1,TE,TE2,2,00-0029414,2.0,
DEN,2019,1,TE,TE3,3,00-0033564,2.0,
DEN,2019,1,WR,WR1,1,00-0027685,1.0,
DEN,2019,1,WR,WR2,2,00-0031319,1.0,
DEN,2019,1,WR,WR3,3,00-0034054,1.0,
DEN,2019,1,WR,WR4,4,00-0034348,1.0,
DEN,2019,1,WR,WR5,5,00-0033375,2.0,
DEN,2019,1,WR,WR6,6,00-0033552,2.0,
DEN,2019,2,QB,QB1,1,00-0026158,1.0,1.0
DEN,2019,2,QB,QB2,2,00-0032434,2.0,
DEN,2019,2,RB,RB1,1,00-0034109,1.0,0.532258064516129
DEN,2019,2,RB,RB2,2,00-0032972,1.0,0.016129032258064516
DEN,2019,2,RB,RB3,3,00-0030107,1.0,
DEN,2019,2,RB,RB4,4,00-0032956,1.0,
DEN,2019,2,TE,TE1,1,00-0032227,1.0,0.3387096774193548
DEN,2019,2,TE,TE2,2,00-0035644,2.0,0.8064516129032258
DEN,2019,2,TE,TE3,3,00-0029414,2.0,
DEN,2019,2,WR,WR1,1,00-0027685,1.0,0.8870967741935484
DEN,2019,2,WR,WR2,2,00-0034348,1.0,0.8870967741935484
DEN,2019,2,WR,WR3,3,00-0031319,1.0,
DEN,2019,2,WR,WR4,4,00-0034054,1.0,
DEN,2019,2,WR,WR5,5,00-0034370,2.0,0.7580645161290323
DEN,2019,2,WR,WR6,6,00-0033375,2.0,0.12903225806451613
DEN,2019,3,QB,QB1,1,00-0026158,1.0,1.0
DEN,2019,3,QB,QB2,2,00-0032434,2.0,
DEN,2019,3,RB,RB1,1,00-0034109,1.0,0.503933910306845
DEN,2019,3,RB,RB2,2,00-0030107,1.0,
DEN,2019,3,RB,RB3,3,00-0032956,1.0,
DEN,2019,3,RB,RB4,4,00-0034427,1.0,
DEN,2019,3,TE,TE1,1,00-0032227,1.0,0.40106215578284815
DEN,2019,3,TE,TE2,2,00-0035644,2.0,0.7324940991345397
DEN,2019,3,TE,TE3,3,00-0029414,2.0,
DEN,2019,3,WR,WR1,1,00-0034348,1.0,0.9191581431943352
DEN,2019,3,WR,WR2,2,00-0027685,1.0,0.9069630212431157
DEN,2019,3,WR,WR3,3,00-0031319,1.0,0.024390243902439025
DEN,2019,3,WR,WR4,4,00-0034370,2.0,0.7083005507474429
DEN,2019,3,WR,WR5,5,00-0033375,2.0,0.12903225806451613
DEN,2019,3,WR,WR6,6,00-0034054,2.0,0.06097560975609756
DEN,2019,4,QB,QB1,1,00-0026158,1.0,1.0
DEN,2019,4,QB,QB2,2,00-0032434,2.0,
DEN,2019,4,RB,RB1,1,00-0034109,1.0,0.5231705520767095
DEN,2019,4,RB,RB2,2,00-0030107,1.0,
DEN,2019,4,RB,RB3,3,00-0032956,1.0,
DEN,2019,4,RB,RB4,4,00-0034427,1.0,
DEN,2019,4,TE,TE1,1,00-0032227,1.0,0.43175833216573434
DEN,2019,4,TE,TE2,2,00-0035644,2.0,0.698375061523483
DEN,2019,4,TE,TE3,3,00-0029414,2.0,
DEN,2019,4,WR,WR1,1,00-0034348,1.0,0.9095757484309267
DEN,2019,4,WR,WR2,2,00-0027685,1.0,0.869482196810479
DEN,2019,4,WR,WR3,3,00-0031319,1.0,0.024390243902439025
DEN,2019,4,WR,WR4,4,00-0034370,2.0,0.6639811890827702
DEN,2019,4,WR,WR5,5,00-0033375,2.0,0.12903225806451613
DEN,2019,4,WR,WR6,6,00-0034054,2.0,0.06097560975609756
DEN,2019,5,QB,QB1,1,00-0026158,1.0,1.0
DEN,2019,5,QB,QB2,2,00-0032434,2.0,
DEN,2019,5,RB,RB1,1,00-0034109,1.0,0.5060142776938957
DEN,2019,5,RB,RB2,2,00-0030107,1.0,
DEN,2019,5,RB,RB3,3,00-0032956,1.0,
DEN,2019,5,RB,RB4,4,00-0034427,1.0,
DEN,2019,5,TE,TE1,1,00-0032227,1.0,0.4556369309424826
DEN,2019,5,TE,TE2,2,00-0035644,2.0,0.7055994779607941
DEN,2019,5,TE,TE3,3,00-0029414,2.0,
DEN,2019,5,WR,WR1,1,00-0034348,1.0,0.9185454476868313
DEN,2019,5,WR,WR2,2,00-0027685,1.0,0.8521116476078592
DEN,2019,5,WR,WR3,3,00-0031319,1.0,0.030376940133037694
DEN,2019,5,WR,WR4,4,00-0034370,2.0,0.6525313463575322
DEN,2019,5,WR,WR5,5,00-0033375,2.0,0.12903225806451613
DEN,2019,5,WR,WR6,6,00-0034054,2.0,0.06097560975609756
DEN,2019,6,QB,QB1,1,00-0026158,1.0,1.0
DEN,2019,6,QB,QB2,2,00-0032434,2.0,
DEN,2019,6,RB,RB1,1,00-0034109,1.0,0.49814475548844994
DEN,2019,6,RB,RB2,2,00-0030107,1.0,
DEN,2019,6,RB,RB3,3,00-0032956,1.0,
DEN,2019,6,RB,RB4,4,00-0034427,1.0,
DEN,2019,6,TE,TE1,1,00-0032227,1.0,0.4845095447539861
