player,position,season,team,possible_weeks,weeks_predicted,games_actually_played,availability_rate,weeks_real_stats,weeks_inferred_snap_verified,weeks_inferred_pbp_confirmed,weeks_synthetic,predicted_season_total,actual_season_total
00-0019596,QB,2020,TB,16,16,16,0.9285714285714286,0,0,0,16,207.4558035500286,338.0
00-0020531,QB,2020,NO,16,16,12,0.9776785714285714,0,0,0,16,283.7652790610403,209.4
00-0022787,QB,2020,ATL,16,16,1,0.5336538461538461,0,0,0,16,31.79001501562599,-0.4
00-0022924,QB,2020,PIT,16,16,15,0.9017857142857143,0,0,0,16,243.92483385588665,263.19999999999993
00-0022942,QB,2020,IND,16,16,16,1.0,0,0,0,16,223.96633682744937,238.0
00-0023436,QB,2020,WAS,16,16,8,0.8333333333333334,0,0,0,16,188.87764148963197,71.6
00-0023459,QB,2020,GB,16,16,16,0.8080357142857143,0,0,0,16,214.2756899167967,383.1
00-0023682,QB,2020,MIA,16,16,9,0.7211538461538461,0,0,0,16,178.27432017535273,147.70000000000002
00-0026143,QB,2020,ATL,16,16,16,0.984375,0,0,0,16,267.42512259309336,280.3
00-0026158,QB,2020,NYJ,16,16,5,0.890625,0,0,0,16,177.59788355842412,54.699999999999996
00-0026197,QB,2020,KC,16,16,3,0.4125,0,0,0,16,2.0229541428368787,23.7
00-0026498,QB,2020,DET,16,16,16,0.8465909090909091,0,0,0,16,260.0492266244732,256.5
00-0026544,QB,2020,DET,16,16,4,0.16875,0,0,0,16,20.35670235628597,12.200000000000001
00-0026625,QB,2020,NE,16,16,1,0.39204545454545453,0,0,0,16,16.31222573209267,2.0
00-0027688,QB,2020,NYG,16,16,4,0.2708333333333333,0,0,0,16,22.87546568175101,16.1
00-0027939,QB,2020,NE,16,16,15,0.8819444444444444,0,0,0,16,221.7784287801964,259.3
00-0027948,QB,2020,TB,16,16,4,0.4375,0,0,0,16,30.88770052836416,15.299999999999999
00-0027973,QB,2020,DAL,16,16,11,0.9236111111111112,0,0,0,16,200.06364614155217,136.9
00-0028118,QB,2020,LAC,16,16,2,0.4583333333333333,0,0,0,16,16.36117850213556,9.0
00-0028986,QB,2020,CLE,16,16,1,0.5982142857142857,0,0,0,16,76.68115348277527,1.8
00-0029263,QB,2020,SEA,16,16,16,1.0,0,0,0,16,296.7477646820506,357.6
00-0029567,QB,2020,CHI,16,16,9,0.5,0,0,0,16,74.55100765672321,104.1
00-0029604,QB,2020,MIN,16,16,16,0.7421875,0,0,0,16,174.91939306382176,296.2
00-0029665,QB,2020,BAL,16,16,4,0.5520833333333334,0,0,0,16,30.796155786304553,2.5999999999999996
00-0029701,QB,2020,TEN,16,16,16,0.9196428571428571,0,0,0,16,235.21737491673738,342.3
00-0030520,QB,2020,JAX,16,16,5,0.3020833333333333,0,0,0,16,14.993252003379496,58.5
00-0030533,QB,2020,BUF,16,16,5,0.175,0,0,0,16,12.374344027542476,9.3
00-0030565,QB,2020,SEA,16,16,1,0.4166666666666667,0,0,0,16,-2.5604667991234393,1.1
00-0031237,QB,2020,CAR,16,16,15,0.55,0,0,0,16,9.75965939525976,239.10000000000002
00-0031280,QB,2020,LV,16,16,16,0.9791666666666666,0,0,0,16,244.01208331218285,270.0
00-0031288,QB,2020,HOU,16,16,2,0.2,0,0,0,16,12.117091410318105,0.8
00-0031345,QB,2020,SF,16,16,6,0.4375,0,0,0,16,80.97909151940445,64.4
00-0031395,QB,2020,DAL,16,16,1,0.1875,0,0,0,16,0.14240057314231874,14.5
00-0031503,QB,2020,NO,16,16,4,0.9,0,0,0,16,223.48538569500354,2.4
00-0031800,QB,2020,WAS,16,16,1,0.21875,0,0,0,16,12.959921603802584,11.7
00-0032268,QB,2020,LV,16,16,1,0.825,0,0,0,16,89.28973931650384,25.8
00-0032434,QB,2020,CIN,16,16,5,0.1875,0,0,0,16,32.94138149162696,49.6
00-0032436,QB,2020,DEN,16,16,3,0.375,0,0,0,16,56.70439316159471,28.0
00-0032792,QB,2020,PHI,16,16,1,0.125,0,0,0,16,3.5111742609401837,-1.5
00-0032950,QB,2020,PHI,16,16,12,0.875,0,0,0,16,210.3308841769173,188.4
00-0033077,QB,2020,DAL,16,16,5,1.0,0,0,0,16,324.9564495409142,131.6
00-0033106,QB,2020,LA,16,16,15,0.859375,0,0,0,16,257.6227605953745,238.0
00-0033119,QB,2020,IND,16,16,11,0.59375,0,0,0,16,114.72430859913038,20.6
00-0033275,QB,2020,CAR,16,16,4,0.88,0,0,0,16,29.621330298316266,8.5
00-0033319,QB,2020,SF,16,16,10,0.28125,0,0,0,16,25.211669674209823,114.2
00-0033357,QB,2020,NO,16,16,16,0.6875,0,0,0,16,73.32724722434337,156.5
00-0033537,QB,2020,HOU,16,16,16,0.8125,0,0,0,16,298.17663308939524,367.4
00-0033869,QB,2020,CHI,16,16,10,0.875,0,0,0,16,208.76524755405435,151.8
00-0033873,QB,2020,KC,16,16,15,0.6875,0,0,0,16,249.9975161530821,368.3
00-0033936,QB,2020,SF,16,16,6,0.40625,0,0,0,16,83.72070773918352,52.300000000000004
00-0033949,QB,2020,PIT,16,16,1,0.3125,0,0,0,16,-2.7245724626678967,2.1
00-0033958,QB,2020,LV,16,16,1,0.28125,0,0,0,16,28.461932471040214,1.9
00-0034177,QB,2020,GB,16,16,8,0.1875,0,0,0,16,3.104734241907661,-0.9
00-0034438,QB,2020,TEN,16,16,6,0.88,0,0,0,16,24.829773176294914,1.3
00-0034577,QB,2020,WAS,16,16,4,0.46875,0,0,0,16,68.0734254169364,45.099999999999994
00-0034771,QB,2020,PIT,16,16,5,0.625,0,0,0,16,91.06652522197125,18.3
00-0034796,QB,2020,BAL,16,16,15,1.0,0,0,0,16,430.949509444004,330.7
00-0034855,QB,2020,CLE,16,16,16,0.9375,0,0,0,16,229.95844530117344,246.8
00-0034857,QB,2020,BUF,16,16,16,0.875,0,0,0,16,235.28695968409835,396.20000000000005
00-0034869,QB,2020,NYJ,16,16,12,0.8125,0,0,0,16,161.81149670784777,132.0
00-0034899,QB,2020,LA,16,16,1,0.88,0,0,0,16,23.2605554969736,12.8
00-0034955,QB,2020,DEN,16,16,3,0.88,0,0,0,16,26.990834381673675,11.299999999999999
00-0035040,QB,2020,DET,16,16,1,0.3125,0,0,0,16,54.66446325705958,1.8
00-0035146,QB,2020,BAL,16,16,2,0.0625,0,0,0,16,3.0337135896652403,9.299999999999999
00-0035228,QB,2020,ARI,16,16,16,1.0,0,0,0,16,239.52208238198168,378.7
00-0035232,QB,2020,WAS,16,16,7,0.5625,0,0,0,16,80.32483194873325,68.2
00-0035264,QB,2020,NE,16,16,5,0.1875,0,0,0,16,3.2037735290004887,13.000000000000002
00-0035282,QB,2020,LAC,16,16,1,0.88,0,0,0,16,48.36315675524295,0.0
00-0035289,QB,2020,JAX,16,16,9,0.875,0,0,0,16,208.79529266497764,158.5
00-0035652,QB,2020,CIN,16,16,5,0.1875,0,0,0,16,26.92386182104161,19.2
00-0035704,QB,2020,DEN,16,16,13,0.3125,0,0,0,16,70.22979057160542,179.4
00-0035710,QB,2020,NYG,16,16,14,0.8125,0,0,0,16,212.5027988354159,178.20000000000002
00-0035752,QB,2020,ARI,16,16,3,0.88,0,0,0,16,26.887608428019078,7.7
00-0035993,QB,2020,BAL,16,16,2,0.88,0,0,0,16,1.320857626925747,2.9000000000000004
00-0036212,QB,2020,MIA,16,16,10,0.88,0,0,0,16,55.79719711958502,133.4
00-0036355,QB,2020,LAC,16,16,15,0.88,0,0,0,16,65.3873767688362,328.79999999999995
00-0036389,QB,2020,PHI,16,16,15,0.88,0,0,0,16,42.81666176896407,109.2
00-0036442,QB,2020,CIN,16,16,10,0.88,0,0,0,16,52.47726902344212,173.60000000000002
00-0023500,RB,2020,NYJ,16,16,15,0.9464285714285714,0,0,0,16,59.32465933525878,100.19999999999999
00-0025394,RB,2020,DET,16,16,16,0.7884615384615384,0,0,0,16,117.71557328116107,124.5
